lonchura_striata_domestica ENSLSDG00000015377
taeniopygia_guttata ENSTGUG00000010146
parus_major ENSPMJG00000015238
cyanistes_caeruleus ENSCCEG00000020739
ficedula_albicollis ENSFALG00000003947
zonotrichia_albicollis ENSZALG00000009513
junco_hyemalis ENSJHYG00000018264
serinus_canaria ENSSCAG00000016778
manacus_vitellinus ENSMVIG00005017937
lepidothrix_coronata ENSLCOG00000015083
melopsittacus_undulatus ENSMUNG00000000379
calidris_pugnax ENSCPUG00000005744
calidris_pygmaea ENSCPGG00000016100
anser_brachyrhynchus ENSABRG00000010505
anas_platyrhynchos_platyrhynchos ENSAPLG00000014720
gallus_gallus ENSGALG00000016755
coturnix_japonica ENSCJPG00005000108
meleagris_gallopavo ENSMGAG00000014783
numida_meleagris ENSNMEG00000016855
apteryx_haastii ENSAHAG00000015035
apteryx_owenii ENSAOWG00000015984
apteryx_rowi ENSARWG00000008265
dromaius_novaehollandiae ENSDNVG00000018229
nothoprocta_perdicaria ENSNPEG00000000325
crocodylus_porosus ENSCPRG00005011973
gopherus_agassizii ENSGAGG00000014212
chelonoidis_abingdonii ENSCABG00000010276
chrysemys_picta_bellii ENSCPBG00000005110
pelodiscus_sinensis ENSPSIG00000010861
anolis_carolinensis ENSACAG00000012825
pogona_vitticeps ENSPVIG00000010366
notechis_scutatus ENSNSUG00000002562
salvator_merianae ENSSMRG00000021621
phascolarctos_cinereus ENSPCIG00000011545
notamacropus_eugenii ENSMEUG00000003232
sarcophilus_harrisii ENSSHAG00000002671
monodelphis_domestica ENSMODG00000001246
procavia_capensis ENSPCAG00000014899
loxodonta_africana ENSLAFG00000004676
pteropus_vampyrus ENSPVAG00000011240
myotis_lucifugus ENSMLUG00000005403
equus_caballus ENSECAG00000015337
equus_asinus_asinus ENSEASG00005021887
ursus_americanus ENSUAMG00000008106
ailuropoda_melanoleuca ENSAMEG00000013374
neovison_vison ENSNVIG00000017702
mustela_putorius_furo ENSMPUG00000011105
canis_lupus_familiaris ENSCAFG00000002319
canis_lupus_dingo ENSCAFG00020024994
vulpes_vulpes ENSVVUG00000028741
panthera_pardus ENSPPRG00000007504
panthera_tigris_altaica ENSPTIG00000010938
felis_catus ENSFCAG00000025018
tursiops_truncatus ENSTTRG00000006047
sus_scrofa ENSSSCG00000008187
capra_hircus ENSCHIG00000019320
ovis_aries ENSOARG00000013484
bos_taurus ENSBTAG00000054686
erinaceus_europaeus ENSEEUG00000005197
tupaia_belangeri ENSTBEG00000016108
echinops_telfairi ENSETEG00000010438
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017046
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012863
fukomys_damarensis ENSFDAG00000009474
chinchilla_lanigera ENSCLAG00000005885
marmota_marmota_marmota ENSMMMG00000019927
urocitellus_parryii ENSUPAG00010004775
mus_spicilegus ENSMSIG00000006095
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026090
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014857
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014053
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027299
rattus_norvegicus ENSRNOG00000018366
meriones_unguiculatus ENSMUGG00000021124
peromyscus_maniculatus_bairdii ENSPEMG00000019576
microtus_ochrogaster ENSMOCG00000021066
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019181
cricetulus_griseus_crigri-picr ENSCGRG00015012450
cricetulus_griseus_crigri_1.0 ENSCGRG00000000639
mesocricetus_auratus ENSMAUG00000020391
nannospalax_galili ENSNGAG00000010889
castor_canadensis ENSCCNG00000008197
oryctolagus_cuniculus ENSOCUG00000009514
ochotona_princeps ENSOPRG00000003029
microcebus_murinus ENSMICG00000030014
propithecus_coquereli ENSPCOG00000024966
prolemur_simus ENSPSMG00000022970
otolemur_garnettii ENSOGAG00000002228
pan_troglodytes ENSPTRG00000023576
pan_paniscus ENSPPAG00000033390
homo_sapiens ENSG00000196872
gorilla_gorilla ENSGGOG00000001883
pongo_abelii ENSPPYG00000012088
nomascus_leucogenys ENSNLEG00000002071
theropithecus_gelada ENSTGEG00000007829
papio_anubis ENSPANG00000016023
cercocebus_atys ENSCATG00000035225
mandrillus_leucophaeus ENSMLEG00000004466
macaca_fascicularis ENSMFAG00000043818
macaca_mulatta ENSMMUG00000017655
macaca_nemestrina ENSMNEG00000035921
chlorocebus_sabaeus ENSCSAG00000017230
piliocolobus_tephrosceles ENSPTEG00000023002
colobus_angolensis_palliatus ENSCANG00000027895
rhinopithecus_bieti ENSRBIG00000029106
rhinopithecus_roxellana ENSRROG00000028342
cebus_capucinus_imitator ENSCCAG00000029992
saimiri_boliviensis_boliviensis ENSSBOG00000018898
callithrix_jacchus ENSCJAG00000031536
aotus_nancymaae ENSANAG00000025680
dasypus_novemcinctus ENSDNOG00000042937
latimeria_chalumnae ENSLACG00000001263
