gopherus_agassizii ENSGAGG00000019846
chelonoidis_abingdonii ENSCABG00000002760
chrysemys_picta_bellii ENSCPBG00000023343
pelodiscus_sinensis ENSPSIG00000016857
ficedula_albicollis ENSFALG00000011068
parus_major ENSPMJG00000000701
junco_hyemalis ENSJHYG00000000673
lepidothrix_coronata ENSLCOG00000000378
taeniopygia_guttata ENSTGUG00000006175
anser_brachyrhynchus ENSABRG00000002450
anas_platyrhynchos_platyrhynchos ENSAPLG00000021201
calidris_pygmaea ENSCPGG00000016470
calidris_pugnax ENSCPUG00000018317
lonchura_striata_domestica ENSLSDG00000014073
melopsittacus_undulatus ENSMUNG00000006848
dromaius_novaehollandiae ENSDNVG00000014518
cyanistes_caeruleus ENSCCEG00000011370
manacus_vitellinus ENSMVIG00005006459
zonotrichia_albicollis ENSZALG00000012060
serinus_canaria ENSSCAG00000012696
anas_platyrhynchos_platyrhynchos ENSAPLG00000008530
apteryx_rowi ENSARWG00000004007
nothoprocta_perdicaria ENSNPEG00000010809
coturnix_japonica ENSCJPG00005002017
meleagris_gallopavo ENSMGAG00000006336
gallus_gallus ENSGALG00000023601
numida_meleagris ENSNMEG00000004870
latimeria_chalumnae ENSLACG00000011280
latimeria_chalumnae ENSLACG00000002352
amphiprion_percula ENSAPEG00000019392
amphiprion_ocellaris ENSAOCG00000010331
acanthochromis_polyacanthus ENSAPOG00000004136
stegastes_partitus ENSSPAG00000005940
oryzias_latipes_asm223467v1 ENSORLG00000000026
oryzias_latipes_asm223469v1 ENSORLG00015015612
oryzias_latipes_asm223471v1 ENSORLG00020013246
oryzias_melastigma ENSOMEG00000017663
gasterosteus_aculeatus ENSGACG00000014992
takifugu_rubripes ENSTRUG00000011355
tetraodon_nigroviridis ENSTNIG00000010621
mola_mola ENSMMOG00000000971
mastacembelus_armatus ENSMAMG00000022423
anabas_testudineus ENSATEG00000014443
haplochromis_burtoni ENSHBUG00000013135
pundamilia_nyererei ENSPNYG00000021538
maylandia_zebra ENSMZEG00005014416
astatotilapia_calliptera ENSACLG00000008779
neolamprologus_brichardi ENSNBRG00000019762
oreochromis_niloticus ENSONIG00000013355
amphilophus_citrinellus ENSACIG00000000802
seriola_dumerili ENSSDUG00000012326
seriola_lalandi_dorsalis ENSSLDG00000010348
scophthalmus_maximus ENSSMAG00000012341
hippocampus_comes ENSHCOG00000016820
labrus_bergylta ENSLBEG00000005165
periophthalmus_magnuspinnatus ENSPMGG00000022403
gadus_morhua ENSGMOG00000008010
esox_lucius ENSELUG00000002362
pygocentrus_nattereri ENSPNAG00000010643
astyanax_mexicanus ENSAMXG00000037721
danio_rerio ENSDARG00000038969
scleropages_formosus ENSSFOG00015002820
lepisosteus_oculatus ENSLOCG00000017218
drosophila_melanogaster FBgn0033679
