calidris_pugnax ENSCPUG00000011611
calidris_pygmaea ENSCPGG00000014089
melopsittacus_undulatus ENSMUNG00000012215
manacus_vitellinus ENSMVIG00005008678
lepidothrix_coronata ENSLCOG00000003515
zonotrichia_albicollis ENSZALG00000003525
junco_hyemalis ENSJHYG00000001687
serinus_canaria ENSSCAG00000006532
lonchura_striata_domestica ENSLSDG00000017928
taeniopygia_guttata ENSTGUG00000009617
parus_major ENSPMJG00000003344
cyanistes_caeruleus ENSCCEG00000008715
ficedula_albicollis ENSFALG00000012302
anser_brachyrhynchus ENSABRG00000022517
anas_platyrhynchos_platyrhynchos ENSAPLG00000008037
coturnix_japonica ENSCJPG00005012331
meleagris_gallopavo ENSMGAG00000011486
gallus_gallus ENSGALG00000010853
numida_meleagris ENSNMEG00000022524
apteryx_haastii ENSAHAG00000003112
apteryx_rowi ENSARWG00000015912
apteryx_owenii ENSAOWG00000004334
dromaius_novaehollandiae ENSDNVG00000010573
nothoprocta_perdicaria ENSNPEG00000015651
crocodylus_porosus ENSCPRG00005005779
chrysemys_picta_bellii ENSCPBG00000014239
chelonoidis_abingdonii ENSCABG00000011054
pelodiscus_sinensis ENSPSIG00000003796
anolis_carolinensis ENSACAG00000006902
pogona_vitticeps ENSPVIG00000022544
notechis_scutatus ENSNSUG00000001128
salvator_merianae ENSSMRG00000018009
sphenodon_punctatus ENSSPUG00000015456
choloepus_hoffmanni ENSCHOG00000000339
dasypus_novemcinctus ENSDNOG00000042165
loxodonta_africana ENSLAFG00000003299
procavia_capensis ENSPCAG00000013552
echinops_telfairi ENSETEG00000020216
ursus_maritimus ENSUMAG00000022042
ursus_americanus ENSUAMG00000010880
ailuropoda_melanoleuca ENSAMEG00000007016
neovison_vison ENSNVIG00000008434
mustela_putorius_furo ENSMPUG00000007296
canis_lupus_familiaris ENSCAFG00000018937
canis_lupus_dingo ENSCAFG00020012507
vulpes_vulpes ENSVVUG00000026607
panthera_pardus ENSPPRG00000010562
panthera_tigris_altaica ENSPTIG00000021329
felis_catus ENSFCAG00000003899
equus_caballus ENSECAG00000004217
equus_asinus_asinus ENSEASG00005014965
pteropus_vampyrus ENSPVAG00000007665
myotis_lucifugus ENSMLUG00000007465
tursiops_truncatus ENSTTRG00000004874
sus_scrofa ENSSSCG00000003834
bos_mutus ENSBMUG00000009115
bos_taurus ENSBTAG00000003775
bison_bison_bison ENSBBBG00000012467
ovis_aries ENSOARG00000008121
capra_hircus ENSCHIG00000012131
vicugna_pacos ENSVPAG00000009967
erinaceus_europaeus ENSEEUG00000003388
pan_paniscus ENSPPAG00000039369
pan_troglodytes ENSPTRG00000000792
homo_sapiens ENSG00000021852
gorilla_gorilla ENSGGOG00000008556
pongo_abelii ENSPPYG00000001300
nomascus_leucogenys ENSNLEG00000014723
rhinopithecus_bieti ENSRBIG00000044858
rhinopithecus_roxellana ENSRROG00000040138
piliocolobus_tephrosceles ENSPTEG00000022030
colobus_angolensis_palliatus ENSCANG00000037197
theropithecus_gelada ENSTGEG00000008592
papio_anubis ENSPANG00000024233
macaca_fascicularis ENSMFAG00000037279
macaca_mulatta ENSMMUG00000022993
macaca_nemestrina ENSMNEG00000040213
cercocebus_atys ENSCATG00000032382
mandrillus_leucophaeus ENSMLEG00000032382
chlorocebus_sabaeus ENSCSAG00000001322
cebus_capucinus_imitator ENSCCAG00000031384
callithrix_jacchus ENSCJAG00000015932
saimiri_boliviensis_boliviensis ENSSBOG00000034357
aotus_nancymaae ENSANAG00000027216
carlito_syrichta ENSTSYG00000004381
prolemur_simus ENSPSMG00000021851
propithecus_coquereli ENSPCOG00000018134
microcebus_murinus ENSMICG00000000727
otolemur_garnettii ENSOGAG00000016034
castor_canadensis ENSCCNG00000012833
dipodomys_ordii ENSDORG00000004936
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029656
