dasypus_novemcinctus ENSDNOG00000033805
choloepus_hoffmanni ENSCHOG00000012516
oryctolagus_cuniculus ENSOCUG00000024738
ochotona_princeps ENSOPRG00000006674
spermophilus_dauricus ENSSDAG00000018090
ictidomys_tridecemlineatus ENSSTOG00000015287
papio_anubis ENSPANG00000015661
theropithecus_gelada ENSTGEG00000012291
chlorocebus_sabaeus ENSCSAG00000004584
macaca_fascicularis ENSMFAG00000032774
macaca_nemestrina ENSMNEG00000035580
macaca_mulatta ENSMMUG00000023186
cercocebus_atys ENSCATG00000041898
mandrillus_leucophaeus ENSMLEG00000042962
colobus_angolensis_palliatus ENSCANG00000033909
piliocolobus_tephrosceles ENSPTEG00000024123
rhinopithecus_bieti ENSRBIG00000034644
rhinopithecus_roxellana ENSRROG00000042839
pan_troglodytes ENSPTRG00000016197
pan_paniscus ENSPPAG00000038035
homo_sapiens ENSG00000156234
gorilla_gorilla ENSGGOG00000014120
pongo_abelii ENSPPYG00000014868
nomascus_leucogenys ENSNLEG00000008184
saimiri_boliviensis_boliviensis ENSSBOG00000027580
cebus_capucinus_imitator ENSCCAG00000037128
callithrix_jacchus ENSCJAG00000014839
aotus_nancymaae ENSANAG00000037253
carlito_syrichta ENSTSYG00000004042
prolemur_simus ENSPSMG00000009308
microcebus_murinus ENSMICG00000036944
propithecus_coquereli ENSPCOG00000013404
castor_canadensis ENSCCNG00000030570
dipodomys_ordii ENSDORG00000029327
cricetulus_griseus_crigri_1.0 ENSCGRG00000006366
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021479
cricetulus_griseus_crigri-picr ENSCGRG00015019836
mesocricetus_auratus ENSMAUG00000017977
microtus_ochrogaster ENSMOCG00000021469
peromyscus_maniculatus_bairdii ENSPEMG00000010815
mus_spicilegus ENSMSIG00000027674
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028425
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023078
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027428
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017206
rattus_norvegicus ENSRNOG00000024899
meriones_unguiculatus ENSMUGG00000015493
nannospalax_galili ENSNGAG00000015990
jaculus_jaculus ENSJJAG00000015547
octodon_degus ENSODEG00000002141
chinchilla_lanigera ENSCLAG00000003952
cavia_porcellus ENSCPOG00000001379
cavia_aperea ENSCAPG00000008146
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005660
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007509
tupaia_belangeri ENSTBEG00000016283
ursus_americanus ENSUAMG00000026566
ursus_maritimus ENSUMAG00000007951
ailuropoda_melanoleuca ENSAMEG00000002513
mustela_putorius_furo ENSMPUG00000016178
neovison_vison ENSNVIG00000008382
canis_lupus_familiaris ENSCAFG00000008692
canis_lupus_dingo ENSCAFG00020011123
vulpes_vulpes ENSVVUG00000024863
panthera_tigris_altaica ENSPTIG00000016243
panthera_pardus ENSPPRG00000008576
felis_catus ENSFCAG00000033954
bos_mutus ENSBMUG00000014289
bos_taurus ENSBTAG00000008479
bison_bison_bison ENSBBBG00000023445
capra_hircus ENSCHIG00000016915
ovis_aries ENSOARG00000017732
tursiops_truncatus ENSTTRG00000005605
vicugna_pacos ENSVPAG00000002553
sus_scrofa ENSSSCG00000036445
equus_caballus ENSECAG00000011845
equus_asinus_asinus ENSEASG00005016431
erinaceus_europaeus ENSEEUG00000007201
loxodonta_africana ENSLAFG00000010039
echinops_telfairi ENSETEG00000004845
sarcophilus_harrisii ENSSHAG00000007587
gopherus_agassizii ENSGAGG00000021153
chrysemys_picta_bellii ENSCPBG00000019408
dromaius_novaehollandiae ENSDNVG00000007950
apteryx_owenii ENSAOWG00000019094
calidris_pugnax ENSCPUG00000004786
calidris_pygmaea ENSCPGG00000000410
melopsittacus_undulatus ENSMUNG00000014344
lepidothrix_coronata ENSLCOG00000011685
manacus_vitellinus ENSMVIG00005006289
zonotrichia_albicollis ENSZALG00000011497
junco_hyemalis ENSJHYG00000008276
serinus_canaria ENSSCAG00000004620
lonchura_striata_domestica ENSLSDG00000012295
cyanistes_caeruleus ENSCCEG00000022236
ficedula_albicollis ENSFALG00000008506
gallus_gallus ENSGALG00000029532
coturnix_japonica ENSCJPG00005008987
numida_meleagris ENSNMEG00000014403
anas_platyrhynchos_platyrhynchos ENSAPLG00000003708
apteryx_haastii ENSAHAG00000008127
apteryx_owenii ENSAOWG00000019100
apteryx_rowi ENSARWG00000003089
dromaius_novaehollandiae ENSDNVG00000007955
nothoprocta_perdicaria ENSNPEG00000010645
gallus_gallus ENSGALG00000010338
numida_meleagris ENSNMEG00000014407
anas_platyrhynchos_platyrhynchos ENSAPLG00000003704
cyanistes_caeruleus ENSCCEG00000022237
parus_major ENSPMJG00000001383
zonotrichia_albicollis ENSZALG00000011498
junco_hyemalis ENSJHYG00000008271
serinus_canaria ENSSCAG00000004621
lepidothrix_coronata ENSLCOG00000011686
melopsittacus_undulatus ENSMUNG00000014342
calidris_pygmaea ENSCPGG00000000414
calidris_pugnax ENSCPUG00000004790
zonotrichia_albicollis ENSZALG00000011499
lonchura_striata_domestica ENSLSDG00000012291
serinus_canaria ENSSCAG00000004623
cyanistes_caeruleus ENSCCEG00000022238
lepidothrix_coronata ENSLCOG00000011687
manacus_vitellinus ENSMVIG00005006298
calidris_pygmaea ENSCPGG00000000422
calidris_pugnax ENSCPUG00000004791
gallus_gallus ENSGALG00000045607
apteryx_rowi ENSARWG00000003090
apteryx_haastii ENSAHAG00000008131
crocodylus_porosus ENSCPRG00005001358
gopherus_agassizii ENSGAGG00000021151
esox_lucius ENSELUG00000022527
