equus_caballus ENSECAG00000014251
equus_asinus_asinus ENSEASG00005016011
pteropus_vampyrus ENSPVAG00000014597
ursus_americanus ENSUAMG00000023847
ursus_maritimus ENSUMAG00000003224
ailuropoda_melanoleuca ENSAMEG00000013559
mustela_putorius_furo ENSMPUG00000016759
neovison_vison ENSNVIG00000024611
canis_lupus_dingo ENSCAFG00020003144
canis_lupus_familiaris ENSCAFG00000014098
vulpes_vulpes ENSVVUG00000010755
felis_catus ENSFCAG00000000179
felis_catus ENSFCAG00000042005
panthera_tigris_altaica ENSPTIG00000018833
panthera_pardus ENSPPRG00000020793
ovis_aries ENSOARG00000004379
capra_hircus ENSCHIG00000013828
bos_taurus ENSBTAG00000016204
bos_mutus ENSBMUG00000009134
bison_bison_bison ENSBBBG00000021285
tursiops_truncatus ENSTTRG00000004821
sus_scrofa ENSSSCG00000033913
prolemur_simus ENSPSMG00000014564
propithecus_coquereli ENSPCOG00000025155
microcebus_murinus ENSMICG00000033633
otolemur_garnettii ENSOGAG00000010755
pan_paniscus ENSPPAG00000037116
pan_troglodytes ENSPTRG00000004607
homo_sapiens ENSG00000139178
gorilla_gorilla ENSGGOG00000011542
pongo_abelii ENSPPYG00000004220
nomascus_leucogenys ENSNLEG00000005143
colobus_angolensis_palliatus ENSCANG00000042573
piliocolobus_tephrosceles ENSPTEG00000036765
rhinopithecus_bieti ENSRBIG00000019825
rhinopithecus_roxellana ENSRROG00000030097
macaca_mulatta ENSMMUG00000008897
macaca_fascicularis ENSMFAG00000000168
cercocebus_atys ENSCATG00000044912
macaca_nemestrina ENSMNEG00000030292
mandrillus_leucophaeus ENSMLEG00000040411
theropithecus_gelada ENSTGEG00000007217
papio_anubis ENSPANG00000030761
chlorocebus_sabaeus ENSCSAG00000009944
cebus_capucinus_imitator ENSCCAG00000031977
callithrix_jacchus ENSCJAG00000039168
aotus_nancymaae ENSANAG00000037812
tupaia_belangeri ENSTBEG00000010225
urocitellus_parryii ENSUPAG00010011772
marmota_marmota_marmota ENSMMMG00000016631
spermophilus_dauricus ENSSDAG00000017567
castor_canadensis ENSCCNG00000025513
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029882
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038527
mus_spicilegus ENSMSIG00000004871
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022601
rattus_norvegicus ENSRNOG00000011718
meriones_unguiculatus ENSMUGG00000013052
cricetulus_griseus_crigri_1.0 ENSCGRG00000018350
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000458
cricetulus_griseus_crigri-picr ENSCGRG00015001824
mesocricetus_auratus ENSMAUG00000007953
microtus_ochrogaster ENSMOCG00000011460
peromyscus_maniculatus_bairdii ENSPEMG00000024503
nannospalax_galili ENSNGAG00000023384
jaculus_jaculus ENSJJAG00000014098
cavia_aperea ENSCAPG00000006671
cavia_porcellus ENSCPOG00000031375
chinchilla_lanigera ENSCLAG00000017098
octodon_degus ENSODEG00000003650
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011738
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001550
ochotona_princeps ENSOPRG00000016881
erinaceus_europaeus ENSEEUG00000005637
dipodomys_ordii ENSDORG00000023954
echinops_telfairi ENSETEG00000000362
choloepus_hoffmanni ENSCHOG00000010553
dasypus_novemcinctus ENSDNOG00000041889
carlito_syrichta ENSTSYG00000025598
phascolarctos_cinereus ENSPCIG00000003092
sarcophilus_harrisii ENSSHAG00000016723
monodelphis_domestica ENSMODG00000024809
