xiphophorus_maculatus ENSXMAG00000017910
xiphophorus_couchianus ENSXCOG00000017360
gambusia_affinis ENSGAFG00000018354
poecilia_formosa ENSPFOG00000008778
poecilia_mexicana ENSPMEG00000023971
poecilia_latipinna ENSPLAG00000016883
fundulus_heteroclitus ENSFHEG00000016517
cyprinodon_variegatus ENSCVAG00000010379
oryzias_latipes_asm223469v1 ENSORLG00015004578
oryzias_latipes_asm223467v1 ENSORLG00000026857
oryzias_latipes_asm223471v1 ENSORLG00020016256
oryzias_melastigma ENSOMEG00000001889
maylandia_zebra ENSMZEG00005017489
pundamilia_nyererei ENSPNYG00000015132
astatotilapia_calliptera ENSACLG00000025077
haplochromis_burtoni ENSHBUG00000006040
neolamprologus_brichardi ENSNBRG00000009563
oreochromis_niloticus ENSONIG00000013360
takifugu_rubripes ENSTRUG00000019657
seriola_lalandi_dorsalis ENSSLDG00000024707
seriola_dumerili ENSSDUG00000011083
scophthalmus_maximus ENSSMAG00000015710
amphiprion_percula ENSAPEG00000024333
amphiprion_ocellaris ENSAOCG00000011682
acanthochromis_polyacanthus ENSAPOG00000015907
stegastes_partitus ENSSPAG00000011321
mastacembelus_armatus ENSMAMG00000016676
monopterus_albus ENSMALG00000012995
anabas_testudineus ENSATEG00000010839
gasterosteus_aculeatus ENSGACG00000008555
labrus_bergylta ENSLBEG00000004008
hippocampus_comes ENSHCOG00000010870
gadus_morhua ENSGMOG00000012237
esox_lucius ENSELUG00000013802
ictalurus_punctatus ENSIPUG00000019243
pygocentrus_nattereri ENSPNAG00000001434
danio_rerio ENSDARG00000091872
paramormyrops_kingsleyae ENSPKIG00000022805
lepisosteus_oculatus ENSLOCG00000008033
anas_platyrhynchos_platyrhynchos ENSAPLG00000010617
gallus_gallus ENSGALG00000005784
meleagris_gallopavo ENSMGAG00000007135
coturnix_japonica ENSCJPG00005008521
numida_meleagris ENSNMEG00000021605
anser_brachyrhynchus ENSABRG00000022287
zonotrichia_albicollis ENSZALG00000001377
manacus_vitellinus ENSMVIG00005014970
taeniopygia_guttata ENSTGUG00000007935
serinus_canaria ENSSCAG00000005523
ficedula_albicollis ENSFALG00000008318
cyanistes_caeruleus ENSCCEG00000016023
parus_major ENSPMJG00000013424
junco_hyemalis ENSJHYG00000015465
lonchura_striata_domestica ENSLSDG00000012565
lepidothrix_coronata ENSLCOG00000012499
melopsittacus_undulatus ENSMUNG00000013159
calidris_pygmaea ENSCPGG00000001527
calidris_pugnax ENSCPUG00000006058
apteryx_rowi ENSARWG00000016577
apteryx_owenii ENSAOWG00000014462
apteryx_haastii ENSAHAG00000013122
dromaius_novaehollandiae ENSDNVG00000011068
nothoprocta_perdicaria ENSNPEG00000008363
crocodylus_porosus ENSCPRG00005010214
gopherus_agassizii ENSGAGG00000020266
chelonoidis_abingdonii ENSCABG00000022257
chrysemys_picta_bellii ENSCPBG00000027207
pelodiscus_sinensis ENSPSIG00000015673
sphenodon_punctatus ENSSPUG00000007418
pan_paniscus ENSPPAG00000027310
pan_troglodytes ENSPTRG00000014209
homo_sapiens ENSG00000159873
gorilla_gorilla ENSGGOG00000006830
pongo_abelii ENSPPYG00000011677
nomascus_leucogenys ENSNLEG00000002377
cercocebus_atys ENSCATG00000026235
theropithecus_gelada ENSTGEG00000026275
papio_anubis ENSPANG00000016394
macaca_fascicularis ENSMFAG00000037497
macaca_mulatta ENSMMUG00000040556
macaca_nemestrina ENSMNEG00000028945
chlorocebus_sabaeus ENSCSAG00000009951
rhinopithecus_roxellana ENSRROG00000014205
rhinopithecus_bieti ENSRBIG00000040269
piliocolobus_tephrosceles ENSPTEG00000023345
piliocolobus_tephrosceles ENSPTEG00000035576
colobus_angolensis_palliatus ENSCANG00000035451
aotus_nancymaae ENSANAG00000023420
aotus_nancymaae ENSANAG00000031933
callithrix_jacchus ENSCJAG00000020088
saimiri_boliviensis_boliviensis ENSSBOG00000028030
cebus_capucinus_imitator ENSCCAG00000035963
mandrillus_leucophaeus ENSMLEG00000040299
carlito_syrichta ENSTSYG00000034024
microcebus_murinus ENSMICG00000031047
microcebus_murinus ENSMICG00000006715
microcebus_murinus ENSMICG00000004228
propithecus_coquereli ENSPCOG00000000382
prolemur_simus ENSPSMG00000013934
otolemur_garnettii ENSOGAG00000003970
mus_spicilegus ENSMSIG00000018735
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020482
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016895
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016053
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016838
rattus_norvegicus ENSRNOG00000010706
meriones_unguiculatus ENSMUGG00000023498
cricetulus_griseus_crigri-picr ENSCGRG00015004062
cricetulus_griseus_crigri_1.0 ENSCGRG00000011626
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008578
mesocricetus_auratus ENSMAUG00000015903
microtus_ochrogaster ENSMOCG00000017474
nannospalax_galili ENSNGAG00000012546
castor_canadensis ENSCCNG00000031578
urocitellus_parryii ENSUPAG00010011675
ictidomys_tridecemlineatus ENSSTOG00000028887
chinchilla_lanigera ENSCLAG00000007698
octodon_degus ENSODEG00000000893
cavia_porcellus ENSCPOG00000007791
cavia_aperea ENSCAPG00000017420
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017150
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006651
fukomys_damarensis ENSFDAG00000016398
ochotona_princeps ENSOPRG00000013967
oryctolagus_cuniculus ENSOCUG00000011319
tupaia_belangeri ENSTBEG00000000305
equus_caballus ENSECAG00000020497
equus_asinus_asinus ENSEASG00005010039
sorex_araneus ENSSARG00000002408
neovison_vison ENSNVIG00000004027
mustela_putorius_furo ENSMPUG00000013558
ursus_americanus ENSUAMG00000012632
ursus_maritimus ENSUMAG00000015938
ailuropoda_melanoleuca ENSAMEG00000008471
canis_lupus_familiaris ENSCAFG00000032399
canis_lupus_dingo ENSCAFG00020022460
vulpes_vulpes ENSVVUG00000025800
panthera_pardus ENSPPRG00000001952
panthera_tigris_altaica ENSPTIG00000010846
felis_catus ENSFCAG00000030146
pteropus_vampyrus ENSPVAG00000004527
myotis_lucifugus ENSMLUG00000001732
vicugna_pacos ENSVPAG00000002827
tursiops_truncatus ENSTTRG00000011845
ovis_aries ENSOARG00000002837
