anas_platyrhynchos_platyrhynchos ENSAPLG00000026836
coturnix_japonica ENSCJPG00005005584
zonotrichia_albicollis ENSZALG00000011018
taeniopygia_guttata ENSTGUG00000018495
ficedula_albicollis ENSFALG00000014499
parus_major ENSPMJG00000005153
taeniopygia_guttata ENSTGUG00000001701
lonchura_striata_domestica ENSLSDG00000013150
serinus_canaria ENSSCAG00000000991
junco_hyemalis ENSJHYG00000008497
cyanistes_caeruleus ENSCCEG00000000579
cyanistes_caeruleus ENSCCEG00000003823
lepidothrix_coronata ENSLCOG00000013644
manacus_vitellinus ENSMVIG00005002286
manacus_vitellinus ENSMVIG00005013825
serinus_canaria ENSSCAG00000007685
melopsittacus_undulatus ENSMUNG00000005597
melopsittacus_undulatus ENSMUNG00000005107
melopsittacus_undulatus ENSMUNG00000001856
calidris_pugnax ENSCPUG00000017660
calidris_pugnax ENSCPUG00000005097
