equus_asinus_asinus ENSEASG00005011428
equus_caballus ENSECAG00000013637
erinaceus_europaeus ENSEEUG00000012699
oryctolagus_cuniculus ENSOCUG00000017746
oryctolagus_cuniculus ENSOCUG00000014725
oryctolagus_cuniculus ENSOCUG00000010488
ochotona_princeps ENSOPRG00000003921
spermophilus_dauricus ENSSDAG00000016875
marmota_marmota_marmota ENSMMMG00000004981
spermophilus_dauricus ENSSDAG00000015451
spermophilus_dauricus ENSSDAG00000012253
marmota_marmota_marmota ENSMMMG00000005778
urocitellus_parryii ENSUPAG00010015464
marmota_marmota_marmota ENSMMMG00000003825
propithecus_coquereli ENSPCOG00000014735
prolemur_simus ENSPSMG00000023328
microcebus_murinus ENSMICG00000034911
otolemur_garnettii ENSOGAG00000030634
otolemur_garnettii ENSOGAG00000006579
otolemur_garnettii ENSOGAG00000003053
otolemur_garnettii ENSOGAG00000003051
pan_troglodytes ENSPTRG00000003797
pan_paniscus ENSPPAG00000035098
homo_sapiens ENSG00000197658
gorilla_gorilla ENSGGOG00000005570
pongo_abelii ENSPPYG00000003136
nomascus_leucogenys ENSNLEG00000034554
procavia_capensis ENSPCAG00000010344
