octodon_degus ENSODEG00000000081
bos_mutus ENSBMUG00000004074
canis_lupus_dingo ENSCAFG00020025775
vulpes_vulpes ENSVVUG00000002501
theropithecus_gelada ENSTGEG00000023788
mustela_putorius_furo ENSMPUG00000006869
neovison_vison ENSNVIG00000008596
ursus_maritimus ENSUMAG00000008572
ursus_americanus ENSUAMG00000018524
ailuropoda_melanoleuca ENSAMEG00000018196
felis_catus ENSFCAG00000027800
myotis_lucifugus ENSMLUG00000027314
equus_caballus ENSECAG00000006534
bos_mutus ENSBMUG00000008748
bos_mutus ENSBMUG00000015041
bos_mutus ENSBMUG00000008741
bos_taurus ENSBTAG00000049795
bos_taurus ENSBTAG00000048665
bos_mutus ENSBMUG00000020391
ovis_aries ENSOARG00000008500
bos_taurus ENSBTAG00000052351
bos_mutus ENSBMUG00000022299
ovis_aries ENSOARG00000011194
bos_mutus ENSBMUG00000020381
ovis_aries ENSOARG00000017764
sus_scrofa ENSSSCG00000037585
sus_scrofa ENSSSCG00000033427
sus_scrofa ENSSSCG00000035321
sus_scrofa ENSSSCG00000040924
sus_scrofa ENSSSCG00000033956
sus_scrofa ENSSSCG00000035065
sus_scrofa ENSSSCG00000033406
sus_scrofa ENSSSCG00000037916
sus_scrofa ENSSSCG00000032226
sus_scrofa ENSSSCG00000039933
sus_scrofa ENSSSCG00000033331
sus_scrofa ENSSSCG00000035982
sus_scrofa ENSSSCG00000031968
sus_scrofa ENSSSCG00000031900
sus_scrofa ENSSSCG00000036993
sus_scrofa ENSSSCG00000038983
sus_scrofa ENSSSCG00000020755
sus_scrofa ENSSSCG00000032856
bos_taurus ENSBTAG00000054316
bos_taurus ENSBTAG00000052049
ovis_aries ENSOARG00000016890
ovis_aries ENSOARG00000003143
bos_taurus ENSBTAG00000049221
bos_mutus ENSBMUG00000023813
cavia_porcellus ENSCPOG00000022226
chinchilla_lanigera ENSCLAG00000004527
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011968
cricetulus_griseus_crigri_1.0 ENSCGRG00000018747
cricetulus_griseus_crigri-picr ENSCGRG00015023009
mus_spicilegus ENSMSIG00000015217
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000075093
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024819
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023902
rattus_norvegicus ENSRNOG00000006415
oryctolagus_cuniculus ENSOCUG00000011481
otolemur_garnettii ENSOGAG00000029393
loxodonta_africana ENSLAFG00000029947
loxodonta_africana ENSLAFG00000030181
loxodonta_africana ENSLAFG00000027104
loxodonta_africana ENSLAFG00000030089
loxodonta_africana ENSLAFG00000025647
loxodonta_africana ENSLAFG00000027594
loxodonta_africana ENSLAFG00000032148
loxodonta_africana ENSLAFG00000028296
loxodonta_africana ENSLAFG00000032221
dasypus_novemcinctus ENSDNOG00000032870
monodelphis_domestica ENSMODG00000024389
sarcophilus_harrisii ENSSHAG00000002989
ornithorhynchus_anatinus ENSOANG00000007922
