astatotilapia_calliptera ENSACLG00000000403
maylandia_zebra ENSMZEG00005019639
pundamilia_nyererei ENSPNYG00000009071
haplochromis_burtoni ENSHBUG00000023234
neolamprologus_brichardi ENSNBRG00000017557
oreochromis_niloticus ENSONIG00000010064
amphilophus_citrinellus ENSACIG00000004968
kryptolebias_marmoratus ENSKMAG00000004734
anabas_testudineus ENSATEG00000013655
tetraodon_nigroviridis ENSTNIG00000015284
takifugu_rubripes ENSTRUG00000014062
mola_mola ENSMMOG00000018985
gasterosteus_aculeatus ENSGACG00000015042
cynoglossus_semilaevis ENSCSEG00000015671
seriola_lalandi_dorsalis ENSSLDG00000014661
seriola_dumerili ENSSDUG00000017732
scophthalmus_maximus ENSSMAG00000001246
monopterus_albus ENSMALG00000015767
mastacembelus_armatus ENSMAMG00000011174
labrus_bergylta ENSLBEG00000023345
hippocampus_comes ENSHCOG00000012115
amphiprion_percula ENSAPEG00000009690
amphiprion_ocellaris ENSAOCG00000002002
acanthochromis_polyacanthus ENSAPOG00000023979
stegastes_partitus ENSSPAG00000015396
oryzias_latipes_asm223471v1 ENSORLG00020015467
oryzias_latipes_asm223467v1 ENSORLG00000015810
oryzias_latipes_asm223469v1 ENSORLG00015015484
oryzias_melastigma ENSOMEG00000022776
periophthalmus_magnuspinnatus ENSPMGG00000014780
gadus_morhua ENSGMOG00000011878
esox_lucius ENSELUG00000011254
astyanax_mexicanus ENSAMXG00000014840
pygocentrus_nattereri ENSPNAG00000021328
ictalurus_punctatus ENSIPUG00000009851
danio_rerio ENSDARG00000021739
paramormyrops_kingsleyae ENSPKIG00000014745
scleropages_formosus ENSSFOG00015004620
pygocentrus_nattereri ENSPNAG00000005180
astyanax_mexicanus ENSAMXG00000008094
ictalurus_punctatus ENSIPUG00000016456
danio_rerio ENSDARG00000008275
lepisosteus_oculatus ENSLOCG00000006049
macaca_nemestrina ENSMNEG00000039455
macaca_mulatta ENSMMUG00000008067
macaca_fascicularis ENSMFAG00000012612
papio_anubis ENSPANG00000031538
cercocebus_atys ENSCATG00000034493
chlorocebus_sabaeus ENSCSAG00000013266
theropithecus_gelada ENSTGEG00000024451
mandrillus_leucophaeus ENSMLEG00000042033
colobus_angolensis_palliatus ENSCANG00000034847
piliocolobus_tephrosceles ENSPTEG00000027884
rhinopithecus_bieti ENSRBIG00000035869
rhinopithecus_roxellana ENSRROG00000036034
pan_paniscus ENSPPAG00000034331
pan_troglodytes ENSPTRG00000015669
homo_sapiens ENSG00000114796
gorilla_gorilla ENSGGOG00000028174
pongo_abelii ENSPPYG00000014335
nomascus_leucogenys ENSNLEG00000006066
cebus_capucinus_imitator ENSCCAG00000036179
saimiri_boliviensis_boliviensis ENSSBOG00000034313
callithrix_jacchus ENSCJAG00000021216
aotus_nancymaae ENSANAG00000030957
carlito_syrichta ENSTSYG00000003942
microcebus_murinus ENSMICG00000049481
propithecus_coquereli ENSPCOG00000014525
prolemur_simus ENSPSMG00000022048
otolemur_garnettii ENSOGAG00000033529
oryctolagus_cuniculus ENSOCUG00000013065
ochotona_princeps ENSOPRG00000005372
bos_mutus ENSBMUG00000020797
bos_taurus ENSBTAG00000017450
bison_bison_bison ENSBBBG00000003862
ovis_aries ENSOARG00000020648
capra_hircus ENSCHIG00000021673
tursiops_truncatus ENSTTRG00000003223
sus_scrofa ENSSSCG00000011775
vicugna_pacos ENSVPAG00000011559
ursus_maritimus ENSUMAG00000006792
ursus_americanus ENSUAMG00000027684
ailuropoda_melanoleuca ENSAMEG00000017409
canis_lupus_familiaris ENSCAFG00000011850
canis_lupus_dingo ENSCAFG00020001271
vulpes_vulpes ENSVVUG00000006919
neovison_vison ENSNVIG00000016026
mustela_putorius_furo ENSMPUG00000002390
panthera_pardus ENSPPRG00000011024
panthera_tigris_altaica ENSPTIG00000006958
felis_catus ENSFCAG00000025721
pteropus_vampyrus ENSPVAG00000002124
myotis_lucifugus ENSMLUG00000005165
equus_caballus ENSECAG00000021066
equus_asinus_asinus ENSEASG00005015287
choloepus_hoffmanni ENSCHOG00000008230
dasypus_novemcinctus ENSDNOG00000039799
castor_canadensis ENSCCNG00000015010
dipodomys_ordii ENSDORG00000025427
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021467
mus_spicilegus ENSMSIG00000010606
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062901
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020570
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016274
rattus_norvegicus ENSRNOG00000033372
meriones_unguiculatus ENSMUGG00000004592
cricetulus_griseus_crigri_1.0 ENSCGRG00000010463
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016212
mesocricetus_auratus ENSMAUG00000019818
microtus_ochrogaster ENSMOCG00000001149
peromyscus_maniculatus_bairdii ENSPEMG00000005554
nannospalax_galili ENSNGAG00000019739
jaculus_jaculus ENSJJAG00000024367
cavia_porcellus ENSCPOG00000012123
cavia_aperea ENSCAPG00000013085
chinchilla_lanigera ENSCLAG00000014813
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016744
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007206
fukomys_damarensis ENSFDAG00000014510
octodon_degus ENSODEG00000015151
urocitellus_parryii ENSUPAG00010003926
spermophilus_dauricus ENSSDAG00000018448
ictidomys_tridecemlineatus ENSSTOG00000022762
marmota_marmota_marmota ENSMMMG00000006106
tupaia_belangeri ENSTBEG00000016582
loxodonta_africana ENSLAFG00000008621
echinops_telfairi ENSETEG00000008775
sorex_araneus ENSSARG00000007561
notamacropus_eugenii ENSMEUG00000002073
phascolarctos_cinereus ENSPCIG00000017775
sarcophilus_harrisii ENSSHAG00000013628
monodelphis_domestica ENSMODG00000013433
pogona_vitticeps ENSPVIG00000012727
anolis_carolinensis ENSACAG00000004768
notechis_scutatus ENSNSUG00000010897
salvator_merianae ENSSMRG00000021964
sphenodon_punctatus ENSSPUG00000005662
taeniopygia_guttata ENSTGUG00000005561
lonchura_striata_domestica ENSLSDG00000016330
serinus_canaria ENSSCAG00000008866
cyanistes_caeruleus ENSCCEG00000000728
parus_major ENSPMJG00000016475
lepidothrix_coronata ENSLCOG00000003492
manacus_vitellinus ENSMVIG00005011263
ficedula_albicollis ENSFALG00000003609
junco_hyemalis ENSJHYG00000001096
zonotrichia_albicollis ENSZALG00000014008
melopsittacus_undulatus ENSMUNG00000014160
calidris_pygmaea ENSCPGG00000006987
calidris_pugnax ENSCPUG00000018323
anser_brachyrhynchus ENSABRG00000017197
anas_platyrhynchos_platyrhynchos ENSAPLG00000007034
gallus_gallus ENSGALG00000002277
meleagris_gallopavo ENSMGAG00000000957
coturnix_japonica ENSCJPG00005014578
numida_meleagris ENSNMEG00000015342
dromaius_novaehollandiae ENSDNVG00000000792
nothoprocta_perdicaria ENSNPEG00000002159
apteryx_haastii ENSAHAG00000017885
apteryx_owenii ENSAOWG00000011505
apteryx_rowi ENSARWG00000002445
crocodylus_porosus ENSCPRG00005008996
gopherus_agassizii ENSGAGG00000016961
chelonoidis_abingdonii ENSCABG00000019486
chrysemys_picta_bellii ENSCPBG00000019166
pelodiscus_sinensis ENSPSIG00000009519
