pan_troglodytes ENSPTRG00000010401
pan_paniscus ENSPPAG00000044010
homo_sapiens ENSG00000104921
gorilla_gorilla ENSGGOG00000006991
pongo_abelii ENSPPYG00000009484
nomascus_leucogenys ENSNLEG00000001167
colobus_angolensis_palliatus ENSCANG00000016002
piliocolobus_tephrosceles ENSPTEG00000030017
rhinopithecus_bieti ENSRBIG00000016194
rhinopithecus_roxellana ENSRROG00000028123
macaca_nemestrina ENSMNEG00000035318
macaca_fascicularis ENSMFAG00000046023
macaca_mulatta ENSMMUG00000043304
theropithecus_gelada ENSTGEG00000021601
mandrillus_leucophaeus ENSMLEG00000037272
cercocebus_atys ENSCATG00000030023
papio_anubis ENSPANG00000034142
chlorocebus_sabaeus ENSCSAG00000008317
callithrix_jacchus ENSCJAG00000008723
saimiri_boliviensis_boliviensis ENSSBOG00000022822
cebus_capucinus_imitator ENSCCAG00000021488
aotus_nancymaae ENSANAG00000032914
carlito_syrichta ENSTSYG00000027252
prolemur_simus ENSPSMG00000015219
propithecus_coquereli ENSPCOG00000019619
microcebus_murinus ENSMICG00000046082
otolemur_garnettii ENSOGAG00000012571
tupaia_belangeri ENSTBEG00000016627
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004135
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017734
fukomys_damarensis ENSFDAG00000010389
cavia_porcellus ENSCPOG00000024312
chinchilla_lanigera ENSCLAG00000002410
octodon_degus ENSODEG00000012810
ictidomys_tridecemlineatus ENSSTOG00000019631
urocitellus_parryii ENSUPAG00010018405
marmota_marmota_marmota ENSMMMG00000021072
castor_canadensis ENSCCNG00000006574
dipodomys_ordii ENSDORG00000026922
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031890
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005540
mus_spicilegus ENSMSIG00000009772
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030782
rattus_norvegicus ENSRNOG00000001005
cricetulus_griseus_crigri-picr ENSCGRG00015018737
cricetulus_griseus_crigri_1.0 ENSCGRG00000016606
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000249
mesocricetus_auratus ENSMAUG00000015342
microtus_ochrogaster ENSMOCG00000009634
peromyscus_maniculatus_bairdii ENSPEMG00000022613
nannospalax_galili ENSNGAG00000006927
oryctolagus_cuniculus ENSOCUG00000024433
ochotona_princeps ENSOPRG00000004694
ailuropoda_melanoleuca ENSAMEG00000008548
ursus_maritimus ENSUMAG00000014881
mustela_putorius_furo ENSMPUG00000008140
canis_lupus_familiaris ENSCAFG00000030055
canis_lupus_dingo ENSCAFG00020022871
ursus_americanus ENSUAMG00000001408
vulpes_vulpes ENSVVUG00000027079
panthera_pardus ENSPPRG00000012302
pteropus_vampyrus ENSPVAG00000006945
equus_caballus ENSECAG00000009646
equus_asinus_asinus ENSEASG00005014358
ovis_aries ENSOARG00000002445
capra_hircus ENSCHIG00000014931
bos_mutus ENSBMUG00000025977
bos_taurus ENSBTAG00000004270
bison_bison_bison ENSBBBG00000004855
sus_scrofa ENSSSCG00000040377
loxodonta_africana ENSLAFG00000028940
echinops_telfairi ENSETEG00000001430
dasypus_novemcinctus ENSDNOG00000044708
phascolarctos_cinereus ENSPCIG00000031092
monodelphis_domestica ENSMODG00000014985
sarcophilus_harrisii ENSSHAG00000007549
notamacropus_eugenii ENSMEUG00000009162
