xiphophorus_maculatus ENSXMAG00000029135
xiphophorus_couchianus ENSXCOG00000016899
gambusia_affinis ENSGAFG00000001916
poecilia_reticulata ENSPREG00000014319
periophthalmus_magnuspinnatus ENSPMGG00000016976
esox_lucius ENSELUG00000020125
bos_taurus ENSBTAG00000053937
bos_mutus ENSBMUG00000014671
capra_hircus ENSCHIG00000010813
sus_scrofa ENSSSCG00000036663
neovison_vison ENSNVIG00000011446
canis_lupus_dingo ENSCAFG00020015228
panthera_pardus ENSPPRG00000012771
macaca_mulatta ENSMMUG00000032492
macaca_fascicularis ENSMFAG00000044916
macaca_nemestrina ENSMNEG00000029102
mandrillus_leucophaeus ENSMLEG00000040506
cercocebus_atys ENSCATG00000016933
theropithecus_gelada ENSTGEG00000006547
papio_anubis ENSPANG00000033120
rhinopithecus_bieti ENSRBIG00000031198
rhinopithecus_roxellana ENSRROG00000019173
piliocolobus_tephrosceles ENSPTEG00000029326
colobus_angolensis_palliatus ENSCANG00000030285
pan_troglodytes ENSPTRG00000043129
pan_paniscus ENSPPAG00000027666
gorilla_gorilla ENSGGOG00000036615
nomascus_leucogenys ENSNLEG00000031632
cebus_capucinus_imitator ENSCCAG00000022455
saimiri_boliviensis_boliviensis ENSSBOG00000025494
callithrix_jacchus ENSCJAG00000042492
aotus_nancymaae ENSANAG00000038453
carlito_syrichta ENSTSYG00000028801
propithecus_coquereli ENSPCOG00000026660
microcebus_murinus ENSMICG00000026747
castor_canadensis ENSCCNG00000026593
peromyscus_maniculatus_bairdii ENSPEMG00000024427
