mastacembelus_armatus ENSMAMG00000016726
anabas_testudineus ENSATEG00000014384
seriola_dumerili ENSSDUG00000003572
seriola_lalandi_dorsalis ENSSLDG00000024385
amphiprion_ocellaris ENSAOCG00000008814
amphiprion_percula ENSAPEG00000024318
acanthochromis_polyacanthus ENSAPOG00000011553
stegastes_partitus ENSSPAG00000006676
scophthalmus_maximus ENSSMAG00000011011
kryptolebias_marmoratus ENSKMAG00000010224
gasterosteus_aculeatus ENSGACG00000004137
labrus_bergylta ENSLBEG00000023514
mola_mola ENSMMOG00000008786
amphilophus_citrinellus ENSACIG00000005766
fundulus_heteroclitus ENSFHEG00000012471
cyprinodon_variegatus ENSCVAG00000003563
fundulus_heteroclitus ENSFHEG00000012437
poecilia_formosa ENSPFOG00000019299
poecilia_latipinna ENSPLAG00000014017
poecilia_mexicana ENSPMEG00000005359
poecilia_reticulata ENSPREG00000008523
xiphophorus_maculatus ENSXMAG00000023274
gambusia_affinis ENSGAFG00000004623
oryzias_latipes_asm223471v1 ENSORLG00020006993
oryzias_latipes_asm223467v1 ENSORLG00000012833
oryzias_latipes_asm223469v1 ENSORLG00015022316
oryzias_melastigma ENSOMEG00000018789
astatotilapia_calliptera ENSACLG00000022831
maylandia_zebra ENSMZEG00005010152
pundamilia_nyererei ENSPNYG00000013455
haplochromis_burtoni ENSHBUG00000009509
neolamprologus_brichardi ENSNBRG00000020179
oreochromis_niloticus ENSONIG00000010138
tetraodon_nigroviridis ENSTNIG00000013428
monopterus_albus ENSMALG00000005938
cynoglossus_semilaevis ENSCSEG00000014799
hippocampus_comes ENSHCOG00000000745
periophthalmus_magnuspinnatus ENSPMGG00000015078
gadus_morhua ENSGMOG00000018420
esox_lucius ENSELUG00000019225
takifugu_rubripes ENSTRUG00000000659
pygocentrus_nattereri ENSPNAG00000029047
astyanax_mexicanus ENSAMXG00000021539
ictalurus_punctatus ENSIPUG00000003562
danio_rerio ENSDARG00000102772
coturnix_japonica ENSCJPG00005015450
notechis_scutatus ENSNSUG00000004391
scleropages_formosus ENSSFOG00015007914
paramormyrops_kingsleyae ENSPKIG00000023175
lepisosteus_oculatus ENSLOCG00000015854
chelonoidis_abingdonii ENSCABG00000005102
gopherus_agassizii ENSGAGG00000019163
chrysemys_picta_bellii ENSCPBG00000003592
pelodiscus_sinensis ENSPSIG00000002307
crocodylus_porosus ENSCPRG00005008695
apteryx_owenii ENSAOWG00000012588
apteryx_haastii ENSAHAG00000009023
apteryx_rowi ENSARWG00000009389
dromaius_novaehollandiae ENSDNVG00000014474
nothoprocta_perdicaria ENSNPEG00000004433
manacus_vitellinus ENSMVIG00005013716
lepidothrix_coronata ENSLCOG00000011860
taeniopygia_guttata ENSTGUG00000004902
lonchura_striata_domestica ENSLSDG00000015898
serinus_canaria ENSSCAG00000014494
junco_hyemalis ENSJHYG00000012016
zonotrichia_albicollis ENSZALG00000017256
ficedula_albicollis ENSFALG00000000801
cyanistes_caeruleus ENSCCEG00000008667
parus_major ENSPMJG00000003498
calidris_pugnax ENSCPUG00000003977
calidris_pygmaea ENSCPGG00000015023
gallus_gallus ENSGALG00000008536
coturnix_japonica ENSCJPG00005015449
numida_meleagris ENSNMEG00000014823
meleagris_gallopavo ENSMGAG00000003684
melopsittacus_undulatus ENSMUNG00000007408
anas_platyrhynchos_platyrhynchos ENSAPLG00000013378
anser_brachyrhynchus ENSABRG00000003372
anolis_carolinensis ENSACAG00000005289
pogona_vitticeps ENSPVIG00000007287
notechis_scutatus ENSNSUG00000015768
salvator_merianae ENSSMRG00000015947
sphenodon_punctatus ENSSPUG00000000108
canis_lupus_dingo ENSCAFG00020011041
vulpes_vulpes ENSVVUG00000027805
neovison_vison ENSNVIG00000011843
ursus_maritimus ENSUMAG00000008733
ursus_americanus ENSUAMG00000015866
panthera_tigris_altaica ENSPTIG00000011673
panthera_pardus ENSPPRG00000016392
felis_catus ENSFCAG00000009715
erinaceus_europaeus ENSEEUG00000010401
sorex_araneus ENSSARG00000005762
pteropus_vampyrus ENSPVAG00000008712
equus_caballus ENSECAG00000006293
propithecus_coquereli ENSPCOG00000024925
prolemur_simus ENSPSMG00000016829
microcebus_murinus ENSMICG00000008298
otolemur_garnettii ENSOGAG00000012694
carlito_syrichta ENSTSYG00000033324
castor_canadensis ENSCCNG00000016604
dipodomys_ordii ENSDORG00000012185
ictidomys_tridecemlineatus ENSSTOG00000009494
urocitellus_parryii ENSUPAG00010017993
marmota_marmota_marmota ENSMMMG00000024530
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009876
cricetulus_griseus_crigri_1.0 ENSCGRG00000005282
cricetulus_griseus_crigri-picr ENSCGRG00015018036
mesocricetus_auratus ENSMAUG00000005503
microtus_ochrogaster ENSMOCG00000002035
peromyscus_maniculatus_bairdii ENSPEMG00000015164
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022593
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063576
mus_spicilegus ENSMSIG00000011304
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021681
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020672
rattus_norvegicus ENSRNOG00000017495
meriones_unguiculatus ENSMUGG00000024586
nannospalax_galili ENSNGAG00000021784
jaculus_jaculus ENSJJAG00000022494
