lepidothrix_coronata ENSLCOG00000007262
lonchura_striata_domestica ENSLSDG00000007880
calidris_pugnax ENSCPUG00000008197
nothoprocta_perdicaria ENSNPEG00000011527
dromaius_novaehollandiae ENSDNVG00000011891
anser_brachyrhynchus ENSABRG00000011347
numida_meleagris ENSNMEG00000019888
parus_major ENSPMJG00000004285
apteryx_rowi ENSARWG00000017917
apteryx_owenii ENSAOWG00000008112
crocodylus_porosus ENSCPRG00005012912
chrysemys_picta_bellii ENSCPBG00000022541
chelonoidis_abingdonii ENSCABG00000020201
pelodiscus_sinensis ENSPSIG00000008411
gallus_gallus ENSGALG00000033092
coturnix_japonica ENSCJPG00005011843
apteryx_haastii ENSAHAG00000005183
pogona_vitticeps ENSPVIG00000018129
anolis_carolinensis ENSACAG00000000419
notechis_scutatus ENSNSUG00000012973
salvator_merianae ENSSMRG00000015303
sphenodon_punctatus ENSSPUG00000003694
loxodonta_africana ENSLAFG00000015621
procavia_capensis ENSPCAG00000008460
echinops_telfairi ENSETEG00000000160
erinaceus_europaeus ENSEEUG00000012027
sorex_araneus ENSSARG00000004238
capra_hircus ENSCHIG00000012001
ovis_aries ENSOARG00000013986
bos_taurus ENSBTAG00000015667
bos_mutus ENSBMUG00000024989
bison_bison_bison ENSBBBG00000024788
sus_scrofa ENSSSCG00000034105
tursiops_truncatus ENSTTRG00000004981
vicugna_pacos ENSVPAG00000006431
ursus_americanus ENSUAMG00000008389
ursus_maritimus ENSUMAG00000012323
ailuropoda_melanoleuca ENSAMEG00000009074
canis_lupus_familiaris ENSCAFG00000006783
canis_lupus_dingo ENSCAFG00020019886
vulpes_vulpes ENSVVUG00000027295
panthera_tigris_altaica ENSPTIG00000003341
panthera_pardus ENSPPRG00000004469
felis_catus ENSFCAG00000030239
neovison_vison ENSNVIG00000015349
mustela_putorius_furo ENSMPUG00000008994
equus_caballus ENSECAG00000020980
equus_asinus_asinus ENSEASG00005002326
myotis_lucifugus ENSMLUG00000011298
pteropus_vampyrus ENSPVAG00000005854
