pan_troglodytes ENSPTRG00000017338
pan_paniscus ENSPPAG00000030932
homo_sapiens ENSG00000272674
piliocolobus_tephrosceles ENSPTEG00000027672
rhinopithecus_bieti ENSRBIG00000040872
callithrix_jacchus ENSCJAG00000047877
callithrix_jacchus ENSCJAG00000042540
aotus_nancymaae ENSANAG00000029635
prolemur_simus ENSPSMG00000020800
urocitellus_parryii ENSUPAG00010008082
spermophilus_dauricus ENSSDAG00000019194
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023083
mus_spicilegus ENSMSIG00000001692
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046387
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022173
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018907
rattus_norvegicus ENSRNOG00000039471
cricetulus_griseus_crigri-picr ENSCGRG00015000239
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011841
castor_canadensis ENSCCNG00000009902
octodon_degus ENSODEG00000012330
panthera_pardus ENSPPRG00000013137
panthera_tigris_altaica ENSPTIG00000005336
felis_catus ENSFCAG00000033538
ursus_americanus ENSUAMG00000000138
sorex_araneus ENSSARG00000011724
tursiops_truncatus ENSTTRG00000004948
vicugna_pacos ENSVPAG00000000760
myotis_lucifugus ENSMLUG00000013737
pteropus_vampyrus ENSPVAG00000002363
procavia_capensis ENSPCAG00000002871
