equus_asinus_asinus ENSEASG00005002386
equus_caballus ENSECAG00000033030
bos_mutus ENSBMUG00000019305
bos_taurus ENSBTAG00000040063
vulpes_vulpes ENSVVUG00000013474
canis_lupus_dingo ENSCAFG00020017961
fukomys_damarensis ENSFDAG00000010369
castor_canadensis ENSCCNG00000004946
ictidomys_tridecemlineatus ENSSTOG00000034852
urocitellus_parryii ENSUPAG00010021324
spermophilus_dauricus ENSSDAG00000005370
marmota_marmota_marmota ENSMMMG00000004354
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019290
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014546
octodon_degus ENSODEG00000015543
dipodomys_ordii ENSDORG00000026133
microcebus_murinus ENSMICG00000029575
microcebus_murinus ENSMICG00000036980
propithecus_coquereli ENSPCOG00000027501
otolemur_garnettii ENSOGAG00000031598
propithecus_coquereli ENSPCOG00000013526
propithecus_coquereli ENSPCOG00000014086
microcebus_murinus ENSMICG00000043515
prolemur_simus ENSPSMG00000002040
ochotona_princeps ENSOPRG00000003889
ochotona_princeps ENSOPRG00000006678
ochotona_princeps ENSOPRG00000006671
tupaia_belangeri ENSTBEG00000008387
carlito_syrichta ENSTSYG00000030835
carlito_syrichta ENSTSYG00000037236
saimiri_boliviensis_boliviensis ENSSBOG00000028534
callithrix_jacchus ENSCJAG00000042212
aotus_nancymaae ENSANAG00000017915
cebus_capucinus_imitator ENSCCAG00000035535
saimiri_boliviensis_boliviensis ENSSBOG00000036229
callithrix_jacchus ENSCJAG00000048630
aotus_nancymaae ENSANAG00000035105
pan_troglodytes ENSPTRG00000024056
homo_sapiens ENSG00000196967
nomascus_leucogenys ENSNLEG00000016993
papio_anubis ENSPANG00000003153
theropithecus_gelada ENSTGEG00000006834
cercocebus_atys ENSCATG00000041618
mandrillus_leucophaeus ENSMLEG00000043431
macaca_fascicularis ENSMFAG00000045271
macaca_mulatta ENSMMUG00000000107
macaca_nemestrina ENSMNEG00000045000
chlorocebus_sabaeus ENSCSAG00000004175
rhinopithecus_roxellana ENSRROG00000042154
rhinopithecus_bieti ENSRBIG00000040786
colobus_angolensis_palliatus ENSCANG00000021661
piliocolobus_tephrosceles ENSPTEG00000011953
pan_troglodytes ENSPTRG00000033822
gorilla_gorilla ENSGGOG00000017119
homo_sapiens ENSG00000245680
pongo_abelii ENSPPYG00000009909
nomascus_leucogenys ENSNLEG00000016992
colobus_angolensis_palliatus ENSCANG00000033895
piliocolobus_tephrosceles ENSPTEG00000012021
rhinopithecus_roxellana ENSRROG00000041541
papio_anubis ENSPANG00000013983
theropithecus_gelada ENSTGEG00000006789
cercocebus_atys ENSCATG00000023006
mandrillus_leucophaeus ENSMLEG00000033783
chlorocebus_sabaeus ENSCSAG00000004170
macaca_mulatta ENSMMUG00000020509
macaca_fascicularis ENSMFAG00000045622
rhinopithecus_bieti ENSRBIG00000036692
pan_paniscus ENSPPAG00000030547
prolemur_simus ENSPSMG00000002022
prolemur_simus ENSPSMG00000002026
homo_sapiens ENSG00000267360
canis_lupus_familiaris ENSCAFG00000023983
vulpes_vulpes ENSVVUG00000013462
ailuropoda_melanoleuca ENSAMEG00000015691
ovis_aries ENSOARG00000005374
capra_hircus ENSCHIG00000021599
bison_bison_bison ENSBBBG00000021893
tursiops_truncatus ENSTTRG00000011216
sus_scrofa ENSSSCG00000002938
ursus_americanus ENSUAMG00000011994
ursus_maritimus ENSUMAG00000018185
neovison_vison ENSNVIG00000007951
panthera_pardus ENSPPRG00000003019
panthera_tigris_altaica ENSPTIG00000011061
felis_catus ENSFCAG00000034125
erinaceus_europaeus ENSEEUG00000001687
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007422
cricetulus_griseus_crigri_1.0 ENSCGRG00000009379
mesocricetus_auratus ENSMAUG00000012017
microtus_ochrogaster ENSMOCG00000018768
nannospalax_galili ENSNGAG00000008535
dasypus_novemcinctus ENSDNOG00000038073
