labrus_bergylta ENSLBEG00000002029
mola_mola ENSMMOG00000018772
monopterus_albus ENSMALG00000008661
anabas_testudineus ENSATEG00000020812
seriola_dumerili ENSSDUG00000000917
seriola_lalandi_dorsalis ENSSLDG00000017357
scophthalmus_maximus ENSSMAG00000021008
pundamilia_nyererei ENSPNYG00000023464
haplochromis_burtoni ENSHBUG00000007077
maylandia_zebra ENSMZEG00005005167
astatotilapia_calliptera ENSACLG00000015773
neolamprologus_brichardi ENSNBRG00000003859
amphilophus_citrinellus ENSACIG00000010223
amphiprion_percula ENSAPEG00000006516
amphiprion_ocellaris ENSAOCG00000018826
acanthochromis_polyacanthus ENSAPOG00000002308
poecilia_formosa ENSPFOG00000001125
poecilia_latipinna ENSPLAG00000015401
poecilia_mexicana ENSPMEG00000003675
poecilia_reticulata ENSPREG00000020846
xiphophorus_maculatus ENSXMAG00000005787
xiphophorus_couchianus ENSXCOG00000011882
gambusia_affinis ENSGAFG00000004477
cyprinodon_variegatus ENSCVAG00000016570
fundulus_heteroclitus ENSFHEG00000002424
kryptolebias_marmoratus ENSKMAG00000004770
oryzias_latipes_asm223467v1 ENSORLG00000001528
oryzias_latipes_asm223471v1 ENSORLG00020015860
oryzias_latipes_asm223469v1 ENSORLG00015015471
oryzias_melastigma ENSOMEG00000007369
gasterosteus_aculeatus ENSGACG00000019738
gasterosteus_aculeatus ENSGACG00000019737
takifugu_rubripes ENSTRUG00000001723
cynoglossus_semilaevis ENSCSEG00000020732
gadus_morhua ENSGMOG00000004607
esox_lucius ENSELUG00000012751
pygocentrus_nattereri ENSPNAG00000003027
astyanax_mexicanus ENSAMXG00000003072
ictalurus_punctatus ENSIPUG00000024404
danio_rerio ENSDARG00000089742
oryzias_latipes_asm223467v1 ENSORLG00000002570
oryzias_melastigma ENSOMEG00000022888
kryptolebias_marmoratus ENSKMAG00000015815
maylandia_zebra ENSMZEG00005027326
haplochromis_burtoni ENSHBUG00000018008
astatotilapia_calliptera ENSACLG00000026787
seriola_lalandi_dorsalis ENSSLDG00000007951
astyanax_mexicanus ENSAMXG00000029062
ictalurus_punctatus ENSIPUG00000024406
scleropages_formosus ENSSFOG00015001863
paramormyrops_kingsleyae ENSPKIG00000005663
astatotilapia_calliptera ENSACLG00000015802
neolamprologus_brichardi ENSNBRG00000003879
oryzias_latipes_asm223471v1 ENSORLG00020015868
xiphophorus_couchianus ENSXCOG00000011880
mastacembelus_armatus ENSMAMG00000023042
periophthalmus_magnuspinnatus ENSPMGG00000016160
latimeria_chalumnae ENSLACG00000001739
lonchura_striata_domestica ENSLSDG00000014313
taeniopygia_guttata ENSTGUG00000006509
zonotrichia_albicollis ENSZALG00000010012
junco_hyemalis ENSJHYG00000001888
serinus_canaria ENSSCAG00000013480
ficedula_albicollis ENSFALG00000010985
cyanistes_caeruleus ENSCCEG00000011339
parus_major ENSPMJG00000014644
lepidothrix_coronata ENSLCOG00000012849
manacus_vitellinus ENSMVIG00005006746
melopsittacus_undulatus ENSMUNG00000016610
calidris_pygmaea ENSCPGG00000016367
calidris_pugnax ENSCPUG00000018300
anser_brachyrhynchus ENSABRG00000023062
anas_platyrhynchos_platyrhynchos ENSAPLG00000003944
meleagris_gallopavo ENSMGAG00000006620
gallus_gallus ENSGALG00000008810
coturnix_japonica ENSCJPG00005004102
numida_meleagris ENSNMEG00000008101
apteryx_haastii ENSAHAG00000002994
apteryx_owenii ENSAOWG00000014191
apteryx_rowi ENSARWG00000003971
dromaius_novaehollandiae ENSDNVG00000014323
nothoprocta_perdicaria ENSNPEG00000010506
crocodylus_porosus ENSCPRG00005013180
chelonoidis_abingdonii ENSCABG00000013345
gopherus_agassizii ENSGAGG00000017564
chrysemys_picta_bellii ENSCPBG00000026249
pelodiscus_sinensis ENSPSIG00000014573
sphenodon_punctatus ENSSPUG00000013112
