hippocampus_comes ENSHCOG00000013145
periophthalmus_magnuspinnatus ENSPMGG00000023041
kryptolebias_marmoratus ENSKMAG00000010322
cyprinodon_variegatus ENSCVAG00000003714
oryzias_latipes_asm223467v1 ENSORLG00000029009
oryzias_latipes_asm223469v1 ENSORLG00015016176
oryzias_latipes_asm223471v1 ENSORLG00020018773
oryzias_melastigma ENSOMEG00000014997
amphiprion_percula ENSAPEG00000017384
acanthochromis_polyacanthus ENSAPOG00000013732
amphiprion_ocellaris ENSAOCG00000016387
amphilophus_citrinellus ENSACIG00000014502
seriola_lalandi_dorsalis ENSSLDG00000007812
stegastes_partitus ENSSPAG00000017542
neolamprologus_brichardi ENSNBRG00000023845
mola_mola ENSMMOG00000010082
scophthalmus_maximus ENSSMAG00000019457
cynoglossus_semilaevis ENSCSEG00000004685
seriola_dumerili ENSSDUG00000016111
seriola_lalandi_dorsalis ENSSLDG00000019529
scophthalmus_maximus ENSSMAG00000019394
mastacembelus_armatus ENSMAMG00000006526
monopterus_albus ENSMALG00000014095
anabas_testudineus ENSATEG00000011780
takifugu_rubripes ENSTRUG00000023556
junco_hyemalis ENSJHYG00000011623
