capra_hircus ENSCHIG00000015493
ovis_aries ENSOARG00000013510
bos_taurus ENSBTAG00000017576
bison_bison_bison ENSBBBG00000015057
tursiops_truncatus ENSTTRG00000017389
sus_scrofa ENSSSCG00000005591
ursus_americanus ENSUAMG00000025564
ailuropoda_melanoleuca ENSAMEG00000011154
mustela_putorius_furo ENSMPUG00000013976
panthera_pardus ENSPPRG00000003636
panthera_tigris_altaica ENSPTIG00000018740
equus_caballus ENSECAG00000009351
equus_asinus_asinus ENSEASG00005020796
pteropus_vampyrus ENSPVAG00000000206
erinaceus_europaeus ENSEEUG00000005602
oryctolagus_cuniculus ENSOCUG00000006271
loxodonta_africana ENSLAFG00000018553
prolemur_simus ENSPSMG00000022563
microcebus_murinus ENSMICG00000046284
propithecus_coquereli ENSPCOG00000021058
otolemur_garnettii ENSOGAG00000003517
pan_paniscus ENSPPAG00000029184
pan_troglodytes ENSPTRG00000021356
homo_sapiens ENSG00000180264
gorilla_gorilla ENSGGOG00000008978
pongo_abelii ENSPPYG00000019598
nomascus_leucogenys ENSNLEG00000033335
cercocebus_atys ENSCATG00000044429
papio_anubis ENSPANG00000025863
mandrillus_leucophaeus ENSMLEG00000031066
theropithecus_gelada ENSTGEG00000024545
macaca_fascicularis ENSMFAG00000031127
macaca_mulatta ENSMMUG00000014110
macaca_nemestrina ENSMNEG00000034810
chlorocebus_sabaeus ENSCSAG00000013549
rhinopithecus_roxellana ENSRROG00000034601
rhinopithecus_bieti ENSRBIG00000002924
piliocolobus_tephrosceles ENSPTEG00000015931
colobus_angolensis_palliatus ENSCANG00000041514
cebus_capucinus_imitator ENSCCAG00000033790
saimiri_boliviensis_boliviensis ENSSBOG00000025524
aotus_nancymaae ENSANAG00000036641
urocitellus_parryii ENSUPAG00010013284
castor_canadensis ENSCCNG00000026094
ochotona_princeps ENSOPRG00000016654
cavia_porcellus ENSCPOG00000027184
tupaia_belangeri ENSTBEG00000007854
procavia_capensis ENSPCAG00000012240
echinops_telfairi ENSETEG00000005437
dasypus_novemcinctus ENSDNOG00000015410
gallus_gallus ENSGALG00000001094
meleagris_gallopavo ENSMGAG00000008260
coturnix_japonica ENSCJPG00005010881
numida_meleagris ENSNMEG00000013173
anser_brachyrhynchus ENSABRG00000022355
zonotrichia_albicollis ENSZALG00000011028
junco_hyemalis ENSJHYG00000003346
serinus_canaria ENSSCAG00000016150
taeniopygia_guttata ENSTGUG00000007153
ficedula_albicollis ENSFALG00000002127
parus_major ENSPMJG00000019174
cyanistes_caeruleus ENSCCEG00000010562
lepidothrix_coronata ENSLCOG00000014269
manacus_vitellinus ENSMVIG00005009894
melopsittacus_undulatus ENSMUNG00000009630
calidris_pugnax ENSCPUG00000016104
calidris_pygmaea ENSCPGG00000012745
apteryx_owenii ENSAOWG00000002747
apteryx_rowi ENSARWG00000005595
apteryx_haastii ENSAHAG00000013099
dromaius_novaehollandiae ENSDNVG00000013377
nothoprocta_perdicaria ENSNPEG00000012960
crocodylus_porosus ENSCPRG00005010747
gopherus_agassizii ENSGAGG00000010541
chelonoidis_abingdonii ENSCABG00000000904
chrysemys_picta_bellii ENSCPBG00000028123
pelodiscus_sinensis ENSPSIG00000005660
anolis_carolinensis ENSACAG00000025998
pogona_vitticeps ENSPVIG00000025714
salvator_merianae ENSSMRG00000011422
anolis_carolinensis ENSACAG00000009403
xenopus_tropicalis ENSXETG00000011460
cyprinodon_variegatus ENSCVAG00000016637
fundulus_heteroclitus ENSFHEG00000021911
xiphophorus_maculatus ENSXMAG00000004769
poecilia_formosa ENSPFOG00000005986
kryptolebias_marmoratus ENSKMAG00000007950
oryzias_latipes_asm223469v1 ENSORLG00015014713
oryzias_latipes_asm223467v1 ENSORLG00000025166
oryzias_latipes_asm223471v1 ENSORLG00020018660
oryzias_melastigma ENSOMEG00000004377
acanthochromis_polyacanthus ENSAPOG00000016631
amphiprion_ocellaris ENSAOCG00000001674
astatotilapia_calliptera ENSACLG00000018926
maylandia_zebra ENSMZEG00005017706
oreochromis_niloticus ENSONIG00000020219
scophthalmus_maximus ENSSMAG00000000491
cynoglossus_semilaevis ENSCSEG00000017117
labrus_bergylta ENSLBEG00000028742
tetraodon_nigroviridis ENSTNIG00000010589
gadus_morhua ENSGMOG00000009363
esox_lucius ENSELUG00000002011
pygocentrus_nattereri ENSPNAG00000007218
astyanax_mexicanus ENSAMXG00000005477
ictalurus_punctatus ENSIPUG00000006094
danio_rerio ENSDARG00000103067
paramormyrops_kingsleyae ENSPKIG00000024114
lepisosteus_oculatus ENSLOCG00000005172
latimeria_chalumnae ENSLACG00000018696
ornithorhynchus_anatinus ENSOANG00000012921
amphilophus_citrinellus ENSACIG00000011438
eptatretus_burgeri ENSEBUG00000011836
petromyzon_marinus ENSPMAG00000004876
labrus_bergylta ENSLBEG00000022432
takifugu_rubripes ENSTRUG00000009998
xiphophorus_maculatus ENSXMAG00000006019
gambusia_affinis ENSGAFG00000013449
poecilia_formosa ENSPFOG00000023724
poecilia_formosa ENSPFOG00000024035
poecilia_reticulata ENSPREG00000007656
fundulus_heteroclitus ENSFHEG00000018184
kryptolebias_marmoratus ENSKMAG00000007840
oryzias_latipes_asm223467v1 ENSORLG00000022444
oryzias_latipes_asm223469v1 ENSORLG00015014136
oryzias_latipes_asm223471v1 ENSORLG00020018392
astatotilapia_calliptera ENSACLG00000025859
maylandia_zebra ENSMZEG00005020693
haplochromis_burtoni ENSHBUG00000006998
oreochromis_niloticus ENSONIG00000012531
stegastes_partitus ENSSPAG00000002446
gasterosteus_aculeatus ENSGACG00000008887
seriola_dumerili ENSSDUG00000007033
scophthalmus_maximus ENSSMAG00000021233
mastacembelus_armatus ENSMAMG00000002643
esox_lucius ENSELUG00000005716
pygocentrus_nattereri ENSPNAG00000002953
astyanax_mexicanus ENSAMXG00000017576
ictalurus_punctatus ENSIPUG00000019550
paramormyrops_kingsleyae ENSPKIG00000004169
hippocampus_comes ENSHCOG00000010076
mola_mola ENSMMOG00000008517
pundamilia_nyererei ENSPNYG00000019979
neolamprologus_brichardi ENSNBRG00000001978
monopterus_albus ENSMALG00000014341
seriola_lalandi_dorsalis ENSSLDG00000024864
cynoglossus_semilaevis ENSCSEG00000015681
anabas_testudineus ENSATEG00000013926
periophthalmus_magnuspinnatus ENSPMGG00000010987
amphiprion_ocellaris ENSAOCG00000013357
amphiprion_percula ENSAPEG00000003358
xiphophorus_couchianus ENSXCOG00000003607
cyprinodon_variegatus ENSCVAG00000012784
scleropages_formosus ENSSFOG00015003730
sarcophilus_harrisii ENSSHAG00000016523
sarcophilus_harrisii ENSSHAG00000016480
monodelphis_domestica ENSMODG00000019744
notamacropus_eugenii ENSMEUG00000012398
canis_lupus_familiaris ENSCAFG00000029622
ciona_intestinalis ENSCING00000021271
