monopterus_albus ENSMALG00000004742
mastacembelus_armatus ENSMAMG00000005053
anabas_testudineus ENSATEG00000010786
scophthalmus_maximus ENSSMAG00000013360
cynoglossus_semilaevis ENSCSEG00000007822
seriola_dumerili ENSSDUG00000019313
seriola_lalandi_dorsalis ENSSLDG00000022747
labrus_bergylta ENSLBEG00000019298
labrus_bergylta ENSLBEG00000010173
amphiprion_percula ENSAPEG00000022185
amphiprion_ocellaris ENSAOCG00000008584
acanthochromis_polyacanthus ENSAPOG00000017704
stegastes_partitus ENSSPAG00000014681
maylandia_zebra ENSMZEG00005001228
astatotilapia_calliptera ENSACLG00000012689
haplochromis_burtoni ENSHBUG00000018977
pundamilia_nyererei ENSPNYG00000015461
neolamprologus_brichardi ENSNBRG00000014253
oreochromis_niloticus ENSONIG00000015558
amphilophus_citrinellus ENSACIG00000005211
fundulus_heteroclitus ENSFHEG00000000819
cyprinodon_variegatus ENSCVAG00000004915
poecilia_formosa ENSPFOG00000011729
poecilia_latipinna ENSPLAG00000002945
poecilia_mexicana ENSPMEG00000012375
poecilia_reticulata ENSPREG00000011780
xiphophorus_maculatus ENSXMAG00000003845
xiphophorus_couchianus ENSXCOG00000019769
kryptolebias_marmoratus ENSKMAG00000020862
oryzias_latipes_asm223471v1 ENSORLG00020008929
oryzias_latipes_asm223467v1 ENSORLG00000006292
oryzias_latipes_asm223469v1 ENSORLG00015001893
oryzias_melastigma ENSOMEG00000018357
takifugu_rubripes ENSTRUG00000006941
tetraodon_nigroviridis ENSTNIG00000016078
mola_mola ENSMMOG00000001046
gasterosteus_aculeatus ENSGACG00000005514
hippocampus_comes ENSHCOG00000020666
gadus_morhua ENSGMOG00000017848
esox_lucius ENSELUG00000024009
pygocentrus_nattereri ENSPNAG00000029860
astyanax_mexicanus ENSAMXG00000016252
ictalurus_punctatus ENSIPUG00000009018
danio_rerio ENSDARG00000074626
scleropages_formosus ENSSFOG00015014646
