propithecus_coquereli ENSPCOG00000023879
microcebus_murinus ENSMICG00000000746
pongo_abelii ENSPPYG00000011629
panthera_tigris_altaica ENSPTIG00000008957
panthera_pardus ENSPPRG00000007576
pteropus_vampyrus ENSPVAG00000010904
tursiops_truncatus ENSTTRG00000002045
pan_paniscus ENSPPAG00000034815
pan_troglodytes ENSPTRG00000014151
homo_sapiens ENSG00000169314
gorilla_gorilla ENSGGOG00000009061
nomascus_leucogenys ENSNLEG00000000501
rhinopithecus_bieti ENSRBIG00000040373
colobus_angolensis_palliatus ENSCANG00000008739
macaca_mulatta ENSMMUG00000005623
macaca_nemestrina ENSMNEG00000032602
cercocebus_atys ENSCATG00000042012
papio_anubis ENSPANG00000019219
theropithecus_gelada ENSTGEG00000028090
chlorocebus_sabaeus ENSCSAG00000011388
cebus_capucinus_imitator ENSCCAG00000026998
saimiri_boliviensis_boliviensis ENSSBOG00000022155
callithrix_jacchus ENSCJAG00000010833
aotus_nancymaae ENSANAG00000026978
carlito_syrichta ENSTSYG00000036011
loxodonta_africana ENSLAFG00000015708
spermophilus_dauricus ENSSDAG00000001498
marmota_marmota_marmota ENSMMMG00000000395
urocitellus_parryii ENSUPAG00010002265
chinchilla_lanigera ENSCLAG00000011415
mus_spicilegus ENSMSIG00000007865
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050157
rattus_norvegicus ENSRNOG00000028386
rattus_norvegicus ENSRNOG00000051980
meriones_unguiculatus ENSMUGG00000010008
cricetulus_griseus_crigri-picr ENSCGRG00015018180
peromyscus_maniculatus_bairdii ENSPEMG00000025778
castor_canadensis ENSCCNG00000006562
prolemur_simus ENSPSMG00000015290
otolemur_garnettii ENSOGAG00000009923
piliocolobus_tephrosceles ENSPTEG00000026466
rhinopithecus_roxellana ENSRROG00000044556
macaca_fascicularis ENSMFAG00000033915
mandrillus_leucophaeus ENSMLEG00000039069
bos_mutus ENSBMUG00000022898
bos_taurus ENSBTAG00000022030
ovis_aries ENSOARG00000013056
sus_scrofa ENSSSCG00000010074
equus_asinus_asinus ENSEASG00005010842
equus_caballus ENSECAG00000018020
ursus_americanus ENSUAMG00000010821
ursus_maritimus ENSUMAG00000003365
mustela_putorius_furo ENSMPUG00000003088
neovison_vison ENSNVIG00000021466
canis_lupus_dingo ENSCAFG00020007577
canis_lupus_familiaris ENSCAFG00000014127
vulpes_vulpes ENSVVUG00000019492
felis_catus ENSFCAG00000004065
dasypus_novemcinctus ENSDNOG00000034919
ornithorhynchus_anatinus ENSOANG00000002382
cyanistes_caeruleus ENSCCEG00000022966
lonchura_striata_domestica ENSLSDG00000011350
zonotrichia_albicollis ENSZALG00000008615
anser_brachyrhynchus ENSABRG00000014964
dromaius_novaehollandiae ENSDNVG00000007479
pelodiscus_sinensis ENSPSIG00000011976
scleropages_formosus ENSSFOG00015006962
