pan_paniscus ENSPPAG00000023370
pan_troglodytes ENSPTRG00000007122
homo_sapiens ENSG00000157450
gorilla_gorilla ENSGGOG00000017000
pongo_abelii ENSPPYG00000006516
nomascus_leucogenys ENSNLEG00000011505
papio_anubis ENSPANG00000017194
mandrillus_leucophaeus ENSMLEG00000043927
macaca_fascicularis ENSMFAG00000031221
macaca_mulatta ENSMMUG00000013089
macaca_nemestrina ENSMNEG00000004287
cercocebus_atys ENSCATG00000040370
theropithecus_gelada ENSTGEG00000018752
chlorocebus_sabaeus ENSCSAG00000012015
rhinopithecus_bieti ENSRBIG00000044491
rhinopithecus_roxellana ENSRROG00000042594
piliocolobus_tephrosceles ENSPTEG00000028542
colobus_angolensis_palliatus ENSCANG00000043862
cebus_capucinus_imitator ENSCCAG00000036251
saimiri_boliviensis_boliviensis ENSSBOG00000024466
callithrix_jacchus ENSCJAG00000020373
aotus_nancymaae ENSANAG00000030291
carlito_syrichta ENSTSYG00000003352
prolemur_simus ENSPSMG00000020183
microcebus_murinus ENSMICG00000036162
propithecus_coquereli ENSPCOG00000025013
otolemur_garnettii ENSOGAG00000009278
tupaia_belangeri ENSTBEG00000001600
castor_canadensis ENSCCNG00000031275
dipodomys_ordii ENSDORG00000006942
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032217
mus_spicilegus ENSMSIG00000024613
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033541
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032403
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015267
rattus_norvegicus ENSRNOG00000060750
meriones_unguiculatus ENSMUGG00000008185
meriones_unguiculatus ENSMUGG00000008131
peromyscus_maniculatus_bairdii ENSPEMG00000011827
microtus_ochrogaster ENSMOCG00000002746
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012805
cricetulus_griseus_crigri-picr ENSCGRG00015017275
cricetulus_griseus_crigri_1.0 ENSCGRG00000014931
mesocricetus_auratus ENSMAUG00000012803
nannospalax_galili ENSNGAG00000002795
urocitellus_parryii ENSUPAG00010019547
ictidomys_tridecemlineatus ENSSTOG00000001267
spermophilus_dauricus ENSSDAG00000017458
marmota_marmota_marmota ENSMMMG00000011515
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004346
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017832
fukomys_damarensis ENSFDAG00000008710
octodon_degus ENSODEG00000017237
chinchilla_lanigera ENSCLAG00000008225
cavia_porcellus ENSCPOG00000010550
cavia_aperea ENSCAPG00000014851
oryctolagus_cuniculus ENSOCUG00000003338
ochotona_princeps ENSOPRG00000006516
bos_taurus ENSBTAG00000014181
bos_mutus ENSBMUG00000005930
bison_bison_bison ENSBBBG00000003193
capra_hircus ENSCHIG00000023723
ovis_aries ENSOARG00000020839
tursiops_truncatus ENSTTRG00000005259
sus_scrofa ENSSSCG00000004589
vicugna_pacos ENSVPAG00000012478
ursus_maritimus ENSUMAG00000023950
ursus_americanus ENSUAMG00000006769
ailuropoda_melanoleuca ENSAMEG00000004568
mustela_putorius_furo ENSMPUG00000004214
neovison_vison ENSNVIG00000000316
canis_lupus_dingo ENSCAFG00020011102
canis_lupus_familiaris ENSCAFG00000016610
vulpes_vulpes ENSVVUG00000001485
panthera_pardus ENSPPRG00000012896
panthera_tigris_altaica ENSPTIG00000022057
felis_catus ENSFCAG00000009412
equus_asinus_asinus ENSEASG00005006789
equus_caballus ENSECAG00000024602
pteropus_vampyrus ENSPVAG00000000604
myotis_lucifugus ENSMLUG00000013496
erinaceus_europaeus ENSEEUG00000010384
sorex_araneus ENSSARG00000000238
choloepus_hoffmanni ENSCHOG00000013087
dasypus_novemcinctus ENSDNOG00000002542
loxodonta_africana ENSLAFG00000004816
echinops_telfairi ENSETEG00000009035
jaculus_jaculus ENSJJAG00000013647
procavia_capensis ENSPCAG00000016268
phascolarctos_cinereus ENSPCIG00000023892
notamacropus_eugenii ENSMEUG00000007982
