monopterus_albus ENSMALG00000003537
mastacembelus_armatus ENSMAMG00000010036
mola_mola ENSMMOG00000017058
seriola_dumerili ENSSDUG00000006743
seriola_lalandi_dorsalis ENSSLDG00000012591
scophthalmus_maximus ENSSMAG00000016548
labrus_bergylta ENSLBEG00000016944
takifugu_rubripes ENSTRUG00000006012
anabas_testudineus ENSATEG00000006426
hippocampus_comes ENSHCOG00000000206
amphiprion_percula ENSAPEG00000022349
amphiprion_ocellaris ENSAOCG00000001758
acanthochromis_polyacanthus ENSAPOG00000008580
stegastes_partitus ENSSPAG00000012635
fundulus_heteroclitus ENSFHEG00000021679
cyprinodon_variegatus ENSCVAG00000020120
xiphophorus_maculatus ENSXMAG00000026917
xiphophorus_couchianus ENSXCOG00000003880
gambusia_affinis ENSGAFG00000014356
poecilia_mexicana ENSPMEG00000006828
poecilia_reticulata ENSPREG00000003598
poecilia_latipinna ENSPLAG00000017540
kryptolebias_marmoratus ENSKMAG00000002548
oryzias_latipes_asm223469v1 ENSORLG00015000561
oryzias_latipes_asm223467v1 ENSORLG00000030356
oryzias_melastigma ENSOMEG00000019740
astatotilapia_calliptera ENSACLG00000010614
maylandia_zebra ENSMZEG00005017394
pundamilia_nyererei ENSPNYG00000018635
haplochromis_burtoni ENSHBUG00000009763
neolamprologus_brichardi ENSNBRG00000005466
oreochromis_niloticus ENSONIG00000002252
amphilophus_citrinellus ENSACIG00000021940
periophthalmus_magnuspinnatus ENSPMGG00000008551
