ursus_maritimus ENSUMAG00000009778
ailuropoda_melanoleuca ENSAMEG00000001737
neovison_vison ENSNVIG00000013973
mustela_putorius_furo ENSMPUG00000010464
canis_lupus_dingo ENSCAFG00020015508
canis_lupus_familiaris ENSCAFG00000007034
vulpes_vulpes ENSVVUG00000017823
panthera_pardus ENSPPRG00000001330
panthera_tigris_altaica ENSPTIG00000005632
felis_catus ENSFCAG00000023614
equus_asinus_asinus ENSEASG00005016369
equus_caballus ENSECAG00000012862
pteropus_vampyrus ENSPVAG00000016401
myotis_lucifugus ENSMLUG00000014860
capra_hircus ENSCHIG00000022450
ovis_aries ENSOARG00000014778
bos_mutus ENSBMUG00000011591
bison_bison_bison ENSBBBG00000017506
bos_taurus ENSBTAG00000020034
tursiops_truncatus ENSTTRG00000016842
sus_scrofa ENSSSCG00000006250
sorex_araneus ENSSARG00000007484
castor_canadensis ENSCCNG00000029058
dipodomys_ordii ENSDORG00000000747
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023003
cricetulus_griseus_crigri-picr ENSCGRG00015023048
cricetulus_griseus_crigri_1.0 ENSCGRG00000004804
mesocricetus_auratus ENSMAUG00000004454
microtus_ochrogaster ENSMOCG00000018677
peromyscus_maniculatus_bairdii ENSPEMG00000021545
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026728
mus_spicilegus ENSMSIG00000004776
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042228
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023903
rattus_norvegicus ENSRNOG00000008180
nannospalax_galili ENSNGAG00000016075
jaculus_jaculus ENSJJAG00000014669
chinchilla_lanigera ENSCLAG00000010085
octodon_degus ENSODEG00000002925
cavia_porcellus ENSCPOG00000011693
cavia_aperea ENSCAPG00000008783
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002926
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016599
fukomys_damarensis ENSFDAG00000007859
urocitellus_parryii ENSUPAG00010002635
spermophilus_dauricus ENSSDAG00000002768
ictidomys_tridecemlineatus ENSSTOG00000006783
marmota_marmota_marmota ENSMMMG00000001265
oryctolagus_cuniculus ENSOCUG00000003056
ochotona_princeps ENSOPRG00000011016
tupaia_belangeri ENSTBEG00000007268
prolemur_simus ENSPSMG00000004140
microcebus_murinus ENSMICG00000031282
propithecus_coquereli ENSPCOG00000024655
otolemur_garnettii ENSOGAG00000003078
pan_troglodytes ENSPTRG00000020263
pan_paniscus ENSPPAG00000030503
gorilla_gorilla ENSGGOG00000012490
homo_sapiens ENSG00000254087
pongo_abelii ENSPPYG00000018598
nomascus_leucogenys ENSNLEG00000001140
macaca_mulatta ENSMMUG00000014149
macaca_nemestrina ENSMNEG00000041788
macaca_fascicularis ENSMFAG00000043272
papio_anubis ENSPANG00000024756
mandrillus_leucophaeus ENSMLEG00000005913
theropithecus_gelada ENSTGEG00000016974
cercocebus_atys ENSCATG00000030247
chlorocebus_sabaeus ENSCSAG00000014603
rhinopithecus_bieti ENSRBIG00000041855
rhinopithecus_roxellana ENSRROG00000026498
piliocolobus_tephrosceles ENSPTEG00000013481
colobus_angolensis_palliatus ENSCANG00000041161
saimiri_boliviensis_boliviensis ENSSBOG00000027675
cebus_capucinus_imitator ENSCCAG00000026427
callithrix_jacchus ENSCJAG00000016635
aotus_nancymaae ENSANAG00000021085
carlito_syrichta ENSTSYG00000000607
erinaceus_europaeus ENSEEUG00000009985
meriones_unguiculatus ENSMUGG00000012108
dasypus_novemcinctus ENSDNOG00000014741
choloepus_hoffmanni ENSCHOG00000011290
loxodonta_africana ENSLAFG00000007811
procavia_capensis ENSPCAG00000015364
echinops_telfairi ENSETEG00000011427
phascolarctos_cinereus ENSPCIG00000016237
sarcophilus_harrisii ENSSHAG00000011662
notamacropus_eugenii ENSMEUG00000000638
monodelphis_domestica ENSMODG00000009142
ornithorhynchus_anatinus ENSOANG00000005501
pogona_vitticeps ENSPVIG00000008156
anolis_carolinensis ENSACAG00000017989
notechis_scutatus ENSNSUG00000016285
salvator_merianae ENSSMRG00000010354
sphenodon_punctatus ENSSPUG00000009418
gallus_gallus ENSGALG00000042321
meleagris_gallopavo ENSMGAG00000010981
coturnix_japonica ENSCJPG00005010402
meleagris_gallopavo ENSMGAG00000017060
numida_meleagris ENSNMEG00000013712
anser_brachyrhynchus ENSABRG00000005565
anas_platyrhynchos_platyrhynchos ENSAPLG00000006127
calidris_pygmaea ENSCPGG00000013893
