choloepus_hoffmanni ENSCHOG00000011934
dasypus_novemcinctus ENSDNOG00000017203
macaca_nemestrina ENSMNEG00000005324
macaca_fascicularis ENSMFAG00000001358
macaca_mulatta ENSMMUG00000020312
cercocebus_atys ENSCATG00000031590
mandrillus_leucophaeus ENSMLEG00000035679
chlorocebus_sabaeus ENSCSAG00000005238
papio_anubis ENSPANG00000019727
theropithecus_gelada ENSTGEG00000018342
rhinopithecus_roxellana ENSRROG00000043359
rhinopithecus_bieti ENSRBIG00000033906
colobus_angolensis_palliatus ENSCANG00000000009
piliocolobus_tephrosceles ENSPTEG00000023599
pan_paniscus ENSPPAG00000008093
pan_troglodytes ENSPTRG00000022832
homo_sapiens ENSG00000198092
gorilla_gorilla ENSGGOG00000001247
pongo_abelii ENSPPYG00000014728
nomascus_leucogenys ENSNLEG00000009193
saimiri_boliviensis_boliviensis ENSSBOG00000022595
callithrix_jacchus ENSCJAG00000009889
cebus_capucinus_imitator ENSCCAG00000033307
aotus_nancymaae ENSANAG00000024854
carlito_syrichta ENSTSYG00000010687
propithecus_coquereli ENSPCOG00000004722
microcebus_murinus ENSMICG00000014684
prolemur_simus ENSPSMG00000015476
otolemur_garnettii ENSOGAG00000003358
tupaia_belangeri ENSTBEG00000014957
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011806
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000426
fukomys_damarensis ENSFDAG00000005150
chinchilla_lanigera ENSCLAG00000004062
octodon_degus ENSODEG00000001850
cavia_porcellus ENSCPOG00000031769
cavia_aperea ENSCAPG00000013102
spermophilus_dauricus ENSSDAG00000000753
marmota_marmota_marmota ENSMMMG00000023114
ictidomys_tridecemlineatus ENSSTOG00000008912
urocitellus_parryii ENSUPAG00010007774
castor_canadensis ENSCCNG00000001353
dipodomys_ordii ENSDORG00000001172
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048764
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028336
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027344
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017123
rattus_norvegicus ENSRNOG00000002005
meriones_unguiculatus ENSMUGG00000021952
peromyscus_maniculatus_bairdii ENSPEMG00000009823
microtus_ochrogaster ENSMOCG00000014404
cricetulus_griseus_crigri-picr ENSCGRG00015019113
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015940
cricetulus_griseus_crigri_1.0 ENSCGRG00000012915
mesocricetus_auratus ENSMAUG00000010965
nannospalax_galili ENSNGAG00000014444
jaculus_jaculus ENSJJAG00000023750
oryctolagus_cuniculus ENSOCUG00000004720
vicugna_pacos ENSVPAG00000009033
tursiops_truncatus ENSTTRG00000003074
capra_hircus ENSCHIG00000015181
ovis_aries ENSOARG00000008194
bos_mutus ENSBMUG00000011742
bos_taurus ENSBTAG00000004412
bison_bison_bison ENSBBBG00000010607
sus_scrofa ENSSSCG00000008930
equus_asinus_asinus ENSEASG00005018358
equus_caballus ENSECAG00000006671
pteropus_vampyrus ENSPVAG00000015261
myotis_lucifugus ENSMLUG00000004141
ursus_maritimus ENSUMAG00000013739
ursus_americanus ENSUAMG00000006234
ailuropoda_melanoleuca ENSAMEG00000014061
mustela_putorius_furo ENSMPUG00000001691
neovison_vison ENSNVIG00000017318
canis_lupus_dingo ENSCAFG00020027118
canis_lupus_familiaris ENSCAFG00000002805
vulpes_vulpes ENSVVUG00000005460
panthera_pardus ENSPPRG00000010174
panthera_tigris_altaica ENSPTIG00000013128
felis_catus ENSFCAG00000008114
erinaceus_europaeus ENSEEUG00000013794
sorex_araneus ENSSARG00000002304
ochotona_princeps ENSOPRG00000011239
loxodonta_africana ENSLAFG00000017802
procavia_capensis ENSPCAG00000003370
sarcophilus_harrisii ENSSHAG00000001608
phascolarctos_cinereus ENSPCIG00000019073
notamacropus_eugenii ENSMEUG00000006916
monodelphis_domestica ENSMODG00000020750
ornithorhynchus_anatinus ENSOANG00000015805
