manacus_vitellinus ENSMVIG00005011896
lepidothrix_coronata ENSLCOG00000014154
lonchura_striata_domestica ENSLSDG00000003067
taeniopygia_guttata ENSTGUG00000005800
parus_major ENSPMJG00000006422
cyanistes_caeruleus ENSCCEG00000006502
serinus_canaria ENSSCAG00000003434
ficedula_albicollis ENSFALG00000001645
junco_hyemalis ENSJHYG00000005887
zonotrichia_albicollis ENSZALG00000002209
anser_brachyrhynchus ENSABRG00000021681
anas_platyrhynchos_platyrhynchos ENSAPLG00000013150
calidris_pygmaea ENSCPGG00000007111
calidris_pugnax ENSCPUG00000014658
apteryx_owenii ENSAOWG00000004948
apteryx_haastii ENSAHAG00000007845
apteryx_rowi ENSARWG00000008424
dromaius_novaehollandiae ENSDNVG00000012327
nothoprocta_perdicaria ENSNPEG00000013496
gallus_gallus ENSGALG00000042055
meleagris_gallopavo ENSMGAG00000006819
coturnix_japonica ENSCJPG00005008125
numida_meleagris ENSNMEG00000009375
anolis_carolinensis ENSACAG00000007923
pogona_vitticeps ENSPVIG00000005196
salvator_merianae ENSSMRG00000017370
chelonoidis_abingdonii ENSCABG00000004561
gopherus_agassizii ENSGAGG00000009346
chrysemys_picta_bellii ENSCPBG00000021079
pelodiscus_sinensis ENSPSIG00000011977
crocodylus_porosus ENSCPRG00005007680
sphenodon_punctatus ENSSPUG00000017608
notamacropus_eugenii ENSMEUG00000009734
phascolarctos_cinereus ENSPCIG00000003937
monodelphis_domestica ENSMODG00000013136
sarcophilus_harrisii ENSSHAG00000015645
ornithorhynchus_anatinus ENSOANG00000003910
melopsittacus_undulatus ENSMUNG00000005118
xenopus_tropicalis ENSXETG00000012733
latimeria_chalumnae ENSLACG00000018765
macaca_mulatta ENSMMUG00000008183
macaca_fascicularis ENSMFAG00000044609
macaca_nemestrina ENSMNEG00000029343
mandrillus_leucophaeus ENSMLEG00000029010
papio_anubis ENSPANG00000026102
theropithecus_gelada ENSTGEG00000010102
cercocebus_atys ENSCATG00000033878
chlorocebus_sabaeus ENSCSAG00000015590
rhinopithecus_roxellana ENSRROG00000042937
rhinopithecus_bieti ENSRBIG00000042866
colobus_angolensis_palliatus ENSCANG00000023283
pan_paniscus ENSPPAG00000042125
pan_troglodytes ENSPTRG00000021527
homo_sapiens ENSG00000186350
gorilla_gorilla ENSGGOG00000009752
pongo_abelii ENSPPYG00000019748
nomascus_leucogenys ENSNLEG00000008722
cebus_capucinus_imitator ENSCCAG00000032024
saimiri_boliviensis_boliviensis ENSSBOG00000033840
callithrix_jacchus ENSCJAG00000010148
aotus_nancymaae ENSANAG00000022572
prolemur_simus ENSPSMG00000017946
propithecus_coquereli ENSPCOG00000014455
microcebus_murinus ENSMICG00000010833
otolemur_garnettii ENSOGAG00000010970
dipodomys_ordii ENSDORG00000009780
castor_canadensis ENSCCNG00000014659
mus_spicilegus ENSMSIG00000019950
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024261
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000015846
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023344
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024801
rattus_norvegicus ENSRNOG00000009446
meriones_unguiculatus ENSMUGG00000005050
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016924
cricetulus_griseus_crigri_1.0 ENSCGRG00000003691
cricetulus_griseus_crigri-picr ENSCGRG00015011984
mesocricetus_auratus ENSMAUG00000016806
microtus_ochrogaster ENSMOCG00000007921
peromyscus_maniculatus_bairdii ENSPEMG00000015777
nannospalax_galili ENSNGAG00000020257
jaculus_jaculus ENSJJAG00000022734
urocitellus_parryii ENSUPAG00010008551
ictidomys_tridecemlineatus ENSSTOG00000028427
marmota_marmota_marmota ENSMMMG00000012890
spermophilus_dauricus ENSSDAG00000009324
cavia_porcellus ENSCPOG00000000168
cavia_aperea ENSCAPG00000010238
octodon_degus ENSODEG00000016500
chinchilla_lanigera ENSCLAG00000004314
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012303
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011588
fukomys_damarensis ENSFDAG00000015606
dasypus_novemcinctus ENSDNOG00000044228
choloepus_hoffmanni ENSCHOG00000009502
ursus_americanus ENSUAMG00000020722
ursus_maritimus ENSUMAG00000023627
ailuropoda_melanoleuca ENSAMEG00000011124
neovison_vison ENSNVIG00000018508
mustela_putorius_furo ENSMPUG00000012176
canis_lupus_dingo ENSCAFG00020024843
canis_lupus_familiaris ENSCAFG00000019838
vulpes_vulpes ENSVVUG00000027520
felis_catus ENSFCAG00000002431
panthera_pardus ENSPPRG00000001805
pteropus_vampyrus ENSPVAG00000007118
bos_mutus ENSBMUG00000000903
bison_bison_bison ENSBBBG00000003525
bos_taurus ENSBTAG00000017851
capra_hircus ENSCHIG00000024110
ovis_aries ENSOARG00000002366
sus_scrofa ENSSSCG00000038220
tursiops_truncatus ENSTTRG00000009492
myotis_lucifugus ENSMLUG00000010476
equus_asinus_asinus ENSEASG00005010676
equus_caballus ENSECAG00000019365
carlito_syrichta ENSTSYG00000027074
ochotona_princeps ENSOPRG00000003883
piliocolobus_tephrosceles ENSPTEG00000029856
erinaceus_europaeus ENSEEUG00000000887
loxodonta_africana ENSLAFG00000012239
notechis_scutatus ENSNSUG00000000929
procavia_capensis ENSPCAG00000015288
lepisosteus_oculatus ENSLOCG00000004579
paramormyrops_kingsleyae ENSPKIG00000008675
scleropages_formosus ENSSFOG00015011107
astyanax_mexicanus ENSAMXG00000007750
pygocentrus_nattereri ENSPNAG00000005154
ictalurus_punctatus ENSIPUG00000017652
danio_rerio ENSDARG00000035127
paramormyrops_kingsleyae ENSPKIG00000018422
scleropages_formosus ENSSFOG00015014907
astyanax_mexicanus ENSAMXG00000006849
pygocentrus_nattereri ENSPNAG00000024079
ictalurus_punctatus ENSIPUG00000012586
danio_rerio ENSDARG00000057737
esox_lucius ENSELUG00000000650
cynoglossus_semilaevis ENSCSEG00000005139
periophthalmus_magnuspinnatus ENSPMGG00000023146
monopterus_albus ENSMALG00000005445
mastacembelus_armatus ENSMAMG00000003873
seriola_lalandi_dorsalis ENSSLDG00000021267
seriola_dumerili ENSSDUG00000020066
amphiprion_percula ENSAPEG00000015360
amphiprion_ocellaris ENSAOCG00000008638
acanthochromis_polyacanthus ENSAPOG00000017373
stegastes_partitus ENSSPAG00000008742
astatotilapia_calliptera ENSACLG00000026392
maylandia_zebra ENSMZEG00005015929
haplochromis_burtoni ENSHBUG00000012589
pundamilia_nyererei ENSPNYG00000019132
neolamprologus_brichardi ENSNBRG00000011679
oreochromis_niloticus ENSONIG00000013076
amphilophus_citrinellus ENSACIG00000001394
fundulus_heteroclitus ENSFHEG00000014693
cyprinodon_variegatus ENSCVAG00000016296
xiphophorus_couchianus ENSXCOG00000005369
xiphophorus_maculatus ENSXMAG00000001735
gambusia_affinis ENSGAFG00000003675
poecilia_mexicana ENSPMEG00000012557
poecilia_reticulata ENSPREG00000022246
poecilia_latipinna ENSPLAG00000004499
poecilia_formosa ENSPFOG00000011556
kryptolebias_marmoratus ENSKMAG00000016751
oryzias_latipes_asm223469v1 ENSORLG00015022397
oryzias_latipes_asm223467v1 ENSORLG00000012155
oryzias_latipes_asm223471v1 ENSORLG00020008246
oryzias_melastigma ENSOMEG00000000512
anabas_testudineus ENSATEG00000001877
labrus_bergylta ENSLBEG00000021956
mola_mola ENSMMOG00000011603
hippocampus_comes ENSHCOG00000013280
gasterosteus_aculeatus ENSGACG00000018189
scophthalmus_maximus ENSSMAG00000015755
takifugu_rubripes ENSTRUG00000006349
tetraodon_nigroviridis ENSTNIG00000006350
notechis_scutatus ENSNSUG00000001018
gadus_morhua ENSGMOG00000014502
esox_lucius ENSELUG00000016364
eptatretus_burgeri ENSEBUG00000004555
