fundulus_heteroclitus ENSFHEG00000004676
cyprinodon_variegatus ENSCVAG00000016444
xiphophorus_maculatus ENSXMAG00000004387
xiphophorus_couchianus ENSXCOG00000002420
gambusia_affinis ENSGAFG00000012064
poecilia_mexicana ENSPMEG00000020625
poecilia_formosa ENSPFOG00000007546
poecilia_latipinna ENSPLAG00000007159
poecilia_reticulata ENSPREG00000018023
kryptolebias_marmoratus ENSKMAG00000014163
oryzias_latipes_asm223467v1 ENSORLG00000027320
oryzias_latipes_asm223469v1 ENSORLG00015011117
oryzias_latipes_asm223471v1 ENSORLG00020004724
oryzias_melastigma ENSOMEG00000007096
astatotilapia_calliptera ENSACLG00000004631
maylandia_zebra ENSMZEG00005019983
pundamilia_nyererei ENSPNYG00000007287
neolamprologus_brichardi ENSNBRG00000009380
oreochromis_niloticus ENSONIG00000007688
amphilophus_citrinellus ENSACIG00000020290
amphiprion_ocellaris ENSAOCG00000000745
amphiprion_percula ENSAPEG00000017487
acanthochromis_polyacanthus ENSAPOG00000018625
stegastes_partitus ENSSPAG00000015117
mastacembelus_armatus ENSMAMG00000015314
monopterus_albus ENSMALG00000020122
anabas_testudineus ENSATEG00000016399
seriola_dumerili ENSSDUG00000016611
seriola_lalandi_dorsalis ENSSLDG00000006470
scophthalmus_maximus ENSSMAG00000006310
cynoglossus_semilaevis ENSCSEG00000019689
tetraodon_nigroviridis ENSTNIG00000007525
takifugu_rubripes ENSTRUG00000012354
mola_mola ENSMMOG00000001526
gasterosteus_aculeatus ENSGACG00000016453
labrus_bergylta ENSLBEG00000017507
hippocampus_comes ENSHCOG00000011317
periophthalmus_magnuspinnatus ENSPMGG00000023210
gadus_morhua ENSGMOG00000003003
esox_lucius ENSELUG00000009868
pygocentrus_nattereri ENSPNAG00000023546
astyanax_mexicanus ENSAMXG00000037380
ictalurus_punctatus ENSIPUG00000016474
danio_rerio ENSDARG00000052893
scleropages_formosus ENSSFOG00015022166
paramormyrops_kingsleyae ENSPKIG00000006655
lepisosteus_oculatus ENSLOCG00000011917
