mastacembelus_armatus ENSMAMG00000008355
anabas_testudineus ENSATEG00000010109
monopterus_albus ENSMALG00000017693
anabas_testudineus ENSATEG00000010073
seriola_dumerili ENSSDUG00000005419
seriola_lalandi_dorsalis ENSSLDG00000021308
amphiprion_percula ENSAPEG00000013667
amphiprion_ocellaris ENSAOCG00000013098
acanthochromis_polyacanthus ENSAPOG00000007036
stegastes_partitus ENSSPAG00000011044
haplochromis_burtoni ENSHBUG00000003267
pundamilia_nyererei ENSPNYG00000020253
astatotilapia_calliptera ENSACLG00000021616
maylandia_zebra ENSMZEG00005009309
oreochromis_niloticus ENSONIG00000018089
labrus_bergylta ENSLBEG00000017391
scophthalmus_maximus ENSSMAG00000011033
cynoglossus_semilaevis ENSCSEG00000002664
tetraodon_nigroviridis ENSTNIG00000011866
takifugu_rubripes ENSTRUG00000024162
periophthalmus_magnuspinnatus ENSPMGG00000006272
gasterosteus_aculeatus ENSGACG00000014477
gadus_morhua ENSGMOG00000010723
esox_lucius ENSELUG00000011393
pygocentrus_nattereri ENSPNAG00000015229
astyanax_mexicanus ENSAMXG00000032016
ictalurus_punctatus ENSIPUG00000001544
astyanax_mexicanus ENSAMXG00000041953
pygocentrus_nattereri ENSPNAG00000026276
scleropages_formosus ENSSFOG00015004420
paramormyrops_kingsleyae ENSPKIG00000014005
lepisosteus_oculatus ENSLOCG00000013100
paramormyrops_kingsleyae ENSPKIG00000014094
scleropages_formosus ENSSFOG00015004429
anser_brachyrhynchus ENSABRG00000015731
anas_platyrhynchos_platyrhynchos ENSAPLG00000005532
gallus_gallus ENSGALG00000028214
meleagris_gallopavo ENSMGAG00000009264
coturnix_japonica ENSCJPG00005021548
numida_meleagris ENSNMEG00000011512
junco_hyemalis ENSJHYG00000005037
zonotrichia_albicollis ENSZALG00000014236
serinus_canaria ENSSCAG00000000551
lonchura_striata_domestica ENSLSDG00000014513
ficedula_albicollis ENSFALG00000001254
cyanistes_caeruleus ENSCCEG00000014040
parus_major ENSPMJG00000000258
lepidothrix_coronata ENSLCOG00000002050
manacus_vitellinus ENSMVIG00005002037
melopsittacus_undulatus ENSMUNG00000010478
calidris_pugnax ENSCPUG00000002494
calidris_pygmaea ENSCPGG00000001170
apteryx_haastii ENSAHAG00000016108
apteryx_owenii ENSAOWG00000013409
apteryx_rowi ENSARWG00000007474
dromaius_novaehollandiae ENSDNVG00000010324
nothoprocta_perdicaria ENSNPEG00000003989
crocodylus_porosus ENSCPRG00005003222
gopherus_agassizii ENSGAGG00000003949
chelonoidis_abingdonii ENSCABG00000011776
chrysemys_picta_bellii ENSCPBG00000028148
pelodiscus_sinensis ENSPSIG00000004584
anolis_carolinensis ENSACAG00000005877
pogona_vitticeps ENSPVIG00000001703
notechis_scutatus ENSNSUG00000013440
salvator_merianae ENSSMRG00000023215
vicugna_pacos ENSVPAG00000002664
tursiops_truncatus ENSTTRG00000002614
bos_taurus ENSBTAG00000040111
bos_mutus ENSBMUG00000008326
bison_bison_bison ENSBBBG00000005884
capra_hircus ENSCHIG00000021265
ovis_aries ENSOARG00000011669
sus_scrofa ENSSSCG00000017220
ursus_americanus ENSUAMG00000010454
ursus_maritimus ENSUMAG00000008210
ailuropoda_melanoleuca ENSAMEG00000009052
mustela_putorius_furo ENSMPUG00000014106
neovison_vison ENSNVIG00000010322
canis_lupus_familiaris ENSCAFG00000004674
canis_lupus_dingo ENSCAFG00020021873
vulpes_vulpes ENSVVUG00000010290
panthera_tigris_altaica ENSPTIG00000014197
panthera_pardus ENSPPRG00000007252
felis_catus ENSFCAG00000000988
equus_caballus ENSECAG00000014485
equus_asinus_asinus ENSEASG00005000074
pteropus_vampyrus ENSPVAG00000016053
cebus_capucinus_imitator ENSCCAG00000027653
saimiri_boliviensis_boliviensis ENSSBOG00000021091
callithrix_jacchus ENSCJAG00000014679
aotus_nancymaae ENSANAG00000021341
pan_paniscus ENSPPAG00000030267
pan_troglodytes ENSPTRG00000009624
gorilla_gorilla ENSGGOG00000003322
homo_sapiens ENSG00000182938
pongo_abelii ENSPPYG00000008611
nomascus_leucogenys ENSNLEG00000000526
mandrillus_leucophaeus ENSMLEG00000031468
cercocebus_atys ENSCATG00000039817
theropithecus_gelada ENSTGEG00000027670
papio_anubis ENSPANG00000020242
macaca_nemestrina ENSMNEG00000039783
macaca_mulatta ENSMMUG00000023405
macaca_fascicularis ENSMFAG00000003251
chlorocebus_sabaeus ENSCSAG00000004647
colobus_angolensis_palliatus ENSCANG00000043742
piliocolobus_tephrosceles ENSPTEG00000039822
rhinopithecus_roxellana ENSRROG00000033489
rhinopithecus_bieti ENSRBIG00000042004
carlito_syrichta ENSTSYG00000037315
propithecus_coquereli ENSPCOG00000027823
prolemur_simus ENSPSMG00000001104
microcebus_murinus ENSMICG00000010616
otolemur_garnettii ENSOGAG00000031367
loxodonta_africana ENSLAFG00000028210
procavia_capensis ENSPCAG00000015081
dasypus_novemcinctus ENSDNOG00000047116
castor_canadensis ENSCCNG00000024965
castor_canadensis ENSCCNG00000025015
dipodomys_ordii ENSDORG00000000536
mus_spicilegus ENSMSIG00000028450
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018242
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018862
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017397
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018527
rattus_norvegicus ENSRNOG00000053055
meriones_unguiculatus ENSMUGG00000022502
cricetulus_griseus_crigri-picr ENSCGRG00015009987
cricetulus_griseus_crigri_1.0 ENSCGRG00000011605
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001025042
mesocricetus_auratus ENSMAUG00000016870
peromyscus_maniculatus_bairdii ENSPEMG00000012218
microtus_ochrogaster ENSMOCG00000011864
nannospalax_galili ENSNGAG00000022577
jaculus_jaculus ENSJJAG00000003163
cavia_aperea ENSCAPG00000000348
cavia_porcellus ENSCPOG00000040627
chinchilla_lanigera ENSCLAG00000006891
octodon_degus ENSODEG00000009917
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003365
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006064
fukomys_damarensis ENSFDAG00000021076
ictidomys_tridecemlineatus ENSSTOG00000021608
urocitellus_parryii ENSUPAG00010023974
spermophilus_dauricus ENSSDAG00000004985
marmota_marmota_marmota ENSMMMG00000011211
erinaceus_europaeus ENSEEUG00000004377
sorex_araneus ENSSARG00000006610
ochotona_princeps ENSOPRG00000001587
ornithorhynchus_anatinus ENSOANG00000004377
phascolarctos_cinereus ENSPCIG00000004641
notamacropus_eugenii ENSMEUG00000013790
monodelphis_domestica ENSMODG00000007075
sarcophilus_harrisii ENSSHAG00000018772
xenopus_tropicalis ENSXETG00000006252
xenopus_tropicalis ENSXETG00000027068
latimeria_chalumnae ENSLACG00000009986
