cyanistes_caeruleus ENSCCEG00000016901
parus_major ENSPMJG00000017705
ficedula_albicollis ENSFALG00000002309
zonotrichia_albicollis ENSZALG00000017523
junco_hyemalis ENSJHYG00000013504
serinus_canaria ENSSCAG00000014028
lonchura_striata_domestica ENSLSDG00000015375
taeniopygia_guttata ENSTGUG00000004694
lepidothrix_coronata ENSLCOG00000000489
melopsittacus_undulatus ENSMUNG00000000050
calidris_pugnax ENSCPUG00000000587
calidris_pygmaea ENSCPGG00000015338
anas_platyrhynchos_platyrhynchos ENSAPLG00000008476
anas_platyrhynchos_platyrhynchos ENSAPLG00000024940
anser_brachyrhynchus ENSABRG00000009764
meleagris_gallopavo ENSMGAG00000007790
coturnix_japonica ENSCJPG00005021384
gallus_gallus ENSGALG00000003496
numida_meleagris ENSNMEG00000005576
apteryx_owenii ENSAOWG00000003447
apteryx_haastii ENSAHAG00000011981
apteryx_rowi ENSARWG00000007494
nothoprocta_perdicaria ENSNPEG00000005844
dromaius_novaehollandiae ENSDNVG00000012042
crocodylus_porosus ENSCPRG00005001502
chelonoidis_abingdonii ENSCABG00000004671
gopherus_agassizii ENSGAGG00000012572
chrysemys_picta_bellii ENSCPBG00000009195
pelodiscus_sinensis ENSPSIG00000017484
anolis_carolinensis ENSACAG00000016772
pogona_vitticeps ENSPVIG00000017526
notechis_scutatus ENSNSUG00000008929
salvator_merianae ENSSMRG00000004815
sphenodon_punctatus ENSSPUG00000004748
manacus_vitellinus ENSMVIG00005011588
manacus_vitellinus ENSMVIG00005011584
ficedula_albicollis ENSFALG00000014692
prolemur_simus ENSPSMG00000012294
microcebus_murinus ENSMICG00000005725
propithecus_coquereli ENSPCOG00000016518
otolemur_garnettii ENSOGAG00000003872
pan_paniscus ENSPPAG00000043284
pan_troglodytes ENSPTRG00000009537
homo_sapiens ENSG00000136478
gorilla_gorilla ENSGGOG00000011453
pongo_abelii ENSPPYG00000008542
nomascus_leucogenys ENSNLEG00000015058
mandrillus_leucophaeus ENSMLEG00000042917
cercocebus_atys ENSCATG00000039120
macaca_fascicularis ENSMFAG00000033866
macaca_mulatta ENSMMUG00000017521
macaca_nemestrina ENSMNEG00000004133
theropithecus_gelada ENSTGEG00000023936
papio_anubis ENSPANG00000020736
chlorocebus_sabaeus ENSCSAG00000003996
rhinopithecus_roxellana ENSRROG00000043004
rhinopithecus_bieti ENSRBIG00000040556
colobus_angolensis_palliatus ENSCANG00000034202
piliocolobus_tephrosceles ENSPTEG00000009960
saimiri_boliviensis_boliviensis ENSSBOG00000034693
cebus_capucinus_imitator ENSCCAG00000021956
callithrix_jacchus ENSCJAG00000019377
aotus_nancymaae ENSANAG00000035018
castor_canadensis ENSCCNG00000019315
dipodomys_ordii ENSDORG00000028353
peromyscus_maniculatus_bairdii ENSPEMG00000018988
peromyscus_maniculatus_bairdii ENSPEMG00000029750
microtus_ochrogaster ENSMOCG00000020002
cricetulus_griseus_crigri_1.0 ENSCGRG00000009768
cricetulus_griseus_crigri-picr ENSCGRG00015022010
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011350
mesocricetus_auratus ENSMAUG00000019923
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040548
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018169
mus_spicilegus ENSMSIG00000024736
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017325
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018455
rattus_norvegicus ENSRNOG00000013659
meriones_unguiculatus ENSMUGG00000017572
nannospalax_galili ENSNGAG00000004158
jaculus_jaculus ENSJJAG00000011475
spermophilus_dauricus ENSSDAG00000009070
marmota_marmota_marmota ENSMMMG00000010383
urocitellus_parryii ENSUPAG00010001575
ictidomys_tridecemlineatus ENSSTOG00000028689
fukomys_damarensis ENSFDAG00000016068
fukomys_damarensis ENSFDAG00000008543
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008353
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011723
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008788
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002804
cavia_porcellus ENSCPOG00000003606
cavia_aperea ENSCAPG00000006398
octodon_degus ENSODEG00000007539
octodon_degus ENSODEG00000002584
chinchilla_lanigera ENSCLAG00000006475
oryctolagus_cuniculus ENSOCUG00000012112
ochotona_princeps ENSOPRG00000008151
carlito_syrichta ENSTSYG00000013538
tupaia_belangeri ENSTBEG00000006618
choloepus_hoffmanni ENSCHOG00000004328
dasypus_novemcinctus ENSDNOG00000015515
procavia_capensis ENSPCAG00000008936
echinops_telfairi ENSETEG00000004171
loxodonta_africana ENSLAFG00000008507
ursus_americanus ENSUAMG00000007464
ursus_maritimus ENSUMAG00000017710
ailuropoda_melanoleuca ENSAMEG00000002814
mustela_putorius_furo ENSMPUG00000014762
neovison_vison ENSNVIG00000023694
canis_lupus_familiaris ENSCAFG00000011770
canis_lupus_dingo ENSCAFG00020026572
vulpes_vulpes ENSVVUG00000006237
panthera_tigris_altaica ENSPTIG00000005203
panthera_pardus ENSPPRG00000010004
felis_catus ENSFCAG00000003508
sorex_araneus ENSSARG00000000792
capra_hircus ENSCHIG00000020654
ovis_aries ENSOARG00000014649
bos_taurus ENSBTAG00000004723
bos_mutus ENSBMUG00000008597
bison_bison_bison ENSBBBG00000003328
tursiops_truncatus ENSTTRG00000007010
sus_scrofa ENSSSCG00000017278
vicugna_pacos ENSVPAG00000010754
pteropus_vampyrus ENSPVAG00000000485
myotis_lucifugus ENSMLUG00000016763
equus_caballus ENSECAG00000022506
equus_asinus_asinus ENSEASG00005014545
erinaceus_europaeus ENSEEUG00000009860
sorex_araneus ENSSARG00000012086
phascolarctos_cinereus ENSPCIG00000005762
notamacropus_eugenii ENSMEUG00000009785
sarcophilus_harrisii ENSSHAG00000014729
monodelphis_domestica ENSMODG00000009324
ornithorhynchus_anatinus ENSOANG00000008037
ornithorhynchus_anatinus ENSOANG00000030501
xenopus_tropicalis ENSXETG00000030925
latimeria_chalumnae ENSLACG00000015852
labrus_bergylta ENSLBEG00000025854
gasterosteus_aculeatus ENSGACG00000011696
takifugu_rubripes ENSTRUG00000016336
tetraodon_nigroviridis ENSTNIG00000017989
mola_mola ENSMMOG00000007657
monopterus_albus ENSMALG00000017868
mastacembelus_armatus ENSMAMG00000023434
anabas_testudineus ENSATEG00000024459
scophthalmus_maximus ENSSMAG00000015085
cynoglossus_semilaevis ENSCSEG00000014470
seriola_dumerili ENSSDUG00000009199
seriola_lalandi_dorsalis ENSSLDG00000023227
poecilia_formosa ENSPFOG00000007182
poecilia_latipinna ENSPLAG00000014816
poecilia_mexicana ENSPMEG00000016340
poecilia_reticulata ENSPREG00000006314
xiphophorus_maculatus ENSXMAG00000001283
xiphophorus_couchianus ENSXCOG00000010335
gambusia_affinis ENSGAFG00000020238
cyprinodon_variegatus ENSCVAG00000002995
fundulus_heteroclitus ENSFHEG00000005635
kryptolebias_marmoratus ENSKMAG00000019424
oryzias_latipes_asm223471v1 ENSORLG00020018484
