ursus_americanus ENSUAMG00000025235
ursus_maritimus ENSUMAG00000003219
neovison_vison ENSNVIG00000012707
vulpes_vulpes ENSVVUG00000000262
panthera_pardus ENSPPRG00000011985
panthera_tigris_altaica ENSPTIG00000018933
felis_catus ENSFCAG00000033577
equus_asinus_asinus ENSEASG00005004041
bos_mutus ENSBMUG00000003457
bison_bison_bison ENSBBBG00000024466
capra_hircus ENSCHIG00000016749
pan_paniscus ENSPPAG00000017372
pan_troglodytes ENSPTRG00000051370
homo_sapiens ENSG00000283071
gorilla_gorilla ENSGGOG00000044036
nomascus_leucogenys ENSNLEG00000028415
macaca_mulatta ENSMMUG00000048661
macaca_fascicularis ENSMFAG00000038146
macaca_nemestrina ENSMNEG00000035114
papio_anubis ENSPANG00000029706
theropithecus_gelada ENSTGEG00000009474
cercocebus_atys ENSCATG00000044011
mandrillus_leucophaeus ENSMLEG00000002402
piliocolobus_tephrosceles ENSPTEG00000027377
colobus_angolensis_palliatus ENSCANG00000040706
rhinopithecus_roxellana ENSRROG00000034363
rhinopithecus_bieti ENSRBIG00000007850
saimiri_boliviensis_boliviensis ENSSBOG00000021611
cebus_capucinus_imitator ENSCCAG00000021933
callithrix_jacchus ENSCJAG00000048188
aotus_nancymaae ENSANAG00000015116
carlito_syrichta ENSTSYG00000026830
propithecus_coquereli ENSPCOG00000014760
microcebus_murinus ENSMICG00000032097
prolemur_simus ENSPSMG00000025755
cavia_aperea ENSCAPG00000015074
cavia_porcellus ENSCPOG00000030081
chinchilla_lanigera ENSCLAG00000005702
marmota_marmota_marmota ENSMMMG00000004048
jaculus_jaculus ENSJJAG00000018259
dasypus_novemcinctus ENSDNOG00000037587
