equus_asinus_asinus ENSEASG00005011865
equus_caballus ENSECAG00000005400
myotis_lucifugus ENSMLUG00000028208
cricetulus_griseus_crigri-picr ENSCGRG00015008467
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003010
peromyscus_maniculatus_bairdii ENSPEMG00000027291
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062545
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027481
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026501
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028832
rattus_norvegicus ENSRNOG00000042455
castor_canadensis ENSCCNG00000005883
urocitellus_parryii ENSUPAG00010005821
marmota_marmota_marmota ENSMMMG00000008441
oryctolagus_cuniculus ENSOCUG00000021564
prolemur_simus ENSPSMG00000021311
loxodonta_africana ENSLAFG00000029454
dasypus_novemcinctus ENSDNOG00000044194
ornithorhynchus_anatinus ENSOANG00000001379
xenopus_tropicalis ENSXETG00000005873
