meleagris_gallopavo ENSMGAG00000008147
coturnix_japonica ENSCJPG00005013707
gallus_gallus ENSGALG00000032930
numida_meleagris ENSNMEG00000003013
anser_brachyrhynchus ENSABRG00000006985
anas_platyrhynchos_platyrhynchos ENSAPLG00000012897
lepidothrix_coronata ENSLCOG00000000696
manacus_vitellinus ENSMVIG00005003032
junco_hyemalis ENSJHYG00000011862
zonotrichia_albicollis ENSZALG00000006435
serinus_canaria ENSSCAG00000014452
ficedula_albicollis ENSFALG00000007592
lonchura_striata_domestica ENSLSDG00000001570
taeniopygia_guttata ENSTGUG00000009782
cyanistes_caeruleus ENSCCEG00000003856
parus_major ENSPMJG00000000052
melopsittacus_undulatus ENSMUNG00000008379
calidris_pugnax ENSCPUG00000017093
calidris_pygmaea ENSCPGG00000018467
apteryx_rowi ENSARWG00000006152
apteryx_owenii ENSAOWG00000017986
apteryx_haastii ENSAHAG00000004411
dromaius_novaehollandiae ENSDNVG00000007469
nothoprocta_perdicaria ENSNPEG00000007896
crocodylus_porosus ENSCPRG00005012078
chelonoidis_abingdonii ENSCABG00000004720
gopherus_agassizii ENSGAGG00000013330
chrysemys_picta_bellii ENSCPBG00000016444
pelodiscus_sinensis ENSPSIG00000002361
pogona_vitticeps ENSPVIG00000008598
anolis_carolinensis ENSACAG00000001006
notechis_scutatus ENSNSUG00000005153
salvator_merianae ENSSMRG00000018755
sphenodon_punctatus ENSSPUG00000008244
capra_hircus ENSCHIG00000012665
capra_hircus ENSCHIG00000003401
sorex_araneus ENSSARG00000010007
mustela_putorius_furo ENSMPUG00000001663
dasypus_novemcinctus ENSDNOG00000040440
dasypus_novemcinctus ENSDNOG00000036020
dasypus_novemcinctus ENSDNOG00000040257
dasypus_novemcinctus ENSDNOG00000031611
echinops_telfairi ENSETEG00000011969
phascolarctos_cinereus ENSPCIG00000003293
notamacropus_eugenii ENSMEUG00000012335
sarcophilus_harrisii ENSSHAG00000007489
sarcophilus_harrisii ENSSHAG00000002702
monodelphis_domestica ENSMODG00000002470
ornithorhynchus_anatinus ENSOANG00000008732
xenopus_tropicalis ENSXETG00000009517
latimeria_chalumnae ENSLACG00000022167
oryzias_latipes_asm223471v1 ENSORLG00020003497
oryzias_latipes_asm223469v1 ENSORLG00015006613
oryzias_latipes_asm223467v1 ENSORLG00000004645
oryzias_melastigma ENSOMEG00000015864
xiphophorus_couchianus ENSXCOG00000007369
oreochromis_niloticus ENSONIG00000010631
amphiprion_ocellaris ENSAOCG00000014792
amphiprion_percula ENSAPEG00000013612
acanthochromis_polyacanthus ENSAPOG00000014534
stegastes_partitus ENSSPAG00000001859
anabas_testudineus ENSATEG00000019862
mastacembelus_armatus ENSMAMG00000003479
seriola_lalandi_dorsalis ENSSLDG00000015784
seriola_dumerili ENSSDUG00000010922
scophthalmus_maximus ENSSMAG00000007582
labrus_bergylta ENSLBEG00000007915
labrus_bergylta ENSLBEG00000014278
esox_lucius ENSELUG00000022826
scleropages_formosus ENSSFOG00015013153
xiphophorus_maculatus ENSXMAG00000005914
xiphophorus_couchianus ENSXCOG00000003524
poecilia_formosa ENSPFOG00000024205
poecilia_mexicana ENSPMEG00000006000
poecilia_latipinna ENSPLAG00000024026
gambusia_affinis ENSGAFG00000015375
cyprinodon_variegatus ENSCVAG00000012600
fundulus_heteroclitus ENSFHEG00000018000
kryptolebias_marmoratus ENSKMAG00000008111
oryzias_latipes_asm223467v1 ENSORLG00000007055
oryzias_latipes_asm223471v1 ENSORLG00020017943
oryzias_latipes_asm223469v1 ENSORLG00015013815
oryzias_melastigma ENSOMEG00000020786
haplochromis_burtoni ENSHBUG00000006869
astatotilapia_calliptera ENSACLG00000026031
neolamprologus_brichardi ENSNBRG00000001232
neolamprologus_brichardi ENSNBRG00000000146
oreochromis_niloticus ENSONIG00000012508
maylandia_zebra ENSMZEG00005017438
pundamilia_nyererei ENSPNYG00000020494
amphilophus_citrinellus ENSACIG00000013234
mastacembelus_armatus ENSMAMG00000002086
scophthalmus_maximus ENSSMAG00000021241
amphiprion_ocellaris ENSAOCG00000003133
amphiprion_percula ENSAPEG00000002769
acanthochromis_polyacanthus ENSAPOG00000023888
stegastes_partitus ENSSPAG00000002637
seriola_lalandi_dorsalis ENSSLDG00000002012
seriola_dumerili ENSSDUG00000006128
anabas_testudineus ENSATEG00000013343
monopterus_albus ENSMALG00000014827
takifugu_rubripes ENSTRUG00000008185
tetraodon_nigroviridis ENSTNIG00000012186
mola_mola ENSMMOG00000008553
labrus_bergylta ENSLBEG00000019073
cynoglossus_semilaevis ENSCSEG00000015089
hippocampus_comes ENSHCOG00000010234
periophthalmus_magnuspinnatus ENSPMGG00000004709
gasterosteus_aculeatus ENSGACG00000008970
gadus_morhua ENSGMOG00000001341
esox_lucius ENSELUG00000006033
pygocentrus_nattereri ENSPNAG00000006192
astyanax_mexicanus ENSAMXG00000001647
ictalurus_punctatus ENSIPUG00000024556
danio_rerio ENSDARG00000002710
scleropages_formosus ENSSFOG00015008583
paramormyrops_kingsleyae ENSPKIG00000002604
lepisosteus_oculatus ENSLOCG00000004828
latimeria_chalumnae ENSLACG00000009328
eptatretus_burgeri ENSEBUG00000016173
petromyzon_marinus ENSPMAG00000003855
