poecilia_formosa ENSPFOG00000006205
acanthochromis_polyacanthus ENSAPOG00000001966
oryzias_latipes_asm223471v1 ENSORLG00020009674
oryzias_latipes_asm223469v1 ENSORLG00015005702
oryzias_latipes_asm223467v1 ENSORLG00000030649
oryzias_melastigma ENSOMEG00000008635
fundulus_heteroclitus ENSFHEG00000001507
gasterosteus_aculeatus ENSGACG00000006751
seriola_dumerili ENSSDUG00000013836
seriola_lalandi_dorsalis ENSSLDG00000001471
monopterus_albus ENSMALG00000017336
labrus_bergylta ENSLBEG00000014162
scophthalmus_maximus ENSSMAG00000020595
gadus_morhua ENSGMOG00000014442
xiphophorus_maculatus ENSXMAG00000024456
xiphophorus_couchianus ENSXCOG00000006916
poecilia_reticulata ENSPREG00000021128
poecilia_mexicana ENSPMEG00000002417
poecilia_latipinna ENSPLAG00000001424
gambusia_affinis ENSGAFG00000009600
stegastes_partitus ENSSPAG00000005263
takifugu_rubripes ENSTRUG00000021015
cynoglossus_semilaevis ENSCSEG00000018820
periophthalmus_magnuspinnatus ENSPMGG00000010621
anabas_testudineus ENSATEG00000020505
paramormyrops_kingsleyae ENSPKIG00000011775
