calidris_pugnax ENSCPUG00000011877
calidris_pygmaea ENSCPGG00000018028
melopsittacus_undulatus ENSMUNG00000006139
lepidothrix_coronata ENSLCOG00000000791
manacus_vitellinus ENSMVIG00005011848
taeniopygia_guttata ENSTGUG00000007209
lonchura_striata_domestica ENSLSDG00000008451
serinus_canaria ENSSCAG00000009520
junco_hyemalis ENSJHYG00000008525
zonotrichia_albicollis ENSZALG00000014410
ficedula_albicollis ENSFALG00000011358
cyanistes_caeruleus ENSCCEG00000014655
parus_major ENSPMJG00000005906
gallus_gallus ENSGALG00000036021
coturnix_japonica ENSCJPG00005010576
anser_brachyrhynchus ENSABRG00000019949
anas_platyrhynchos_platyrhynchos ENSAPLG00000010246
apteryx_haastii ENSAHAG00000015254
apteryx_owenii ENSAOWG00000017278
apteryx_rowi ENSARWG00000016876
dromaius_novaehollandiae ENSDNVG00000009077
nothoprocta_perdicaria ENSNPEG00000013938
crocodylus_porosus ENSCPRG00005010799
chrysemys_picta_bellii ENSCPBG00000018886
gopherus_agassizii ENSGAGG00000015604
pelodiscus_sinensis ENSPSIG00000013401
anolis_carolinensis ENSACAG00000006313
notechis_scutatus ENSNSUG00000009213
salvator_merianae ENSSMRG00000009556
ornithorhynchus_anatinus ENSOANG00000030438
pogona_vitticeps ENSPVIG00000001145
chelonoidis_abingdonii ENSCABG00000013857
meleagris_gallopavo ENSMGAG00000011579
castor_canadensis ENSCCNG00000014418
dipodomys_ordii ENSDORG00000014883
mus_spicilegus ENSMSIG00000011797
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032112
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039431
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030996
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021464
rattus_norvegicus ENSRNOG00000011420
meriones_unguiculatus ENSMUGG00000022415
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021013
cricetulus_griseus_crigri_1.0 ENSCGRG00000017236
cricetulus_griseus_crigri-picr ENSCGRG00015023874
mesocricetus_auratus ENSMAUG00000009197
microtus_ochrogaster ENSMOCG00000019845
peromyscus_maniculatus_bairdii ENSPEMG00000021306
