labrus_bergylta ENSLBEG00000005436
gasterosteus_aculeatus ENSGACG00000002880
mola_mola ENSMMOG00000008191
mastacembelus_armatus ENSMAMG00000012615
monopterus_albus ENSMALG00000009843
anabas_testudineus ENSATEG00000010373
scophthalmus_maximus ENSSMAG00000014542
cynoglossus_semilaevis ENSCSEG00000008231
seriola_dumerili ENSSDUG00000019989
seriola_lalandi_dorsalis ENSSLDG00000021672
amphiprion_ocellaris ENSAOCG00000015802
amphiprion_percula ENSAPEG00000005646
acanthochromis_polyacanthus ENSAPOG00000003362
stegastes_partitus ENSSPAG00000004962
astatotilapia_calliptera ENSACLG00000017957
maylandia_zebra ENSMZEG00005012207
pundamilia_nyererei ENSPNYG00000005503
haplochromis_burtoni ENSHBUG00000004350
neolamprologus_brichardi ENSNBRG00000018516
oreochromis_niloticus ENSONIG00000014844
amphilophus_citrinellus ENSACIG00000001708
xiphophorus_maculatus ENSXMAG00000007601
gambusia_affinis ENSGAFG00000001809
poecilia_formosa ENSPFOG00000000093
poecilia_latipinna ENSPLAG00000011473
poecilia_reticulata ENSPREG00000003314
xiphophorus_couchianus ENSXCOG00000006470
poecilia_mexicana ENSPMEG00000021439
fundulus_heteroclitus ENSFHEG00000021138
cyprinodon_variegatus ENSCVAG00000006157
kryptolebias_marmoratus ENSKMAG00000005639
kryptolebias_marmoratus ENSKMAG00000015664
oryzias_latipes_asm223469v1 ENSORLG00015011887
oryzias_latipes_asm223471v1 ENSORLG00020004836
oryzias_latipes_asm223467v1 ENSORLG00000000644
oryzias_melastigma ENSOMEG00000001723
hippocampus_comes ENSHCOG00000005887
tetraodon_nigroviridis ENSTNIG00000017078
takifugu_rubripes ENSTRUG00000010905
periophthalmus_magnuspinnatus ENSPMGG00000011235
gadus_morhua ENSGMOG00000010230
esox_lucius ENSELUG00000018977
astyanax_mexicanus ENSAMXG00000014498
pygocentrus_nattereri ENSPNAG00000012283
ictalurus_punctatus ENSIPUG00000018851
danio_rerio ENSDARG00000104792
scleropages_formosus ENSSFOG00015005270
paramormyrops_kingsleyae ENSPKIG00000015637
lepisosteus_oculatus ENSLOCG00000007264
anolis_carolinensis ENSACAG00000006066
pogona_vitticeps ENSPVIG00000019090
notechis_scutatus ENSNSUG00000012309
salvator_merianae ENSSMRG00000013503
sphenodon_punctatus ENSSPUG00000014656
lonchura_striata_domestica ENSLSDG00000009734
taeniopygia_guttata ENSTGUG00000009071
serinus_canaria ENSSCAG00000016804
junco_hyemalis ENSJHYG00000018466
zonotrichia_albicollis ENSZALG00000006975
ficedula_albicollis ENSFALG00000007979
parus_major ENSPMJG00000003366
cyanistes_caeruleus ENSCCEG00000022215
manacus_vitellinus ENSMVIG00005018350
lepidothrix_coronata ENSLCOG00000000055
calidris_pugnax ENSCPUG00000009389
calidris_pygmaea ENSCPGG00000008342
melopsittacus_undulatus ENSMUNG00000007668
gallus_gallus ENSGALG00000006983
meleagris_gallopavo ENSMGAG00000009285
coturnix_japonica ENSCJPG00005019505
numida_meleagris ENSNMEG00000014619
anser_brachyrhynchus ENSABRG00000000200
