ursus_americanus ENSUAMG00000009427
ursus_maritimus ENSUMAG00000016609
neovison_vison ENSNVIG00000004520
canis_lupus_dingo ENSCAFG00020026176
canis_lupus_familiaris ENSCAFG00000008803
vulpes_vulpes ENSVVUG00000020429
panthera_tigris_altaica ENSPTIG00000004898
panthera_pardus ENSPPRG00000012065
felis_catus ENSFCAG00000026978
myotis_lucifugus ENSMLUG00000013631
pteropus_vampyrus ENSPVAG00000002703
equus_asinus_asinus ENSEASG00005007813
equus_caballus ENSECAG00000001503
vicugna_pacos ENSVPAG00000012424
tursiops_truncatus ENSTTRG00000013281
bos_mutus ENSBMUG00000006881
bos_taurus ENSBTAG00000039255
bison_bison_bison ENSBBBG00000012722
ovis_aries ENSOARG00000001063
capra_hircus ENSCHIG00000008873
sus_scrofa ENSSSCG00000012031
erinaceus_europaeus ENSEEUG00000002533
sorex_araneus ENSSARG00000009510
chinchilla_lanigera ENSCLAG00000017804
octodon_degus ENSODEG00000018815
cavia_porcellus ENSCPOG00000002365
cavia_aperea ENSCAPG00000006744
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020582
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020247
fukomys_damarensis ENSFDAG00000003701
urocitellus_parryii ENSUPAG00010002179
ictidomys_tridecemlineatus ENSSTOG00000007680
marmota_marmota_marmota ENSMMMG00000018270
spermophilus_dauricus ENSSDAG00000012777
cricetulus_griseus_crigri-picr ENSCGRG00015022957
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003842
cricetulus_griseus_crigri_1.0 ENSCGRG00000019807
mesocricetus_auratus ENSMAUG00000017358
peromyscus_maniculatus_bairdii ENSPEMG00000003572
microtus_ochrogaster ENSMOCG00000009694
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021810
mus_spicilegus ENSMSIG00000012238
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000055811
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020904
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016608
rattus_norvegicus ENSRNOG00000027691
meriones_unguiculatus ENSMUGG00000004306
jaculus_jaculus ENSJJAG00000011325
dipodomys_ordii ENSDORG00000001307
castor_canadensis ENSCCNG00000013341
oryctolagus_cuniculus ENSOCUG00000025369
ochotona_princeps ENSOPRG00000004273
echinops_telfairi ENSETEG00000007496
saimiri_boliviensis_boliviensis ENSSBOG00000020255
callithrix_jacchus ENSCJAG00000022698
aotus_nancymaae ENSANAG00000020019
pan_paniscus ENSPPAG00000032609
pan_troglodytes ENSPTRG00000013828
homo_sapiens ENSG00000156282
gorilla_gorilla ENSGGOG00000001025
nomascus_leucogenys ENSNLEG00000018494
rhinopithecus_bieti ENSRBIG00000030248
rhinopithecus_roxellana ENSRROG00000026036
colobus_angolensis_palliatus ENSCANG00000007362
piliocolobus_tephrosceles ENSPTEG00000027001
macaca_fascicularis ENSMFAG00000020091
macaca_nemestrina ENSMNEG00000002574
macaca_mulatta ENSMMUG00000011320
chlorocebus_sabaeus ENSCSAG00000018705
theropithecus_gelada ENSTGEG00000027854
mandrillus_leucophaeus ENSMLEG00000027051
prolemur_simus ENSPSMG00000007099
otolemur_garnettii ENSOGAG00000003639
tupaia_belangeri ENSTBEG00000004124
choloepus_hoffmanni ENSCHOG00000003881
dasypus_novemcinctus ENSDNOG00000007126
loxodonta_africana ENSLAFG00000018369
phascolarctos_cinereus ENSPCIG00000012750
sarcophilus_harrisii ENSSHAG00000012710
monodelphis_domestica ENSMODG00000025379
