notechis_scutatus ENSNSUG00000004821
pogona_vitticeps ENSPVIG00000020581
salvator_merianae ENSSMRG00000010079
anolis_carolinensis ENSACAG00000001783
sphenodon_punctatus ENSSPUG00000000575
chelonoidis_abingdonii ENSCABG00000008690
gopherus_agassizii ENSGAGG00000001788
chrysemys_picta_bellii ENSCPBG00000008567
pelodiscus_sinensis ENSPSIG00000009248
loxodonta_africana ENSLAFG00000030426
procavia_capensis ENSPCAG00000010327
echinops_telfairi ENSETEG00000001251
dasypus_novemcinctus ENSDNOG00000043483
bos_mutus ENSBMUG00000023675
bos_taurus ENSBTAG00000003604
bison_bison_bison ENSBBBG00000008423
capra_hircus ENSCHIG00000024595
ovis_aries ENSOARG00000020825
tursiops_truncatus ENSTTRG00000016340
sus_scrofa ENSSSCG00000006651
equus_caballus ENSECAG00000019154
equus_asinus_asinus ENSEASG00005001774
myotis_lucifugus ENSMLUG00000003472
pteropus_vampyrus ENSPVAG00000004344
erinaceus_europaeus ENSEEUG00000000568
sorex_araneus ENSSARG00000013163
ursus_americanus ENSUAMG00000014585
ursus_maritimus ENSUMAG00000003512
ailuropoda_melanoleuca ENSAMEG00000001424
mustela_putorius_furo ENSMPUG00000004691
neovison_vison ENSNVIG00000016514
canis_lupus_familiaris ENSCAFG00000012044
canis_lupus_dingo ENSCAFG00020019552
vulpes_vulpes ENSVVUG00000011516
panthera_pardus ENSPPRG00000012710
panthera_tigris_altaica ENSPTIG00000015181
felis_catus ENSFCAG00000000754
castor_canadensis ENSCCNG00000012305
dipodomys_ordii ENSDORG00000000397
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000015850
mus_spicilegus ENSMSIG00000006628
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026294
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025350
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026794
rattus_norvegicus ENSRNOG00000049385
meriones_unguiculatus ENSMUGG00000012481
cricetulus_griseus_crigri_1.0 ENSCGRG00000011933
cricetulus_griseus_crigri-picr ENSCGRG00015023144
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017255
mesocricetus_auratus ENSMAUG00000014851
microtus_ochrogaster ENSMOCG00000008356
peromyscus_maniculatus_bairdii ENSPEMG00000008970
nannospalax_galili ENSNGAG00000000766
urocitellus_parryii ENSUPAG00010002294
ictidomys_tridecemlineatus ENSSTOG00000024198
spermophilus_dauricus ENSSDAG00000022452
marmota_marmota_marmota ENSMMMG00000019345
chinchilla_lanigera ENSCLAG00000013321
octodon_degus ENSODEG00000013487
cavia_porcellus ENSCPOG00000011954
cavia_aperea ENSCAPG00000013435
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009266
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019040
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011586
fukomys_damarensis ENSFDAG00000021441
oryctolagus_cuniculus ENSOCUG00000000927
ochotona_princeps ENSOPRG00000010235
pan_troglodytes ENSPTRG00000001258
pan_paniscus ENSPPAG00000042395
homo_sapiens ENSG00000143382
gorilla_gorilla ENSGGOG00000016142
pongo_abelii ENSPPYG00000000896
nomascus_leucogenys ENSNLEG00000009896
cercocebus_atys ENSCATG00000043576
mandrillus_leucophaeus ENSMLEG00000041962
papio_anubis ENSPANG00000011009
theropithecus_gelada ENSTGEG00000013792
macaca_mulatta ENSMMUG00000008218
macaca_fascicularis ENSMFAG00000002869
macaca_nemestrina ENSMNEG00000028307
chlorocebus_sabaeus ENSCSAG00000018068
piliocolobus_tephrosceles ENSPTEG00000031067
colobus_angolensis_palliatus ENSCANG00000035299
rhinopithecus_bieti ENSRBIG00000044718
rhinopithecus_roxellana ENSRROG00000035617
cebus_capucinus_imitator ENSCCAG00000026279
callithrix_jacchus ENSCJAG00000006555
saimiri_boliviensis_boliviensis ENSSBOG00000028243
aotus_nancymaae ENSANAG00000019112
carlito_syrichta ENSTSYG00000033573
microcebus_murinus ENSMICG00000008061
prolemur_simus ENSPSMG00000021345
propithecus_coquereli ENSPCOG00000010721
otolemur_garnettii ENSOGAG00000006696
phascolarctos_cinereus ENSPCIG00000008894
notamacropus_eugenii ENSMEUG00000001074
monodelphis_domestica ENSMODG00000018799
sarcophilus_harrisii ENSSHAG00000010707
ornithorhynchus_anatinus ENSOANG00000022521
nothoprocta_perdicaria ENSNPEG00000003829
xenopus_tropicalis ENSXETG00000018086
latimeria_chalumnae ENSLACG00000008278
poecilia_reticulata ENSPREG00000017342
xiphophorus_couchianus ENSXCOG00000019505
fundulus_heteroclitus ENSFHEG00000021887
kryptolebias_marmoratus ENSKMAG00000001330
amphiprion_percula ENSAPEG00000007567
amphiprion_ocellaris ENSAOCG00000012272
periophthalmus_magnuspinnatus ENSPMGG00000007788
gadus_morhua ENSGMOG00000006128
esox_lucius ENSELUG00000013504
pygocentrus_nattereri ENSPNAG00000018064
astyanax_mexicanus ENSAMXG00000012499
ictalurus_punctatus ENSIPUG00000000100
danio_rerio ENSDARG00000063407
paramormyrops_kingsleyae ENSPKIG00000010786
scleropages_formosus ENSSFOG00015022109
lepisosteus_oculatus ENSLOCG00000006471
