ursus_americanus ENSUAMG00000014139
ursus_maritimus ENSUMAG00000020884
mustela_putorius_furo ENSMPUG00000005528
vulpes_vulpes ENSVVUG00000013545
canis_lupus_familiaris ENSCAFG00000006238
bos_mutus ENSBMUG00000019182
bos_taurus ENSBTAG00000048389
sus_scrofa ENSSSCG00000023195
equus_caballus ENSECAG00000021857
equus_asinus_asinus ENSEASG00005002308
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014373
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018716
fukomys_damarensis ENSFDAG00000009712
spermophilus_dauricus ENSSDAG00000005463
urocitellus_parryii ENSUPAG00010021281
peromyscus_maniculatus_bairdii ENSPEMG00000018159
microtus_ochrogaster ENSMOCG00000020020
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018282
cricetulus_griseus_crigri_1.0 ENSCGRG00000000510
cricetulus_griseus_crigri-picr ENSCGRG00015011265
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030591
mus_spicilegus ENSMSIG00000003818
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074221
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029495
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012729
rattus_norvegicus ENSRNOG00000046652
meriones_unguiculatus ENSMUGG00000012110
nannospalax_galili ENSNGAG00000014394
jaculus_jaculus ENSJJAG00000019062
castor_canadensis ENSCCNG00000030649
oryctolagus_cuniculus ENSOCUG00000029606
pan_troglodytes ENSPTRG00000024099
pan_paniscus ENSPPAG00000029846
pongo_abelii ENSPPYG00000029915
theropithecus_gelada ENSTGEG00000006953
macaca_mulatta ENSMMUG00000047818
dasypus_novemcinctus ENSDNOG00000045460
panthera_tigris_altaica ENSPTIG00000006536
felis_catus ENSFCAG00000023086
nannospalax_galili ENSNGAG00000021944
gopherus_agassizii ENSGAGG00000016072
