salvator_merianae ENSSMRG00000008214
anolis_carolinensis ENSACAG00000028314
anas_platyrhynchos_platyrhynchos ENSAPLG00000018521
mastacembelus_armatus ENSMAMG00000013609
monopterus_albus ENSMALG00000022239
anabas_testudineus ENSATEG00000001649
seriola_lalandi_dorsalis ENSSLDG00000017363
seriola_dumerili ENSSDUG00000021603
amphiprion_ocellaris ENSAOCG00000014240
amphiprion_percula ENSAPEG00000017928
acanthochromis_polyacanthus ENSAPOG00000020552
stegastes_partitus ENSSPAG00000016905
maylandia_zebra ENSMZEG00005016793
astatotilapia_calliptera ENSACLG00000024589
haplochromis_burtoni ENSHBUG00000022429
astatotilapia_calliptera ENSACLG00000024618
neolamprologus_brichardi ENSNBRG00000022463
pundamilia_nyererei ENSPNYG00000022754
amphilophus_citrinellus ENSACIG00000010983
fundulus_heteroclitus ENSFHEG00000007543
cyprinodon_variegatus ENSCVAG00000005034
poecilia_formosa ENSPFOG00000000333
poecilia_mexicana ENSPMEG00000003271
poecilia_latipinna ENSPLAG00000005217
poecilia_reticulata ENSPREG00000010195
xiphophorus_maculatus ENSXMAG00000028194
xiphophorus_couchianus ENSXCOG00000003721
gambusia_affinis ENSGAFG00000014941
kryptolebias_marmoratus ENSKMAG00000011598
oryzias_latipes_asm223471v1 ENSORLG00020003733
oryzias_latipes_asm223467v1 ENSORLG00000012489
oryzias_latipes_asm223469v1 ENSORLG00015002115
oryzias_melastigma ENSOMEG00000013752
labrus_bergylta ENSLBEG00000004641
takifugu_rubripes ENSTRUG00000022483
hippocampus_comes ENSHCOG00000009047
periophthalmus_magnuspinnatus ENSPMGG00000004473
esox_lucius ENSELUG00000002084
pygocentrus_nattereri ENSPNAG00000016590
astyanax_mexicanus ENSAMXG00000013905
ictalurus_punctatus ENSIPUG00000016364
danio_rerio ENSDARG00000096603
paramormyrops_kingsleyae ENSPKIG00000008649
scleropages_formosus ENSSFOG00015006350
lepisosteus_oculatus ENSLOCG00000008496
eptatretus_burgeri ENSEBUG00000001666
