serinus_canaria ENSSCAG00000010860
lonchura_striata_domestica ENSLSDG00000006538
junco_hyemalis ENSJHYG00000008558
zonotrichia_albicollis ENSZALG00000018035
parus_major ENSPMJG00000010406
cyanistes_caeruleus ENSCCEG00000015161
ficedula_albicollis ENSFALG00000005205
manacus_vitellinus ENSMVIG00005004527
melopsittacus_undulatus ENSMUNG00000003223
calidris_pugnax ENSCPUG00000006097
calidris_pygmaea ENSCPGG00000008092
gallus_gallus ENSGALG00000032036
coturnix_japonica ENSCJPG00005017295
meleagris_gallopavo ENSMGAG00000014255
numida_meleagris ENSNMEG00000017005
anas_platyrhynchos_platyrhynchos ENSAPLG00000015439
taeniopygia_guttata ENSTGUG00000013368
apteryx_owenii ENSAOWG00000015384
apteryx_haastii ENSAHAG00000009733
apteryx_rowi ENSARWG00000007986
dromaius_novaehollandiae ENSDNVG00000007125
nothoprocta_perdicaria ENSNPEG00000006984
gopherus_agassizii ENSGAGG00000020406
pogona_vitticeps ENSPVIG00000025231
anolis_carolinensis ENSACAG00000011534
notechis_scutatus ENSNSUG00000019142
salvator_merianae ENSSMRG00000009578
chrysemys_picta_bellii ENSCPBG00000001770
chelonoidis_abingdonii ENSCABG00000018072
pelodiscus_sinensis ENSPSIG00000014847
crocodylus_porosus ENSCPRG00005001570
sphenodon_punctatus ENSSPUG00000004822
pteropus_vampyrus ENSPVAG00000016380
myotis_lucifugus ENSMLUG00000003639
ursus_americanus ENSUAMG00000005190
ursus_maritimus ENSUMAG00000017283
ailuropoda_melanoleuca ENSAMEG00000002560
mustela_putorius_furo ENSMPUG00000008131
neovison_vison ENSNVIG00000005048
canis_lupus_familiaris ENSCAFG00000017015
canis_lupus_dingo ENSCAFG00020007072
vulpes_vulpes ENSVVUG00000028125
panthera_pardus ENSPPRG00000002211
panthera_tigris_altaica ENSPTIG00000015744
felis_catus ENSFCAG00000001661
capra_hircus ENSCHIG00000024711
ovis_aries ENSOARG00000019110
bison_bison_bison ENSBBBG00000012703
bos_mutus ENSBMUG00000022398
bos_taurus ENSBTAG00000007117
tursiops_truncatus ENSTTRG00000010320
sus_scrofa ENSSSCG00000026818
equus_asinus_asinus ENSEASG00005019518
equus_caballus ENSECAG00000014633
erinaceus_europaeus ENSEEUG00000008654
sorex_araneus ENSSARG00000011558
pan_paniscus ENSPPAG00000040776
pan_troglodytes ENSPTRG00000008734
homo_sapiens ENSG00000178971
gorilla_gorilla ENSGGOG00000002872
pongo_abelii ENSPPYG00000007954
nomascus_leucogenys ENSNLEG00000009917
macaca_fascicularis ENSMFAG00000001148
macaca_mulatta ENSMMUG00000001938
macaca_nemestrina ENSMNEG00000039508
theropithecus_gelada ENSTGEG00000026249
papio_anubis ENSPANG00000023834
cercocebus_atys ENSCATG00000029822
mandrillus_leucophaeus ENSMLEG00000000484
chlorocebus_sabaeus ENSCSAG00000010689
rhinopithecus_bieti ENSRBIG00000042582
rhinopithecus_roxellana ENSRROG00000017070
colobus_angolensis_palliatus ENSCANG00000021549
piliocolobus_tephrosceles ENSPTEG00000007154
cebus_capucinus_imitator ENSCCAG00000018012
saimiri_boliviensis_boliviensis ENSSBOG00000033635
callithrix_jacchus ENSCJAG00000014494
aotus_nancymaae ENSANAG00000027192
carlito_syrichta ENSTSYG00000003738
propithecus_coquereli ENSPCOG00000026556
microcebus_murinus ENSMICG00000013795
prolemur_simus ENSPSMG00000017602
otolemur_garnettii ENSOGAG00000001969
tupaia_belangeri ENSTBEG00000007805
castor_canadensis ENSCCNG00000003083
dipodomys_ordii ENSDORG00000011178
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017385
mus_spicilegus ENSMSIG00000009290
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020898
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016549
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017680
rattus_norvegicus ENSRNOG00000005357
meriones_unguiculatus ENSMUGG00000011215
cricetulus_griseus_crigri-picr ENSCGRG00015011660
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022146
cricetulus_griseus_crigri_1.0 ENSCGRG00000012020
mesocricetus_auratus ENSMAUG00000020400
peromyscus_maniculatus_bairdii ENSPEMG00000012742
microtus_ochrogaster ENSMOCG00000021885
nannospalax_galili ENSNGAG00000014051
jaculus_jaculus ENSJJAG00000023011
chinchilla_lanigera ENSCLAG00000014305
octodon_degus ENSODEG00000017917
cavia_porcellus ENSCPOG00000003291
cavia_aperea ENSCAPG00000012404
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015968
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016708
fukomys_damarensis ENSFDAG00000008366
urocitellus_parryii ENSUPAG00010016436
ictidomys_tridecemlineatus ENSSTOG00000005442
spermophilus_dauricus ENSSDAG00000000754
marmota_marmota_marmota ENSMMMG00000020294
oryctolagus_cuniculus ENSOCUG00000010809
ochotona_princeps ENSOPRG00000016982
loxodonta_africana ENSLAFG00000026750
procavia_capensis ENSPCAG00000015917
echinops_telfairi ENSETEG00000004605
dasypus_novemcinctus ENSDNOG00000042608
notamacropus_eugenii ENSMEUG00000014443
phascolarctos_cinereus ENSPCIG00000001377
sarcophilus_harrisii ENSSHAG00000012528
monodelphis_domestica ENSMODG00000007871
ornithorhynchus_anatinus ENSOANG00000015490
xenopus_tropicalis ENSXETG00000031858
astyanax_mexicanus ENSAMXG00000014176
pygocentrus_nattereri ENSPNAG00000000206
ictalurus_punctatus ENSIPUG00000003776
danio_rerio ENSDARG00000070119
seriola_dumerili ENSSDUG00000008714
seriola_lalandi_dorsalis ENSSLDG00000019813
scophthalmus_maximus ENSSMAG00000003279
monopterus_albus ENSMALG00000010939
astatotilapia_calliptera ENSACLG00000027984
astatotilapia_calliptera ENSACLG00000027987
maylandia_zebra ENSMZEG00005025821
astatotilapia_calliptera ENSACLG00000027990
maylandia_zebra ENSMZEG00005004132
astatotilapia_calliptera ENSACLG00000027986
maylandia_zebra ENSMZEG00005004241
pundamilia_nyererei ENSPNYG00000006981
astatotilapia_calliptera ENSACLG00000014906
amphiprion_ocellaris ENSAOCG00000003679
xiphophorus_maculatus ENSXMAG00000023232
poecilia_formosa ENSPFOG00000022535
kryptolebias_marmoratus ENSKMAG00000005337
oryzias_latipes_asm223471v1 ENSORLG00020002621
oryzias_latipes_asm223467v1 ENSORLG00000029634
oryzias_melastigma ENSOMEG00000015808
mastacembelus_armatus ENSMAMG00000011301
mastacembelus_armatus ENSMAMG00000011434
mastacembelus_armatus ENSMAMG00000011341
anabas_testudineus ENSATEG00000018859
mola_mola ENSMMOG00000000635
takifugu_rubripes ENSTRUG00000004570
gasterosteus_aculeatus ENSGACG00000001169
stegastes_partitus ENSSPAG00000002346
cynoglossus_semilaevis ENSCSEG00000006034
hippocampus_comes ENSHCOG00000009333
periophthalmus_magnuspinnatus ENSPMGG00000022533
gadus_morhua ENSGMOG00000010052
paramormyrops_kingsleyae ENSPKIG00000021575
scleropages_formosus ENSSFOG00015022022
lepisosteus_oculatus ENSLOCG00000013553
lepisosteus_oculatus ENSLOCG00000013558
eptatretus_burgeri ENSEBUG00000004046
