phascolarctos_cinereus ENSPCIG00000022252
notamacropus_eugenii ENSMEUG00000012331
sarcophilus_harrisii ENSSHAG00000017311
monodelphis_domestica ENSMODG00000009009
castor_canadensis ENSCCNG00000008376
dipodomys_ordii ENSDORG00000005156
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024571
mus_spicilegus ENSMSIG00000008202
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027111
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023648
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025100
rattus_norvegicus ENSRNOG00000001518
meriones_unguiculatus ENSMUGG00000026007
meriones_unguiculatus ENSMUGG00000026006
microtus_ochrogaster ENSMOCG00000013969
peromyscus_maniculatus_bairdii ENSPEMG00000021809
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017916
cricetulus_griseus_crigri_1.0 ENSCGRG00000009486
cricetulus_griseus_crigri-picr ENSCGRG00015002126
mesocricetus_auratus ENSMAUG00000020187
nannospalax_galili ENSNGAG00000023769
jaculus_jaculus ENSJJAG00000012292
spermophilus_dauricus ENSSDAG00000011420
ictidomys_tridecemlineatus ENSSTOG00000006442
urocitellus_parryii ENSUPAG00010010765
marmota_marmota_marmota ENSMMMG00000023663
chinchilla_lanigera ENSCLAG00000006496
octodon_degus ENSODEG00000010571
cavia_porcellus ENSCPOG00000008418
cavia_aperea ENSCAPG00000007582
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010983
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010823
fukomys_damarensis ENSFDAG00000020202
ochotona_princeps ENSOPRG00000005642
oryctolagus_cuniculus ENSOCUG00000000403
tupaia_belangeri ENSTBEG00000013342
pan_troglodytes ENSPTRG00000012641
pan_paniscus ENSPPAG00000027108
homo_sapiens ENSG00000091409
gorilla_gorilla ENSGGOG00000007814
pongo_abelii ENSPPYG00000012936
nomascus_leucogenys ENSNLEG00000005561
macaca_fascicularis ENSMFAG00000038164
macaca_mulatta ENSMMUG00000002370
