oryzias_latipes_asm223469v1 ENSORLG00015010453
oryzias_latipes_asm223467v1 ENSORLG00000026819
oryzias_latipes_asm223471v1 ENSORLG00020008509
astatotilapia_calliptera ENSACLG00000013220
labrus_bergylta ENSLBEG00000012586
danio_rerio ENSDARG00000100202
macaca_mulatta ENSMMUG00000038003
macaca_mulatta ENSMMUG00000045938
piliocolobus_tephrosceles ENSPTEG00000006411
mustela_putorius_furo ENSMPUG00000019242
ficedula_albicollis ENSFALG00000013345
cyanistes_caeruleus ENSCCEG00000000007
gallus_gallus ENSGALG00000053838
pelodiscus_sinensis ENSPSIG00000009704
pelodiscus_sinensis ENSPSIG00000004362
equus_caballus ENSECAG00000037931
vulpes_vulpes ENSVVUG00000029118
piliocolobus_tephrosceles ENSPTEG00000022297
dasypus_novemcinctus ENSDNOG00000038752
capra_hircus ENSCHIG00000017435
ovis_aries ENSOARG00000007896
canis_lupus_familiaris ENSCAFG00000032200
dasypus_novemcinctus ENSDNOG00000037130
pelodiscus_sinensis ENSPSIG00000000866
gallus_gallus ENSGALG00000047567
ficedula_albicollis ENSFALG00000014555
numida_meleagris ENSNMEG00000004201
