ailuropoda_melanoleuca ENSAMEG00000001221
ursus_maritimus ENSUMAG00000014239
neovison_vison ENSNVIG00000023605
mustela_putorius_furo ENSMPUG00000014515
canis_lupus_familiaris ENSCAFG00000032585
vulpes_vulpes ENSVVUG00000028294
ursus_maritimus ENSUMAG00000014244
ursus_americanus ENSUAMG00000022436
sorex_araneus ENSSARG00000001725
pan_paniscus ENSPPAG00000035485
pan_troglodytes ENSPTRG00000023219
homo_sapiens ENSG00000174652
gorilla_gorilla ENSGGOG00000036368
pongo_abelii ENSPPYG00000009527
nomascus_leucogenys ENSNLEG00000028253
cercocebus_atys ENSCATG00000030824
mandrillus_leucophaeus ENSMLEG00000036532
theropithecus_gelada ENSTGEG00000023312
papio_anubis ENSPANG00000029279
macaca_fascicularis ENSMFAG00000032036
macaca_nemestrina ENSMNEG00000040675
chlorocebus_sabaeus ENSCSAG00000007688
rhinopithecus_roxellana ENSRROG00000031956
rhinopithecus_bieti ENSRBIG00000018839
colobus_angolensis_palliatus ENSCANG00000035830
piliocolobus_tephrosceles ENSPTEG00000032299
saimiri_boliviensis_boliviensis ENSSBOG00000022373
callithrix_jacchus ENSCJAG00000006176
cebus_capucinus_imitator ENSCCAG00000031253
aotus_nancymaae ENSANAG00000020275
carlito_syrichta ENSTSYG00000037223
propithecus_coquereli ENSPCOG00000020876
prolemur_simus ENSPSMG00000006842
microcebus_murinus ENSMICG00000045643
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012460
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013158
marmota_marmota_marmota ENSMMMG00000015466
castor_canadensis ENSCCNG00000029985
peromyscus_maniculatus_bairdii ENSPEMG00000024432
tupaia_belangeri ENSTBEG00000008247
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005926
octodon_degus ENSODEG00000016706
marmota_marmota_marmota ENSMMMG00000015621
ictidomys_tridecemlineatus ENSSTOG00000032983
ochotona_princeps ENSOPRG00000007098
urocitellus_parryii ENSUPAG00010022423
ictidomys_tridecemlineatus ENSSTOG00000030417
oryctolagus_cuniculus ENSOCUG00000006857
castor_canadensis ENSCCNG00000029992
dipodomys_ordii ENSDORG00000023837
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032964
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000060510
mus_spicilegus ENSMSIG00000017958
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031840
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014706
rattus_norvegicus ENSRNOG00000034037
meriones_unguiculatus ENSMUGG00000020418
peromyscus_maniculatus_bairdii ENSPEMG00000014715
microtus_ochrogaster ENSMOCG00000010485
cricetulus_griseus_crigri_1.0 ENSCGRG00000013143
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013855
cricetulus_griseus_crigri-picr ENSCGRG00015024154
mesocricetus_auratus ENSMAUG00000000253
nannospalax_galili ENSNGAG00000018635
jaculus_jaculus ENSJJAG00000014866
cavia_aperea ENSCAPG00000009324
cavia_porcellus ENSCPOG00000034244
octodon_degus ENSODEG00000016654
chinchilla_lanigera ENSCLAG00000007380
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007240
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015046
fukomys_damarensis ENSFDAG00000018118
marmota_marmota_marmota ENSMMMG00000015501
ictidomys_tridecemlineatus ENSSTOG00000033735
urocitellus_parryii ENSUPAG00010022422
equus_asinus_asinus ENSEASG00005020303
equus_caballus ENSECAG00000032605
felis_catus ENSFCAG00000041136
panthera_tigris_altaica ENSPTIG00000016390
vicugna_pacos ENSVPAG00000011051
tursiops_truncatus ENSTTRG00000010093
panthera_tigris_altaica ENSPTIG00000016382
bos_mutus ENSBMUG00000006559
capra_hircus ENSCHIG00000026481
echinops_telfairi ENSETEG00000008470
salvator_merianae ENSSMRG00000013575
