ursus_maritimus ENSUMAG00000005978
ursus_americanus ENSUAMG00000025596
ailuropoda_melanoleuca ENSAMEG00000012285
neovison_vison ENSNVIG00000010266
mustela_putorius_furo ENSMPUG00000012993
canis_lupus_familiaris ENSCAFG00000001853
canis_lupus_dingo ENSCAFG00020011962
canis_lupus_dingo ENSCAFG00020010844
vulpes_vulpes ENSVVUG00000028864
panthera_pardus ENSPPRG00000012637
panthera_tigris_altaica ENSPTIG00000019297
felis_catus ENSFCAG00000009727
equus_caballus ENSECAG00000005169
equus_asinus_asinus ENSEASG00005003283
capra_hircus ENSCHIG00000016995
ovis_aries ENSOARG00000006936
bos_mutus ENSBMUG00000012259
bos_taurus ENSBTAG00000005842
bison_bison_bison ENSBBBG00000018811
tursiops_truncatus ENSTTRG00000006336
sus_scrofa ENSSSCG00000001680
vicugna_pacos ENSVPAG00000000852
myotis_lucifugus ENSMLUG00000017747
pteropus_vampyrus ENSPVAG00000005677
erinaceus_europaeus ENSEEUG00000002609
pan_troglodytes ENSPTRG00000018197
pan_paniscus ENSPPAG00000000313
homo_sapiens ENSG00000124574
gorilla_gorilla ENSGGOG00000026443
pongo_abelii ENSPPYG00000016640
nomascus_leucogenys ENSNLEG00000004134
macaca_nemestrina ENSMNEG00000036492
macaca_fascicularis ENSMFAG00000036554
mandrillus_leucophaeus ENSMLEG00000043799
macaca_mulatta ENSMMUG00000015569
theropithecus_gelada ENSTGEG00000029648
papio_anubis ENSPANG00000015995
cercocebus_atys ENSCATG00000027767
chlorocebus_sabaeus ENSCSAG00000011802
piliocolobus_tephrosceles ENSPTEG00000016353
colobus_angolensis_palliatus ENSCANG00000043735
rhinopithecus_roxellana ENSRROG00000037318
rhinopithecus_bieti ENSRBIG00000038106
cebus_capucinus_imitator ENSCCAG00000027143
saimiri_boliviensis_boliviensis ENSSBOG00000030546
callithrix_jacchus ENSCJAG00000005446
aotus_nancymaae ENSANAG00000020430
carlito_syrichta ENSTSYG00000005414
prolemur_simus ENSPSMG00000017786
microcebus_murinus ENSMICG00000004986
propithecus_coquereli ENSPCOG00000024127
otolemur_garnettii ENSOGAG00000016288
tupaia_belangeri ENSTBEG00000011778
nannospalax_galili ENSNGAG00000013794
nannospalax_galili ENSNGAG00000016294
nannospalax_galili ENSNGAG00000007514
microtus_ochrogaster ENSMOCG00000003424
microtus_ochrogaster ENSMOCG00000019472
microtus_ochrogaster ENSMOCG00000011089
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021477
cricetulus_griseus_crigri-picr ENSCGRG00015018636
cricetulus_griseus_crigri_1.0 ENSCGRG00000015396
mesocricetus_auratus ENSMAUG00000008720
peromyscus_maniculatus_bairdii ENSPEMG00000008293
mus_spicilegus ENSMSIG00000011931
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022579
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032842
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021667
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020659
rattus_norvegicus ENSRNOG00000018863
meriones_unguiculatus ENSMUGG00000021831
jaculus_jaculus ENSJJAG00000023168
chinchilla_lanigera ENSCLAG00000012360
octodon_degus ENSODEG00000016331
cavia_aperea ENSCAPG00000014466
cavia_porcellus ENSCPOG00000009891
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017199
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011174
fukomys_damarensis ENSFDAG00000012192
castor_canadensis ENSCCNG00000016227
dipodomys_ordii ENSDORG00000001157
spermophilus_dauricus ENSSDAG00000014484
ictidomys_tridecemlineatus ENSSTOG00000010566
urocitellus_parryii ENSUPAG00010018361
marmota_marmota_marmota ENSMMMG00000024552
oryctolagus_cuniculus ENSOCUG00000004357
ochotona_princeps ENSOPRG00000000128
loxodonta_africana ENSLAFG00000003182
procavia_capensis ENSPCAG00000002944
echinops_telfairi ENSETEG00000009399
dasypus_novemcinctus ENSDNOG00000010523
sorex_araneus ENSSARG00000011184
phascolarctos_cinereus ENSPCIG00000031242
phascolarctos_cinereus ENSPCIG00000028124
notamacropus_eugenii ENSMEUG00000014069
sarcophilus_harrisii ENSSHAG00000014014
monodelphis_domestica ENSMODG00000018973
ornithorhynchus_anatinus ENSOANG00000014395
ornithorhynchus_anatinus ENSOANG00000021679
ornithorhynchus_anatinus ENSOANG00000003601
