scophthalmus_maximus ENSSMAG00000020051
cynoglossus_semilaevis ENSCSEG00000009873
oryzias_latipes_asm223469v1 ENSORLG00015011729
oryzias_latipes_asm223471v1 ENSORLG00020021432
oryzias_latipes_asm223467v1 ENSORLG00000015459
oryzias_melastigma ENSOMEG00000020477
hippocampus_comes ENSHCOG00000004346
gasterosteus_aculeatus ENSGACG00000013195
amphiprion_ocellaris ENSAOCG00000013285
amphiprion_percula ENSAPEG00000002742
acanthochromis_polyacanthus ENSAPOG00000001868
stegastes_partitus ENSSPAG00000004717
oreochromis_niloticus ENSONIG00000015869
neolamprologus_brichardi ENSNBRG00000009891
maylandia_zebra ENSMZEG00005001618
pundamilia_nyererei ENSPNYG00000008692
astatotilapia_calliptera ENSACLG00000002859
haplochromis_burtoni ENSHBUG00000022724
amphilophus_citrinellus ENSACIG00000014580
mola_mola ENSMMOG00000014926
tetraodon_nigroviridis ENSTNIG00000016775
labrus_bergylta ENSLBEG00000027603
mastacembelus_armatus ENSMAMG00000020624
monopterus_albus ENSMALG00000016166
seriola_dumerili ENSSDUG00000003229
seriola_lalandi_dorsalis ENSSLDG00000014795
cyprinodon_variegatus ENSCVAG00000002187
fundulus_heteroclitus ENSFHEG00000006199
poecilia_mexicana ENSPMEG00000014553
poecilia_formosa ENSPFOG00000004436
poecilia_latipinna ENSPLAG00000015681
xiphophorus_maculatus ENSXMAG00000027366
gambusia_affinis ENSGAFG00000011297
kryptolebias_marmoratus ENSKMAG00000008233
periophthalmus_magnuspinnatus ENSPMGG00000002460
gadus_morhua ENSGMOG00000013080
esox_lucius ENSELUG00000005829
pygocentrus_nattereri ENSPNAG00000000591
astyanax_mexicanus ENSAMXG00000041033
ictalurus_punctatus ENSIPUG00000017182
danio_rerio ENSDARG00000035625
scleropages_formosus ENSSFOG00015018311
lepisosteus_oculatus ENSLOCG00000015319
capra_hircus ENSCHIG00000026151
bison_bison_bison ENSBBBG00000021860
myotis_lucifugus ENSMLUG00000016636
capra_hircus ENSCHIG00000007497
capra_hircus ENSCHIG00000024496
ovis_aries ENSOARG00000020806
bos_mutus ENSBMUG00000020691
bos_taurus ENSBTAG00000037746
bison_bison_bison ENSBBBG00000016903
tursiops_truncatus ENSTTRG00000007495
sus_scrofa ENSSSCG00000025674
vicugna_pacos ENSVPAG00000001759
pteropus_vampyrus ENSPVAG00000001243
ursus_americanus ENSUAMG00000000224
ursus_maritimus ENSUMAG00000021411
neovison_vison ENSNVIG00000003642
mustela_putorius_furo ENSMPUG00000007050
canis_lupus_dingo ENSCAFG00020001789
canis_lupus_familiaris ENSCAFG00000003319
panthera_pardus ENSPPRG00000012395
panthera_tigris_altaica ENSPTIG00000006023
felis_catus ENSFCAG00000023608
equus_caballus ENSECAG00000016025
homo_sapiens ENSG00000124380
chlorocebus_sabaeus ENSCSAG00000015116
saimiri_boliviensis_boliviensis ENSSBOG00000032873
carlito_syrichta ENSTSYG00000034149
castor_canadensis ENSCCNG00000021137
dipodomys_ordii ENSDORG00000010020
urocitellus_parryii ENSUPAG00010005452
ictidomys_tridecemlineatus ENSSTOG00000022865
spermophilus_dauricus ENSSDAG00000021926
marmota_marmota_marmota ENSMMMG00000004977
meriones_unguiculatus ENSMUGG00000021189
meriones_unguiculatus ENSMUGG00000014294
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001158
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022338
peromyscus_maniculatus_bairdii ENSPEMG00000007464
peromyscus_maniculatus_bairdii ENSPEMG00000005522
microtus_ochrogaster ENSMOCG00000015564
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006039
cricetulus_griseus_crigri-picr ENSCGRG00015018836
