oryzias_latipes_asm223469v1 ENSORLG00015003727
oryzias_latipes_asm223467v1 ENSORLG00000017988
oryzias_latipes_asm223471v1 ENSORLG00020003924
oryzias_melastigma ENSOMEG00000012384
hippocampus_comes ENSHCOG00000002592
tetraodon_nigroviridis ENSTNIG00000014904
takifugu_rubripes ENSTRUG00000008341
gasterosteus_aculeatus ENSGACG00000016925
amphiprion_percula ENSAPEG00000021916
amphiprion_ocellaris ENSAOCG00000023274
acanthochromis_polyacanthus ENSAPOG00000023033
stegastes_partitus ENSSPAG00000013017
pundamilia_nyererei ENSPNYG00000007987
haplochromis_burtoni ENSHBUG00000013380
astatotilapia_calliptera ENSACLG00000011223
maylandia_zebra ENSMZEG00005024480
neolamprologus_brichardi ENSNBRG00000011804
oreochromis_niloticus ENSONIG00000018605
amphilophus_citrinellus ENSACIG00000007726
mola_mola ENSMMOG00000020655
mastacembelus_armatus ENSMAMG00000002348
monopterus_albus ENSMALG00000018445
anabas_testudineus ENSATEG00000021872
scophthalmus_maximus ENSSMAG00000015465
cynoglossus_semilaevis ENSCSEG00000014520
seriola_dumerili ENSSDUG00000011938
seriola_lalandi_dorsalis ENSSLDG00000010966
labrus_bergylta ENSLBEG00000017705
xiphophorus_couchianus ENSXCOG00000018731
xiphophorus_maculatus ENSXMAG00000000578
gambusia_affinis ENSGAFG00000020071
poecilia_latipinna ENSPLAG00000015853
poecilia_formosa ENSPFOG00000003232
poecilia_reticulata ENSPREG00000013489
poecilia_mexicana ENSPMEG00000018296
cyprinodon_variegatus ENSCVAG00000018342
fundulus_heteroclitus ENSFHEG00000009389
kryptolebias_marmoratus ENSKMAG00000021986
periophthalmus_magnuspinnatus ENSPMGG00000014826
gadus_morhua ENSGMOG00000012521
esox_lucius ENSELUG00000013771
pygocentrus_nattereri ENSPNAG00000001538
astyanax_mexicanus ENSAMXG00000001721
danio_rerio ENSDARG00000013117
scleropages_formosus ENSSFOG00015008421
paramormyrops_kingsleyae ENSPKIG00000000844
paramormyrops_kingsleyae ENSPKIG00000010912
scleropages_formosus ENSSFOG00015007072
lepisosteus_oculatus ENSLOCG00000004101
phascolarctos_cinereus ENSPCIG00000006069
monodelphis_domestica ENSMODG00000006582
sarcophilus_harrisii ENSSHAG00000011038
ornithorhynchus_anatinus ENSOANG00000022670
ornithorhynchus_anatinus ENSOANG00000003136
gopherus_agassizii ENSGAGG00000005547
chelonoidis_abingdonii ENSCABG00000003288
chrysemys_picta_bellii ENSCPBG00000010734
pelodiscus_sinensis ENSPSIG00000003494
coturnix_japonica ENSCJPG00005010333
gallus_gallus ENSGALG00000001317
meleagris_gallopavo ENSMGAG00000002676
numida_meleagris ENSNMEG00000002998
anser_brachyrhynchus ENSABRG00000004708
anas_platyrhynchos_platyrhynchos ENSAPLG00000016255
calidris_pygmaea ENSCPGG00000012549
calidris_pugnax ENSCPUG00000007423
lepidothrix_coronata ENSLCOG00000013210
manacus_vitellinus ENSMVIG00005015572
lonchura_striata_domestica ENSLSDG00000008675
taeniopygia_guttata ENSTGUG00000000605
junco_hyemalis ENSJHYG00000006015
zonotrichia_albicollis ENSZALG00000016998
serinus_canaria ENSSCAG00000005662
cyanistes_caeruleus ENSCCEG00000013576
parus_major ENSPMJG00000011011
ficedula_albicollis ENSFALG00000013902
melopsittacus_undulatus ENSMUNG00000001684
apteryx_haastii ENSAHAG00000003342
apteryx_rowi ENSARWG00000010828
apteryx_owenii ENSAOWG00000013370
dromaius_novaehollandiae ENSDNVG00000012829
nothoprocta_perdicaria ENSNPEG00000001844
sphenodon_punctatus ENSSPUG00000009338
xenopus_tropicalis ENSXETG00000006560
latimeria_chalumnae ENSLACG00000008171
