gopherus_agassizii ENSGAGG00000001261
chelonoidis_abingdonii ENSCABG00000014007
chrysemys_picta_bellii ENSCPBG00000003929
apteryx_owenii ENSAOWG00000019386
anolis_carolinensis ENSACAG00000005762
pogona_vitticeps ENSPVIG00000018209
salvator_merianae ENSSMRG00000004278
phascolarctos_cinereus ENSPCIG00000025214
phascolarctos_cinereus ENSPCIG00000031657
notamacropus_eugenii ENSMEUG00000016723
sarcophilus_harrisii ENSSHAG00000012594
callithrix_jacchus ENSCJAG00000006133
cebus_capucinus_imitator ENSCCAG00000023222
saimiri_boliviensis_boliviensis ENSSBOG00000023378
aotus_nancymaae ENSANAG00000031935
piliocolobus_tephrosceles ENSPTEG00000021422
colobus_angolensis_palliatus ENSCANG00000027982
rhinopithecus_bieti ENSRBIG00000042929
rhinopithecus_roxellana ENSRROG00000036489
cercocebus_atys ENSCATG00000036741
mandrillus_leucophaeus ENSMLEG00000043193
theropithecus_gelada ENSTGEG00000016815
chlorocebus_sabaeus ENSCSAG00000006345
macaca_mulatta ENSMMUG00000006878
macaca_fascicularis ENSMFAG00000028824
macaca_nemestrina ENSMNEG00000033558
papio_anubis ENSPANG00000014560
pan_paniscus ENSPPAG00000031658
pan_troglodytes ENSPTRG00000007945
homo_sapiens ENSG00000176953
gorilla_gorilla ENSGGOG00000001960
pongo_abelii ENSPPYG00000007222
nomascus_leucogenys ENSNLEG00000011397
carlito_syrichta ENSTSYG00000025952
prolemur_simus ENSPSMG00000022553
microcebus_murinus ENSMICG00000000674
propithecus_coquereli ENSPCOG00000008224
otolemur_garnettii ENSOGAG00000006885
dasypus_novemcinctus ENSDNOG00000032794
choloepus_hoffmanni ENSCHOG00000011828
loxodonta_africana ENSLAFG00000021501
echinops_telfairi ENSETEG00000001722
mus_spicilegus ENSMSIG00000016853
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031557
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030722
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030443
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013653
rattus_norvegicus ENSRNOG00000057384
meriones_unguiculatus ENSMUGG00000011409
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023795
cricetulus_griseus_crigri_1.0 ENSCGRG00000001574
cricetulus_griseus_crigri-picr ENSCGRG00015025958
mesocricetus_auratus ENSMAUG00000013997
peromyscus_maniculatus_bairdii ENSPEMG00000017350
microtus_ochrogaster ENSMOCG00000013210
nannospalax_galili ENSNGAG00000011194
jaculus_jaculus ENSJJAG00000015857
ictidomys_tridecemlineatus ENSSTOG00000022263
urocitellus_parryii ENSUPAG00010011493
marmota_marmota_marmota ENSMMMG00000023596
spermophilus_dauricus ENSSDAG00000008421
chinchilla_lanigera ENSCLAG00000014295
octodon_degus ENSODEG00000014108
cavia_porcellus ENSCPOG00000025814
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014293
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001438
fukomys_damarensis ENSFDAG00000010633
castor_canadensis ENSCCNG00000001885
dipodomys_ordii ENSDORG00000024986
tupaia_belangeri ENSTBEG00000015914
equus_caballus ENSECAG00000010483
equus_asinus_asinus ENSEASG00005017217
myotis_lucifugus ENSMLUG00000011851
myotis_lucifugus ENSMLUG00000025406
ursus_maritimus ENSUMAG00000007453
ursus_americanus ENSUAMG00000015765
canis_lupus_dingo ENSCAFG00020011825
panthera_tigris_altaica ENSPTIG00000021657
panthera_pardus ENSPPRG00000021925
felis_catus ENSFCAG00000004400
ailuropoda_melanoleuca ENSAMEG00000015704
ursus_americanus ENSUAMG00000015766
neovison_vison ENSNVIG00000005083
mustela_putorius_furo ENSMPUG00000012877
canis_lupus_familiaris ENSCAFG00000017306
vulpes_vulpes ENSVVUG00000024159
pteropus_vampyrus ENSPVAG00000003975
tursiops_truncatus ENSTTRG00000007918
vicugna_pacos ENSVPAG00000006810
bos_mutus ENSBMUG00000001691
bos_taurus ENSBTAG00000014650
bison_bison_bison ENSBBBG00000018909
ovis_aries ENSOARG00000001555
capra_hircus ENSCHIG00000018034
sus_scrofa ENSSSCG00000007808
oryctolagus_cuniculus ENSOCUG00000002695
ochotona_princeps ENSOPRG00000000002
procavia_capensis ENSPCAG00000015793
ornithorhynchus_anatinus ENSOANG00000008850
latimeria_chalumnae ENSLACG00000007304
tetraodon_nigroviridis ENSTNIG00000001111
cynoglossus_semilaevis ENSCSEG00000010590
oryzias_latipes_asm223469v1 ENSORLG00015011754
oryzias_latipes_asm223471v1 ENSORLG00020020946
oryzias_melastigma ENSOMEG00000020062
amphiprion_percula ENSAPEG00000007344
acanthochromis_polyacanthus ENSAPOG00000007026
oreochromis_niloticus ENSONIG00000009381
astatotilapia_calliptera ENSACLG00000016774
poecilia_formosa ENSPFOG00000010096
poecilia_reticulata ENSPREG00000011846
poecilia_formosa ENSPFOG00000023696
fundulus_heteroclitus ENSFHEG00000022437
kryptolebias_marmoratus ENSKMAG00000004311
gasterosteus_aculeatus ENSGACG00000015000
mastacembelus_armatus ENSMAMG00000017936
seriola_dumerili ENSSDUG00000005954
seriola_lalandi_dorsalis ENSSLDG00000012466
anabas_testudineus ENSATEG00000017612
scophthalmus_maximus ENSSMAG00000016597
stegastes_partitus ENSSPAG00000019017
periophthalmus_magnuspinnatus ENSPMGG00000006685
hippocampus_comes ENSHCOG00000002028
gadus_morhua ENSGMOG00000000324
pygocentrus_nattereri ENSPNAG00000014624
astyanax_mexicanus ENSAMXG00000003379
ictalurus_punctatus ENSIPUG00000001830
danio_rerio ENSDARG00000011360
esox_lucius ENSELUG00000023841
scleropages_formosus ENSSFOG00015001294
