erinaceus_europaeus ENSEEUG00000015605
sorex_araneus ENSSARG00000005741
vulpes_vulpes ENSVVUG00000028108
canis_lupus_dingo ENSCAFG00020007133
macaca_mulatta ENSMMUG00000041258
macaca_nemestrina ENSMNEG00000010924
macaca_fascicularis ENSMFAG00000030285
theropithecus_gelada ENSTGEG00000026195
mandrillus_leucophaeus ENSMLEG00000013466
papio_anubis ENSPANG00000034804
cercocebus_atys ENSCATG00000020869
colobus_angolensis_palliatus ENSCANG00000003306
piliocolobus_tephrosceles ENSPTEG00000007320
rhinopithecus_bieti ENSRBIG00000001370
rhinopithecus_roxellana ENSRROG00000011984
pan_troglodytes ENSPTRG00000048061
pan_troglodytes ENSPTRG00000047944
pan_paniscus ENSPPAG00000007117
gorilla_gorilla ENSGGOG00000037358
pongo_abelii ENSPPYG00000007952
nomascus_leucogenys ENSNLEG00000009908
callithrix_jacchus ENSCJAG00000043213
prolemur_simus ENSPSMG00000017738
tupaia_belangeri ENSTBEG00000006030
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004000
cricetulus_griseus_crigri-picr ENSCGRG00015011601
peromyscus_maniculatus_bairdii ENSPEMG00000031120
meriones_unguiculatus ENSMUGG00000011208
jaculus_jaculus ENSJJAG00000017081
castor_canadensis ENSCCNG00000002989
phascolarctos_cinereus ENSPCIG00000023821
