ursus_americanus ENSUAMG00000009736
ursus_maritimus ENSUMAG00000022452
canis_lupus_familiaris ENSCAFG00000011754
panthera_tigris_altaica ENSPTIG00000014842
callithrix_jacchus ENSCJAG00000044310
callithrix_jacchus ENSCJAG00000038331
pongo_abelii ENSPPYG00000010463
rhinopithecus_roxellana ENSRROG00000029756
rhinopithecus_bieti ENSRBIG00000035258
theropithecus_gelada ENSTGEG00000015459
cercocebus_atys ENSCATG00000045082
papio_anubis ENSPANG00000014050
macaca_fascicularis ENSMFAG00000031757
mandrillus_leucophaeus ENSMLEG00000043265
homo_sapiens ENSG00000196459
saimiri_boliviensis_boliviensis ENSSBOG00000031094
cebus_capucinus_imitator ENSCCAG00000022360
callithrix_jacchus ENSCJAG00000039280
aotus_nancymaae ENSANAG00000036202
piliocolobus_tephrosceles ENSPTEG00000029306
carlito_syrichta ENSTSYG00000009404
otolemur_garnettii ENSOGAG00000002870
otolemur_garnettii ENSOGAG00000030314
microcebus_murinus ENSMICG00000004690
meriones_unguiculatus ENSMUGG00000021126
cavia_porcellus ENSCPOG00000034287
phascolarctos_cinereus ENSPCIG00000025135
oreochromis_niloticus ENSONIG00000016046
