anas_platyrhynchos_platyrhynchos ENSAPLG00000013758
anser_brachyrhynchus ENSABRG00000019128
coturnix_japonica ENSCJPG00005016922
meleagris_gallopavo ENSMGAG00000005503
gallus_gallus ENSGALG00000007546
numida_meleagris ENSNMEG00000020777
taeniopygia_guttata ENSTGUG00000005511
serinus_canaria ENSSCAG00000016139
zonotrichia_albicollis ENSZALG00000013723
ficedula_albicollis ENSFALG00000011293
manacus_vitellinus ENSMVIG00005011256
lepidothrix_coronata ENSLCOG00000009144
melopsittacus_undulatus ENSMUNG00000002593
calidris_pygmaea ENSCPGG00000018037
calidris_pugnax ENSCPUG00000008279
apteryx_owenii ENSAOWG00000014771
apteryx_haastii ENSAHAG00000007362
apteryx_rowi ENSARWG00000012515
dromaius_novaehollandiae ENSDNVG00000002174
nothoprocta_perdicaria ENSNPEG00000006128
crocodylus_porosus ENSCPRG00005007179
gopherus_agassizii ENSGAGG00000015735
chelonoidis_abingdonii ENSCABG00000020097
chrysemys_picta_bellii ENSCPBG00000012112
ornithorhynchus_anatinus ENSOANG00000014489
latimeria_chalumnae ENSLACG00000017436
paramormyrops_kingsleyae ENSPKIG00000013706
scleropages_formosus ENSSFOG00015010729
lepisosteus_oculatus ENSLOCG00000014861
