castor_canadensis ENSCCNG00000001434
dipodomys_ordii ENSDORG00000001680
nannospalax_galili ENSNGAG00000011377
nannospalax_galili ENSNGAG00000020100
cricetulus_griseus_crigri-picr ENSCGRG00015020552
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024062
cricetulus_griseus_crigri_1.0 ENSCGRG00000005194
mesocricetus_auratus ENSMAUG00000001558
microtus_ochrogaster ENSMOCG00000017955
peromyscus_maniculatus_bairdii ENSPEMG00000012191
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057522
mus_spicilegus ENSMSIG00000019434
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017852
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018136
rattus_norvegicus ENSRNOG00000004686
meriones_unguiculatus ENSMUGG00000010082
jaculus_jaculus ENSJJAG00000004272
marmota_marmota_marmota ENSMMMG00000017037
marmota_marmota_marmota ENSMMMG00000000303
urocitellus_parryii ENSUPAG00010005991
spermophilus_dauricus ENSSDAG00000011436
ictidomys_tridecemlineatus ENSSTOG00000007851
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005264
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012872
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003188
fukomys_damarensis ENSFDAG00000007364
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019982
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020743
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001878
fukomys_damarensis ENSFDAG00000019551
octodon_degus ENSODEG00000017139
octodon_degus ENSODEG00000018871
cavia_porcellus ENSCPOG00000010810
cavia_aperea ENSCAPG00000013734
chinchilla_lanigera ENSCLAG00000014002
oryctolagus_cuniculus ENSOCUG00000016723
ochotona_princeps ENSOPRG00000000886
papio_anubis ENSPANG00000022821
mandrillus_leucophaeus ENSMLEG00000043280
theropithecus_gelada ENSTGEG00000029038
cercocebus_atys ENSCATG00000028294
macaca_mulatta ENSMMUG00000018752
macaca_fascicularis ENSMFAG00000000752
macaca_nemestrina ENSMNEG00000044368
rhinopithecus_roxellana ENSRROG00000044140
rhinopithecus_bieti ENSRBIG00000035729
colobus_angolensis_palliatus ENSCANG00000040080
piliocolobus_tephrosceles ENSPTEG00000034024
pan_paniscus ENSPPAG00000025621
pan_troglodytes ENSPTRG00000009380
homo_sapiens ENSG00000121067
gorilla_gorilla ENSGGOG00000009295
pongo_abelii ENSPPYG00000008923
nomascus_leucogenys ENSNLEG00000003088
callithrix_jacchus ENSCJAG00000045260
saimiri_boliviensis_boliviensis ENSSBOG00000031919
cebus_capucinus_imitator ENSCCAG00000026049
aotus_nancymaae ENSANAG00000025648
carlito_syrichta ENSTSYG00000007619
propithecus_coquereli ENSPCOG00000015101
microcebus_murinus ENSMICG00000006987
prolemur_simus ENSPSMG00000024349
otolemur_garnettii ENSOGAG00000012793
meriones_unguiculatus ENSMUGG00000024463
meriones_unguiculatus ENSMUGG00000005620
meriones_unguiculatus ENSMUGG00000024476
meriones_unguiculatus ENSMUGG00000005730
meriones_unguiculatus ENSMUGG00000022389
meriones_unguiculatus ENSMUGG00000022381
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094328
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095822
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094084
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058005
mus_spicilegus ENSMSIG00000000076
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094163
