caenorhabditis_elegans_strain_n2 WBGene00017534
drosophila_melanogaster FBgn0033615
apteryx_owenii ENSAOWG00000008167
apteryx_haastii ENSAHAG00000017055
apteryx_rowi ENSARWG00000009126
dromaius_novaehollandiae ENSDNVG00000013141
nothoprocta_perdicaria ENSNPEG00000010301
meleagris_gallopavo ENSMGAG00000002075
coturnix_japonica ENSCJPG00005013163
numida_meleagris ENSNMEG00000003319
anas_platyrhynchos_platyrhynchos ENSAPLG00000011370
calidris_pugnax ENSCPUG00000002292
calidris_pygmaea ENSCPGG00000006307
melopsittacus_undulatus ENSMUNG00000009857
serinus_canaria ENSSCAG00000004511
zonotrichia_albicollis ENSZALG00000007525
lonchura_striata_domestica ENSLSDG00000011235
ficedula_albicollis ENSFALG00000012841
parus_major ENSPMJG00000015365
cyanistes_caeruleus ENSCCEG00000019845
manacus_vitellinus ENSMVIG00005006788
crocodylus_porosus ENSCPRG00005017495
chelonoidis_abingdonii ENSCABG00000007480
gopherus_agassizii ENSGAGG00000013262
chrysemys_picta_bellii ENSCPBG00000015743
pelodiscus_sinensis ENSPSIG00000006990
pogona_vitticeps ENSPVIG00000004323
anolis_carolinensis ENSACAG00000016026
salvator_merianae ENSSMRG00000007474
sphenodon_punctatus ENSSPUG00000000988
tupaia_belangeri ENSTBEG00000016735
carlito_syrichta ENSTSYG00000012364
sorex_araneus ENSSARG00000014052
theropithecus_gelada ENSTGEG00000025976
castor_canadensis ENSCCNG00000011091
dipodomys_ordii ENSDORG00000011967
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025200
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023913
mus_spicilegus ENSMSIG00000013717
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022992
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014482
rattus_norvegicus ENSRNOG00000012763
meriones_unguiculatus ENSMUGG00000022254
peromyscus_maniculatus_bairdii ENSPEMG00000013069
microtus_ochrogaster ENSMOCG00000021513
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015704
cricetulus_griseus_crigri-picr ENSCGRG00015023500
cricetulus_griseus_crigri_1.0 ENSCGRG00000003911
mesocricetus_auratus ENSMAUG00000016480
nannospalax_galili ENSNGAG00000021145
jaculus_jaculus ENSJJAG00000015368
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018918
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006241
fukomys_damarensis ENSFDAG00000009400
chinchilla_lanigera ENSCLAG00000007821
octodon_degus ENSODEG00000017213
cavia_porcellus ENSCPOG00000010890
cavia_aperea ENSCAPG00000011031
spermophilus_dauricus ENSSDAG00000022613
ictidomys_tridecemlineatus ENSSTOG00000005784
urocitellus_parryii ENSUPAG00010018584
marmota_marmota_marmota ENSMMMG00000022947
oryctolagus_cuniculus ENSOCUG00000013130
ochotona_princeps ENSOPRG00000005680
pan_troglodytes ENSPTRG00000002843
pan_paniscus ENSPPAG00000031948
homo_sapiens ENSG00000095485
pongo_abelii ENSPPYG00000002563
nomascus_leucogenys ENSNLEG00000014744
macaca_nemestrina ENSMNEG00000028051
macaca_mulatta ENSMMUG00000018472
macaca_fascicularis ENSMFAG00000031202
cercocebus_atys ENSCATG00000043079
mandrillus_leucophaeus ENSMLEG00000036355
theropithecus_gelada ENSTGEG00000017946
papio_anubis ENSPANG00000021205
chlorocebus_sabaeus ENSCSAG00000005656
