cynoglossus_semilaevis ENSCSEG00000008384
mola_mola ENSMMOG00000010676
astatotilapia_calliptera ENSACLG00000008077
maylandia_zebra ENSMZEG00005026803
pundamilia_nyererei ENSPNYG00000015290
haplochromis_burtoni ENSHBUG00000006312
neolamprologus_brichardi ENSNBRG00000008529
oreochromis_niloticus ENSONIG00000014898
amphilophus_citrinellus ENSACIG00000001445
periophthalmus_magnuspinnatus ENSPMGG00000003822
seriola_lalandi_dorsalis ENSSLDG00000002070
seriola_dumerili ENSSDUG00000006467
scophthalmus_maximus ENSSMAG00000017892
monopterus_albus ENSMALG00000018537
mastacembelus_armatus ENSMAMG00000006921
anabas_testudineus ENSATEG00000024724
amphiprion_ocellaris ENSAOCG00000008024
amphiprion_percula ENSAPEG00000004527
acanthochromis_polyacanthus ENSAPOG00000021676
stegastes_partitus ENSSPAG00000002840
xiphophorus_maculatus ENSXMAG00000009310
gambusia_affinis ENSGAFG00000000519
poecilia_mexicana ENSPMEG00000021776
poecilia_latipinna ENSPLAG00000007708
poecilia_formosa ENSPFOG00000022257
poecilia_reticulata ENSPREG00000004786
fundulus_heteroclitus ENSFHEG00000016063
cyprinodon_variegatus ENSCVAG00000011000
kryptolebias_marmoratus ENSKMAG00000015220
oryzias_latipes_asm223467v1 ENSORLG00000026714
oryzias_latipes_asm223471v1 ENSORLG00020005366
oryzias_latipes_asm223469v1 ENSORLG00015020533
oryzias_melastigma ENSOMEG00000013467
labrus_bergylta ENSLBEG00000006238
gasterosteus_aculeatus ENSGACG00000010479
hippocampus_comes ENSHCOG00000000683
takifugu_rubripes ENSTRUG00000001034
tetraodon_nigroviridis ENSTNIG00000011334
gadus_morhua ENSGMOG00000013222
esox_lucius ENSELUG00000018241
astyanax_mexicanus ENSAMXG00000036124
pygocentrus_nattereri ENSPNAG00000020423
ictalurus_punctatus ENSIPUG00000010202
danio_rerio ENSDARG00000071209
scleropages_formosus ENSSFOG00015016672
paramormyrops_kingsleyae ENSPKIG00000019824
paramormyrops_kingsleyae ENSPKIG00000018694
scleropages_formosus ENSSFOG00015020438
pygocentrus_nattereri ENSPNAG00000021088
astyanax_mexicanus ENSAMXG00000038862
ictalurus_punctatus ENSIPUG00000021946
lepisosteus_oculatus ENSLOCG00000005285
anolis_carolinensis ENSACAG00000006305
pogona_vitticeps ENSPVIG00000015859
notechis_scutatus ENSNSUG00000009090
salvator_merianae ENSSMRG00000019093
sphenodon_punctatus ENSSPUG00000000599
dromaius_novaehollandiae ENSDNVG00000000040
nothoprocta_perdicaria ENSNPEG00000009457
apteryx_rowi ENSARWG00000009723
apteryx_owenii ENSAOWG00000001111
apteryx_haastii ENSAHAG00000002820
gallus_gallus ENSGALG00000027965
coturnix_japonica ENSCJPG00005003692
numida_meleagris ENSNMEG00000016052
anser_brachyrhynchus ENSABRG00000006548
calidris_pugnax ENSCPUG00000006746
calidris_pygmaea ENSCPGG00000000161
manacus_vitellinus ENSMVIG00005004867
