choloepus_hoffmanni ENSCHOG00000005046
dasypus_novemcinctus ENSDNOG00000039156
loxodonta_africana ENSLAFG00000004907
procavia_capensis ENSPCAG00000006417
echinops_telfairi ENSETEG00000016051
pan_paniscus ENSPPAG00000023302
gorilla_gorilla ENSGGOG00000015817
pan_troglodytes ENSPTRG00000014048
homo_sapiens ENSG00000184979
homo_sapiens ENSG00000161133
pan_troglodytes ENSPTRG00000046891
pongo_abelii ENSPPYG00000019955
nomascus_leucogenys ENSNLEG00000007885
papio_anubis ENSPANG00000024305
theropithecus_gelada ENSTGEG00000002791
mandrillus_leucophaeus ENSMLEG00000030674
macaca_mulatta ENSMMUG00000003272
macaca_fascicularis ENSMFAG00000002467
macaca_nemestrina ENSMNEG00000041347
cercocebus_atys ENSCATG00000029495
chlorocebus_sabaeus ENSCSAG00000014166
rhinopithecus_roxellana ENSRROG00000024565
rhinopithecus_bieti ENSRBIG00000043628
colobus_angolensis_palliatus ENSCANG00000030524
piliocolobus_tephrosceles ENSPTEG00000034252
saimiri_boliviensis_boliviensis ENSSBOG00000035368
cebus_capucinus_imitator ENSCCAG00000037246
aotus_nancymaae ENSANAG00000038004
carlito_syrichta ENSTSYG00000008807
propithecus_coquereli ENSPCOG00000019616
prolemur_simus ENSPSMG00000014398
microcebus_murinus ENSMICG00000014115
otolemur_garnettii ENSOGAG00000014792
tupaia_belangeri ENSTBEG00000016057
urocitellus_parryii ENSUPAG00010014848
spermophilus_dauricus ENSSDAG00000018685
ictidomys_tridecemlineatus ENSSTOG00000020847
marmota_marmota_marmota ENSMMMG00000023968
chinchilla_lanigera ENSCLAG00000016101
cavia_porcellus ENSCPOG00000000556
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008940
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016303
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008570
cricetulus_griseus_crigri_1.0 ENSCGRG00000012104
cricetulus_griseus_crigri-picr ENSCGRG00015012569
microtus_ochrogaster ENSMOCG00000000311
peromyscus_maniculatus_bairdii ENSPEMG00000023047
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030107
mus_spicilegus ENSMSIG00000014601
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029846
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028813
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022569
rattus_norvegicus ENSRNOG00000037198
meriones_unguiculatus ENSMUGG00000019299
castor_canadensis ENSCCNG00000008475
oryctolagus_cuniculus ENSOCUG00000005073
ochotona_princeps ENSOPRG00000010208
pteropus_vampyrus ENSPVAG00000011720
myotis_lucifugus ENSMLUG00000005462
ursus_maritimus ENSUMAG00000011363
ursus_americanus ENSUAMG00000025830
ailuropoda_melanoleuca ENSAMEG00000006365
mustela_putorius_furo ENSMPUG00000018118
neovison_vison ENSNVIG00000013264
canis_lupus_familiaris ENSCAFG00000016252
canis_lupus_dingo ENSCAFG00020006333
vulpes_vulpes ENSVVUG00000022950
panthera_pardus ENSPPRG00000023765
panthera_tigris_altaica ENSPTIG00000020974
felis_catus ENSFCAG00000030232
erinaceus_europaeus ENSEEUG00000012444
sorex_araneus ENSSARG00000006333
bos_mutus ENSBMUG00000024543
bos_taurus ENSBTAG00000016661
bison_bison_bison ENSBBBG00000020191
ovis_aries ENSOARG00000019272
capra_hircus ENSCHIG00000025908
tursiops_truncatus ENSTTRG00000005643
sus_scrofa ENSSSCG00000000774
equus_caballus ENSECAG00000000284
equus_asinus_asinus ENSEASG00005005285
notamacropus_eugenii ENSMEUG00000014221
phascolarctos_cinereus ENSPCIG00000033013
sarcophilus_harrisii ENSSHAG00000002712
monodelphis_domestica ENSMODG00000018469
ornithorhynchus_anatinus ENSOANG00000007420
calidris_pugnax ENSCPUG00000019546
calidris_pygmaea ENSCPGG00000003499
melopsittacus_undulatus ENSMUNG00000005926
parus_major ENSPMJG00000011094
cyanistes_caeruleus ENSCCEG00000012062
taeniopygia_guttata ENSTGUG00000012493
lonchura_striata_domestica ENSLSDG00000009617
serinus_canaria ENSSCAG00000005984
zonotrichia_albicollis ENSZALG00000012990
junco_hyemalis ENSJHYG00000013094
ficedula_albicollis ENSFALG00000009602
manacus_vitellinus ENSMVIG00005012497
lepidothrix_coronata ENSLCOG00000012732
gallus_gallus ENSGALG00000013057
coturnix_japonica ENSCJPG00005018361
numida_meleagris ENSNMEG00000009057
anser_brachyrhynchus ENSABRG00000014136
anas_platyrhynchos_platyrhynchos ENSAPLG00000007508
apteryx_owenii ENSAOWG00000009804
apteryx_haastii ENSAHAG00000000080
apteryx_rowi ENSARWG00000010476
dromaius_novaehollandiae ENSDNVG00000005339
nothoprocta_perdicaria ENSNPEG00000015432
crocodylus_porosus ENSCPRG00005013223
gopherus_agassizii ENSGAGG00000018137
chelonoidis_abingdonii ENSCABG00000001776
chrysemys_picta_bellii ENSCPBG00000028228
pelodiscus_sinensis ENSPSIG00000015004
pogona_vitticeps ENSPVIG00000011263
anolis_carolinensis ENSACAG00000012304
notechis_scutatus ENSNSUG00000008297
salvator_merianae ENSSMRG00000002330
sphenodon_punctatus ENSSPUG00000008363
lepisosteus_oculatus ENSLOCG00000016564
