chelonoidis_abingdonii ENSCABG00000022209
gopherus_agassizii ENSGAGG00000022535
chrysemys_picta_bellii ENSCPBG00000002620
pelodiscus_sinensis ENSPSIG00000002975
crocodylus_porosus ENSCPRG00005004864
calidris_pygmaea ENSCPGG00000003507
calidris_pugnax ENSCPUG00000006469
melopsittacus_undulatus ENSMUNG00000003449
junco_hyemalis ENSJHYG00000015129
zonotrichia_albicollis ENSZALG00000001279
serinus_canaria ENSSCAG00000007552
taeniopygia_guttata ENSTGUG00000009147
lonchura_striata_domestica ENSLSDG00000013567
ficedula_albicollis ENSFALG00000004651
parus_major ENSPMJG00000014321
cyanistes_caeruleus ENSCCEG00000012775
lepidothrix_coronata ENSLCOG00000015805
manacus_vitellinus ENSMVIG00005001567
meleagris_gallopavo ENSMGAG00000008157
gallus_gallus ENSGALG00000019514
coturnix_japonica ENSCJPG00005007320
numida_meleagris ENSNMEG00000005496
anser_brachyrhynchus ENSABRG00000018931
anas_platyrhynchos_platyrhynchos ENSAPLG00000009010
apteryx_haastii ENSAHAG00000003157
apteryx_owenii ENSAOWG00000010423
apteryx_rowi ENSARWG00000004215
dromaius_novaehollandiae ENSDNVG00000011049
nothoprocta_perdicaria ENSNPEG00000010459
anolis_carolinensis ENSACAG00000003653
pogona_vitticeps ENSPVIG00000016796
notechis_scutatus ENSNSUG00000013521
salvator_merianae ENSSMRG00000004084
sphenodon_punctatus ENSSPUG00000000484
pan_troglodytes ENSPTRG00000010114
pan_paniscus ENSPPAG00000038993
homo_sapiens ENSG00000133313
gorilla_gorilla ENSGGOG00000016794
pongo_abelii ENSPPYG00000009243
nomascus_leucogenys ENSNLEG00000009264
papio_anubis ENSPANG00000018633
theropithecus_gelada ENSTGEG00000005955
mandrillus_leucophaeus ENSMLEG00000013354
macaca_mulatta ENSMMUG00000008938
macaca_fascicularis ENSMFAG00000045912
macaca_nemestrina ENSMNEG00000034380
cercocebus_atys ENSCATG00000030983
chlorocebus_sabaeus ENSCSAG00000018229
piliocolobus_tephrosceles ENSPTEG00000029870
colobus_angolensis_palliatus ENSCANG00000006066
rhinopithecus_roxellana ENSRROG00000027039
rhinopithecus_bieti ENSRBIG00000032288
cebus_capucinus_imitator ENSCCAG00000031433
saimiri_boliviensis_boliviensis ENSSBOG00000027831
aotus_nancymaae ENSANAG00000035349
carlito_syrichta ENSTSYG00000010229
propithecus_coquereli ENSPCOG00000010165
prolemur_simus ENSPSMG00000019521
microcebus_murinus ENSMICG00000012839
otolemur_garnettii ENSOGAG00000013471
oryctolagus_cuniculus ENSOCUG00000004001
