castor_canadensis ENSCCNG00000028270
dipodomys_ordii ENSDORG00000011715
urocitellus_parryii ENSUPAG00010019979
ictidomys_tridecemlineatus ENSSTOG00000014639
spermophilus_dauricus ENSSDAG00000002817
marmota_marmota_marmota ENSMMMG00000017231
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073418
mus_spicilegus ENSMSIG00000001652
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022378
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021474
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020469
rattus_norvegicus ENSRNOG00000000443
rattus_norvegicus ENSRNOG00000030729
rattus_norvegicus ENSRNOG00000047657
meriones_unguiculatus ENSMUGG00000001347
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019658
cricetulus_griseus_crigri-picr ENSCGRG00015028430
cricetulus_griseus_crigri_1.0 ENSCGRG00000013418
mesocricetus_auratus ENSMAUG00000015130
nannospalax_galili ENSNGAG00000012712
jaculus_jaculus ENSJJAG00000019955
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013660
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013417
fukomys_damarensis ENSFDAG00000007702
chinchilla_lanigera ENSCLAG00000008416
cavia_porcellus ENSCPOG00000031422
ochotona_princeps ENSOPRG00000001546
ochotona_princeps ENSOPRG00000004052
oryctolagus_cuniculus ENSOCUG00000007039
pan_troglodytes ENSPTRG00000044552
pan_troglodytes ENSPTRG00000046780
pan_troglodytes ENSPTRG00000045611
gorilla_gorilla ENSGGOG00000043529
gorilla_gorilla ENSGGOG00000039460
pan_paniscus ENSPPAG00000032907
homo_sapiens ENSG00000244731
homo_sapiens ENSG00000224389
pongo_abelii ENSPPYG00000016475
nomascus_leucogenys ENSNLEG00000006490
macaca_fascicularis ENSMFAG00000003345
macaca_mulatta ENSMMUG00000000749
macaca_nemestrina ENSMNEG00000041718
chlorocebus_sabaeus ENSCSAG00000009110
theropithecus_gelada ENSTGEG00000029420
papio_anubis ENSPANG00000024813
cercocebus_atys ENSCATG00000035529
piliocolobus_tephrosceles ENSPTEG00000038012
rhinopithecus_roxellana ENSRROG00000042148
saimiri_boliviensis_boliviensis ENSSBOG00000021536
cebus_capucinus_imitator ENSCCAG00000028298
aotus_nancymaae ENSANAG00000023102
carlito_syrichta ENSTSYG00000006110
propithecus_coquereli ENSPCOG00000023318
microcebus_murinus ENSMICG00000016626
prolemur_simus ENSPSMG00000019797
otolemur_garnettii ENSOGAG00000009603
bos_taurus ENSBTAG00000037533
bos_mutus ENSBMUG00000006626
bos_taurus ENSBTAG00000006864
ovis_aries ENSOARG00000001568
ovis_aries ENSOARG00000001878
capra_hircus ENSCHIG00000021630
ovis_aries ENSOARG00000001755
ovis_aries ENSOARG00000002722
capra_hircus ENSCHIG00000023354
tursiops_truncatus ENSTTRG00000005944
sus_scrofa ENSSSCG00000001427
equus_caballus ENSECAG00000008615
equus_asinus_asinus ENSEASG00005014465
ursus_americanus ENSUAMG00000022519
ursus_maritimus ENSUMAG00000010912
ailuropoda_melanoleuca ENSAMEG00000002178
mustela_putorius_furo ENSMPUG00000010539
neovison_vison ENSNVIG00000010426
canis_lupus_dingo ENSCAFG00020000974
canis_lupus_familiaris ENSCAFG00000000701
vulpes_vulpes ENSVVUG00000023467
panthera_pardus ENSPPRG00000009491
felis_catus ENSFCAG00000018602
myotis_lucifugus ENSMLUG00000006257
erinaceus_europaeus ENSEEUG00000005629
pteropus_vampyrus ENSPVAG00000005139
loxodonta_africana ENSLAFG00000014252
procavia_capensis ENSPCAG00000004463
echinops_telfairi ENSETEG00000001365
dasypus_novemcinctus ENSDNOG00000048858
phascolarctos_cinereus ENSPCIG00000018795
notamacropus_eugenii ENSMEUG00000009066
sarcophilus_harrisii ENSSHAG00000009118
monodelphis_domestica ENSMODG00000014979
ornithorhynchus_anatinus ENSOANG00000031972
gallus_gallus ENSGALG00000032231
coturnix_japonica ENSCJPG00005015698
meleagris_gallopavo ENSMGAG00000009650
numida_meleagris ENSNMEG00000022733
anser_brachyrhynchus ENSABRG00000021378
calidris_pugnax ENSCPUG00000004899
calidris_pygmaea ENSCPGG00000012244
anolis_carolinensis ENSACAG00000012647
pogona_vitticeps ENSPVIG00000010824
notechis_scutatus ENSNSUG00000009022
sphenodon_punctatus ENSSPUG00000003148
sphenodon_punctatus ENSSPUG00000003154
salvator_merianae ENSSMRG00000010720
xenopus_tropicalis ENSXETG00000005203
latimeria_chalumnae ENSLACG00000013931
pygocentrus_nattereri ENSPNAG00000001029
astyanax_mexicanus ENSAMXG00000012282
ictalurus_punctatus ENSIPUG00000013373
danio_rerio ENSDARG00000015065
esox_lucius ENSELUG00000006742
scleropages_formosus ENSSFOG00015000641
paramormyrops_kingsleyae ENSPKIG00000002309
lepisosteus_oculatus ENSLOCG00000008608
chelonoidis_abingdonii ENSCABG00000022692
gopherus_agassizii ENSGAGG00000016483
chrysemys_picta_bellii ENSCPBG00000002549
pelodiscus_sinensis ENSPSIG00000004439
apteryx_haastii ENSAHAG00000011314
apteryx_owenii ENSAOWG00000005280
apteryx_rowi ENSARWG00000015621
dromaius_novaehollandiae ENSDNVG00000014337
nothoprocta_perdicaria ENSNPEG00000007521
calidris_pygmaea ENSCPGG00000019128
calidris_pugnax ENSCPUG00000013144
melopsittacus_undulatus ENSMUNG00000012401
lepidothrix_coronata ENSLCOG00000007419
manacus_vitellinus ENSMVIG00005008972
cyanistes_caeruleus ENSCCEG00000010809
parus_major ENSPMJG00000014981
ficedula_albicollis ENSFALG00000008158
zonotrichia_albicollis ENSZALG00000003788
junco_hyemalis ENSJHYG00000015788
serinus_canaria ENSSCAG00000012789
lonchura_striata_domestica ENSLSDG00000011743
taeniopygia_guttata ENSTGUG00000011974
anser_brachyrhynchus ENSABRG00000005785
anas_platyrhynchos_platyrhynchos ENSAPLG00000004070
gallus_gallus ENSGALG00000017040
meleagris_gallopavo ENSMGAG00000015046
coturnix_japonica ENSCJPG00005019880
numida_meleagris ENSNMEG00000008907
eptatretus_burgeri ENSEBUG00000009948
