oryzias_latipes_asm223471v1 ENSORLG00020003280
oryzias_latipes_asm223467v1 ENSORLG00000014709
oryzias_latipes_asm223469v1 ENSORLG00015016516
oryzias_melastigma ENSOMEG00000006763
cynoglossus_semilaevis ENSCSEG00000009495
anabas_testudineus ENSATEG00000010425
labrus_bergylta ENSLBEG00000024222
seriola_dumerili ENSSDUG00000018089
seriola_lalandi_dorsalis ENSSLDG00000017014
scophthalmus_maximus ENSSMAG00000007746
amphiprion_percula ENSAPEG00000013210
amphiprion_ocellaris ENSAOCG00000022702
acanthochromis_polyacanthus ENSAPOG00000022852
stegastes_partitus ENSSPAG00000007409
astatotilapia_calliptera ENSACLG00000012182
haplochromis_burtoni ENSHBUG00000006507
maylandia_zebra ENSMZEG00005011122
pundamilia_nyererei ENSPNYG00000023573
neolamprologus_brichardi ENSNBRG00000006568
oreochromis_niloticus ENSONIG00000011235
amphilophus_citrinellus ENSACIG00000010169
mastacembelus_armatus ENSMAMG00000022782
monopterus_albus ENSMALG00000013495
mola_mola ENSMMOG00000018898
poecilia_formosa ENSPFOG00000023045
xiphophorus_couchianus ENSXCOG00000016185
poecilia_reticulata ENSPREG00000004688
xiphophorus_maculatus ENSXMAG00000016065
poecilia_formosa ENSPFOG00000006892
gambusia_affinis ENSGAFG00000019823
cyprinodon_variegatus ENSCVAG00000020433
kryptolebias_marmoratus ENSKMAG00000012073
gasterosteus_aculeatus ENSGACG00000018673
hippocampus_comes ENSHCOG00000013259
periophthalmus_magnuspinnatus ENSPMGG00000005770
gadus_morhua ENSGMOG00000013000
gadus_morhua ENSGMOG00000011768
esox_lucius ENSELUG00000018795
pygocentrus_nattereri ENSPNAG00000019492
astyanax_mexicanus ENSAMXG00000013065
ictalurus_punctatus ENSIPUG00000003071
danio_rerio ENSDARG00000017229
scleropages_formosus ENSSFOG00015008294
paramormyrops_kingsleyae ENSPKIG00000014347
lepisosteus_oculatus ENSLOCG00000008463
phascolarctos_cinereus ENSPCIG00000004223
notamacropus_eugenii ENSMEUG00000006222
sarcophilus_harrisii ENSSHAG00000011471
monodelphis_domestica ENSMODG00000015728
castor_canadensis ENSCCNG00000030315
castor_canadensis ENSCCNG00000010903
dipodomys_ordii ENSDORG00000015201
mus_spicilegus ENSMSIG00000012159
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023204
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024593
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022291
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019024
rattus_norvegicus ENSRNOG00000013674
meriones_unguiculatus ENSMUGG00000022396
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016594
cricetulus_griseus_crigri-picr ENSCGRG00015007887
cricetulus_griseus_crigri_1.0 ENSCGRG00000011574
mesocricetus_auratus ENSMAUG00000004517
peromyscus_maniculatus_bairdii ENSPEMG00000014062
microtus_ochrogaster ENSMOCG00000006860
nannospalax_galili ENSNGAG00000022405
jaculus_jaculus ENSJJAG00000014323
ictidomys_tridecemlineatus ENSSTOG00000010069
spermophilus_dauricus ENSSDAG00000015326
urocitellus_parryii ENSUPAG00010011759
marmota_marmota_marmota ENSMMMG00000019988
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002454
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004334
fukomys_damarensis ENSFDAG00000013168
chinchilla_lanigera ENSCLAG00000010596
octodon_degus ENSODEG00000005872
cavia_porcellus ENSCPOG00000003151
cavia_aperea ENSCAPG00000005400
oryctolagus_cuniculus ENSOCUG00000003724
ochotona_princeps ENSOPRG00000015481
tupaia_belangeri ENSTBEG00000005889
pan_paniscus ENSPPAG00000038100
pan_troglodytes ENSPTRG00000017193
gorilla_gorilla ENSGGOG00000006505
homo_sapiens ENSG00000145794
pongo_abelii ENSPPYG00000015735
nomascus_leucogenys ENSNLEG00000012271
mandrillus_leucophaeus ENSMLEG00000042042
cercocebus_atys ENSCATG00000045270
theropithecus_gelada ENSTGEG00000015131
papio_anubis ENSPANG00000006534
macaca_mulatta ENSMMUG00000018827
macaca_nemestrina ENSMNEG00000030533
macaca_fascicularis ENSMFAG00000042999
chlorocebus_sabaeus ENSCSAG00000014452
colobus_angolensis_palliatus ENSCANG00000042669
piliocolobus_tephrosceles ENSPTEG00000009386
rhinopithecus_bieti ENSRBIG00000043019
rhinopithecus_roxellana ENSRROG00000032891
saimiri_boliviensis_boliviensis ENSSBOG00000019175
