apteryx_owenii ENSAOWG00000016868
zonotrichia_albicollis ENSZALG00000017771
esox_lucius ENSELUG00000007030
eptatretus_burgeri ENSEBUG00000001673
eptatretus_burgeri ENSEBUG00000006891
eptatretus_burgeri ENSEBUG00000013188
petromyzon_marinus ENSPMAG00000007548
ornithorhynchus_anatinus ENSOANG00000003630
ornithorhynchus_anatinus ENSOANG00000003622
sphenodon_punctatus ENSSPUG00000018731
salvator_merianae ENSSMRG00000018615
anser_brachyrhynchus ENSABRG00000004771
anas_platyrhynchos_platyrhynchos ENSAPLG00000020272
gallus_gallus ENSGALG00000008908
coturnix_japonica ENSCJPG00005016724
numida_meleagris ENSNMEG00000022163
ficedula_albicollis ENSFALG00000015273
parus_major ENSPMJG00000018356
lonchura_striata_domestica ENSLSDG00000007156
junco_hyemalis ENSJHYG00000011831
lepidothrix_coronata ENSLCOG00000016218
zonotrichia_albicollis ENSZALG00000017770
manacus_vitellinus ENSMVIG00005000633
serinus_canaria ENSSCAG00000001352
melopsittacus_undulatus ENSMUNG00000006631
calidris_pygmaea ENSCPGG00000002409
calidris_pugnax ENSCPUG00000005319
apteryx_rowi ENSARWG00000012860
apteryx_haastii ENSAHAG00000005273
dromaius_novaehollandiae ENSDNVG00000013833
nothoprocta_perdicaria ENSNPEG00000014389
crocodylus_porosus ENSCPRG00005013456
chelonoidis_abingdonii ENSCABG00000012662
gopherus_agassizii ENSGAGG00000007901
chrysemys_picta_bellii ENSCPBG00000001635
pelodiscus_sinensis ENSPSIG00000001006
octodon_degus ENSODEG00000019934
chinchilla_lanigera ENSCLAG00000016796
cavia_porcellus ENSCPOG00000025248
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003374
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015212
fukomys_damarensis ENSFDAG00000012194
sorex_araneus ENSSARG00000008648
echinops_telfairi ENSETEG00000018112
castor_canadensis ENSCCNG00000024307
dipodomys_ordii ENSDORG00000023645
mus_spicilegus ENSMSIG00000031520
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024621
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034701
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023700
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025151
rattus_norvegicus ENSRNOG00000005609
meriones_unguiculatus ENSMUGG00000010546
cricetulus_griseus_crigri_1.0 ENSCGRG00000019863
cricetulus_griseus_crigri-picr ENSCGRG00015020316
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005185
mesocricetus_auratus ENSMAUG00000016034
peromyscus_maniculatus_bairdii ENSPEMG00000004936
microtus_ochrogaster ENSMOCG00000001404
nannospalax_galili ENSNGAG00000020214
jaculus_jaculus ENSJJAG00000017656
ictidomys_tridecemlineatus ENSSTOG00000019627
urocitellus_parryii ENSUPAG00010005612
marmota_marmota_marmota ENSMMMG00000008141
spermophilus_dauricus ENSSDAG00000015347
ochotona_princeps ENSOPRG00000008607
microcebus_murinus ENSMICG00000042141
propithecus_coquereli ENSPCOG00000013346
rhinopithecus_bieti ENSRBIG00000021704
rhinopithecus_roxellana ENSRROG00000009134
piliocolobus_tephrosceles ENSPTEG00000018260
colobus_angolensis_palliatus ENSCANG00000012018
macaca_mulatta ENSMMUG00000008296
macaca_nemestrina ENSMNEG00000002716
macaca_fascicularis ENSMFAG00000034877
chlorocebus_sabaeus ENSCSAG00000018652
mandrillus_leucophaeus ENSMLEG00000011647
cercocebus_atys ENSCATG00000002204
papio_anubis ENSPANG00000007303
theropithecus_gelada ENSTGEG00000026478
gorilla_gorilla ENSGGOG00000027940
homo_sapiens ENSG00000162992
pongo_abelii ENSPPYG00000029484
nomascus_leucogenys ENSNLEG00000033713
cebus_capucinus_imitator ENSCCAG00000019900
saimiri_boliviensis_boliviensis ENSSBOG00000015587
callithrix_jacchus ENSCJAG00000011529
aotus_nancymaae ENSANAG00000013030
carlito_syrichta ENSTSYG00000012547
otolemur_garnettii ENSOGAG00000025613
mustela_putorius_furo ENSMPUG00000019108
neovison_vison ENSNVIG00000007331
ailuropoda_melanoleuca ENSAMEG00000019191
panthera_pardus ENSPPRG00000020836
panthera_tigris_altaica ENSPTIG00000005315
felis_catus ENSFCAG00000004553
equus_caballus ENSECAG00000028766
equus_asinus_asinus ENSEASG00005022155
bos_taurus ENSBTAG00000001755
bos_mutus ENSBMUG00000000558
bison_bison_bison ENSBBBG00000022504
capra_hircus ENSCHIG00000013471
tursiops_truncatus ENSTTRG00000016757
sus_scrofa ENSSSCG00000016011
myotis_lucifugus ENSMLUG00000025259
loxodonta_africana ENSLAFG00000000612
procavia_capensis ENSPCAG00000008927
dasypus_novemcinctus ENSDNOG00000012297
notamacropus_eugenii ENSMEUG00000016098
phascolarctos_cinereus ENSPCIG00000014845
sarcophilus_harrisii ENSSHAG00000015217
monodelphis_domestica ENSMODG00000010392
xenopus_tropicalis ENSXETG00000014068
latimeria_chalumnae ENSLACG00000013264
astyanax_mexicanus ENSAMXG00000014944
pygocentrus_nattereri ENSPNAG00000012412
ictalurus_punctatus ENSIPUG00000005637
oryzias_latipes_asm223471v1 ENSORLG00020015004
oryzias_latipes_asm223469v1 ENSORLG00015017930
oryzias_latipes_asm223467v1 ENSORLG00000027657
oryzias_melastigma ENSOMEG00000015127
acanthochromis_polyacanthus ENSAPOG00000004060
takifugu_rubripes ENSTRUG00000014252
tetraodon_nigroviridis ENSTNIG00000003533
amphiprion_ocellaris ENSAOCG00000007137
amphiprion_percula ENSAPEG00000002701
stegastes_partitus ENSSPAG00000008699
maylandia_zebra ENSMZEG00005021467
haplochromis_burtoni ENSHBUG00000010548
astatotilapia_calliptera ENSACLG00000025538
pundamilia_nyererei ENSPNYG00000010559
neolamprologus_brichardi ENSNBRG00000019450
oreochromis_niloticus ENSONIG00000006878
amphilophus_citrinellus ENSACIG00000020136
mastacembelus_armatus ENSMAMG00000018847
monopterus_albus ENSMALG00000001948
anabas_testudineus ENSATEG00000005215
cynoglossus_semilaevis ENSCSEG00000005247
labrus_bergylta ENSLBEG00000020670
seriola_dumerili ENSSDUG00000010607
seriola_lalandi_dorsalis ENSSLDG00000023123
scophthalmus_maximus ENSSMAG00000004678
mola_mola ENSMMOG00000019726
fundulus_heteroclitus ENSFHEG00000009660
cyprinodon_variegatus ENSCVAG00000009805
poecilia_formosa ENSPFOG00000014944
poecilia_mexicana ENSPMEG00000007903
poecilia_latipinna ENSPLAG00000021429
poecilia_reticulata ENSPREG00000004383
xiphophorus_couchianus ENSXCOG00000018555
xiphophorus_maculatus ENSXMAG00000001517
gambusia_affinis ENSGAFG00000021157
kryptolebias_marmoratus ENSKMAG00000005183
gasterosteus_aculeatus ENSGACG00000002064
hippocampus_comes ENSHCOG00000003941
periophthalmus_magnuspinnatus ENSPMGG00000022929
gadus_morhua ENSGMOG00000014666
danio_rerio ENSDARG00000019566
paramormyrops_kingsleyae ENSPKIG00000021509
scleropages_formosus ENSSFOG00015002780
lepisosteus_oculatus ENSLOCG00000017829
