monodelphis_domestica ENSMODG00000028708
sarcophilus_harrisii ENSSHAG00000015845
phascolarctos_cinereus ENSPCIG00000023527
loxodonta_africana ENSLAFG00000015165
echinops_telfairi ENSETEG00000001435
prolemur_simus ENSPSMG00000008852
propithecus_coquereli ENSPCOG00000014823
otolemur_garnettii ENSOGAG00000017199
gorilla_gorilla ENSGGOG00000037304
gorilla_gorilla ENSGGOG00000009280
homo_sapiens ENSG00000170893
pan_paniscus ENSPPAG00000041209
pan_troglodytes ENSPTRG00000015383
pongo_abelii ENSPPYG00000013411
nomascus_leucogenys ENSNLEG00000005245
papio_anubis ENSPANG00000009555
cercocebus_atys ENSCATG00000030883
macaca_fascicularis ENSMFAG00000042203
macaca_mulatta ENSMMUG00000046670
macaca_nemestrina ENSMNEG00000030919
mandrillus_leucophaeus ENSMLEG00000022774
theropithecus_gelada ENSTGEG00000013495
chlorocebus_sabaeus ENSCSAG00000009163
rhinopithecus_bieti ENSRBIG00000034537
rhinopithecus_roxellana ENSRROG00000030136
colobus_angolensis_palliatus ENSCANG00000021175
piliocolobus_tephrosceles ENSPTEG00000009956
cebus_capucinus_imitator ENSCCAG00000025977
saimiri_boliviensis_boliviensis ENSSBOG00000032057
callithrix_jacchus ENSCJAG00000047087
aotus_nancymaae ENSANAG00000024416
ictidomys_tridecemlineatus ENSSTOG00000026247
urocitellus_parryii ENSUPAG00010000545
marmota_marmota_marmota ENSMMMG00000011424
spermophilus_dauricus ENSSDAG00000014777
castor_canadensis ENSCCNG00000004647
mus_spicilegus ENSMSIG00000009965
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029690
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028664
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005892
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022411
rattus_norvegicus ENSRNOG00000011824
meriones_unguiculatus ENSMUGG00000016437
cricetulus_griseus_crigri_1.0 ENSCGRG00000015709
cricetulus_griseus_crigri-picr ENSCGRG00015014434
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019768
mesocricetus_auratus ENSMAUG00000016316
microtus_ochrogaster ENSMOCG00000020778
peromyscus_maniculatus_bairdii ENSPEMG00000027938
nannospalax_galili ENSNGAG00000022332
jaculus_jaculus ENSJJAG00000023012
oryctolagus_cuniculus ENSOCUG00000006337
ochotona_princeps ENSOPRG00000005368
carlito_syrichta ENSTSYG00000033345
microcebus_murinus ENSMICG00000030353
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001309
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007193
fukomys_damarensis ENSFDAG00000019105
equus_caballus ENSECAG00000006178
equus_asinus_asinus ENSEASG00005015376
pteropus_vampyrus ENSPVAG00000002127
bos_mutus ENSBMUG00000009602
bos_taurus ENSBTAG00000005306
bison_bison_bison ENSBBBG00000012040
ovis_aries ENSOARG00000013019
capra_hircus ENSCHIG00000025325
vicugna_pacos ENSVPAG00000002000
tursiops_truncatus ENSTTRG00000009888
sus_scrofa ENSSSCG00000011596
myotis_lucifugus ENSMLUG00000007249
ursus_maritimus ENSUMAG00000017316
ursus_americanus ENSUAMG00000002012
ailuropoda_melanoleuca ENSAMEG00000004379
mustela_putorius_furo ENSMPUG00000017246
neovison_vison ENSNVIG00000009787
canis_lupus_dingo ENSCAFG00020006350
canis_lupus_familiaris ENSCAFG00000004588
vulpes_vulpes ENSVVUG00000013865
panthera_tigris_altaica ENSPTIG00000016436
panthera_pardus ENSPPRG00000013952
felis_catus ENSFCAG00000029423
dasypus_novemcinctus ENSDNOG00000001486
ornithorhynchus_anatinus ENSOANG00000014026
anolis_carolinensis ENSACAG00000028972
pogona_vitticeps ENSPVIG00000021100
notechis_scutatus ENSNSUG00000006272
salvator_merianae ENSSMRG00000002898
sphenodon_punctatus ENSSPUG00000017236
chrysemys_picta_bellii ENSCPBG00000014625
chelonoidis_abingdonii ENSCABG00000004165
pelodiscus_sinensis ENSPSIG00000008868
anas_platyrhynchos_platyrhynchos ENSAPLG00000007356
anser_brachyrhynchus ENSABRG00000005446
gallus_gallus ENSGALG00000008490
meleagris_gallopavo ENSMGAG00000010403
coturnix_japonica ENSCJPG00005020825
numida_meleagris ENSNMEG00000009642
calidris_pugnax ENSCPUG00000018668
calidris_pygmaea ENSCPGG00000002811
melopsittacus_undulatus ENSMUNG00000013562
lonchura_striata_domestica ENSLSDG00000016448
taeniopygia_guttata ENSTGUG00000010565
zonotrichia_albicollis ENSZALG00000003280
junco_hyemalis ENSJHYG00000018356
serinus_canaria ENSSCAG00000016240
ficedula_albicollis ENSFALG00000013681
parus_major ENSPMJG00000006045
cyanistes_caeruleus ENSCCEG00000004093
manacus_vitellinus ENSMVIG00005012308
lepidothrix_coronata ENSLCOG00000013976
apteryx_haastii ENSAHAG00000007233
apteryx_owenii ENSAOWG00000018187
apteryx_rowi ENSARWG00000014572
dromaius_novaehollandiae ENSDNVG00000003823
nothoprocta_perdicaria ENSNPEG00000006373
crocodylus_porosus ENSCPRG00005012536
xenopus_tropicalis ENSXETG00000004810
