mastacembelus_armatus ENSMAMG00000002811
anabas_testudineus ENSATEG00000007886
seriola_lalandi_dorsalis ENSSLDG00000024229
seriola_dumerili ENSSDUG00000019764
labrus_bergylta ENSLBEG00000007269
mola_mola ENSMMOG00000014630
gasterosteus_aculeatus ENSGACG00000002884
tetraodon_nigroviridis ENSTNIG00000005437
cynoglossus_semilaevis ENSCSEG00000011221
scophthalmus_maximus ENSSMAG00000020315
hippocampus_comes ENSHCOG00000007376
periophthalmus_magnuspinnatus ENSPMGG00000019658
fundulus_heteroclitus ENSFHEG00000009103
cyprinodon_variegatus ENSCVAG00000023184
poecilia_latipinna ENSPLAG00000009835
poecilia_mexicana ENSPMEG00000005263
poecilia_reticulata ENSPREG00000002012
xiphophorus_maculatus ENSXMAG00000014182
xiphophorus_couchianus ENSXCOG00000019545
gambusia_affinis ENSGAFG00000002649
kryptolebias_marmoratus ENSKMAG00000013066
oryzias_latipes_asm223467v1 ENSORLG00000002145
oryzias_latipes_asm223471v1 ENSORLG00020009032
oryzias_latipes_asm223469v1 ENSORLG00015016359
oryzias_melastigma ENSOMEG00000008312
amphiprion_ocellaris ENSAOCG00000018776
amphiprion_percula ENSAPEG00000004411
acanthochromis_polyacanthus ENSAPOG00000023817
stegastes_partitus ENSSPAG00000005120
astatotilapia_calliptera ENSACLG00000007289
maylandia_zebra ENSMZEG00005026432
haplochromis_burtoni ENSHBUG00000009266
pundamilia_nyererei ENSPNYG00000016244
neolamprologus_brichardi ENSNBRG00000018470
oreochromis_niloticus ENSONIG00000019657
amphilophus_citrinellus ENSACIG00000007404
gadus_morhua ENSGMOG00000015746
esox_lucius ENSELUG00000007567
pygocentrus_nattereri ENSPNAG00000013948
astyanax_mexicanus ENSAMXG00000036855
ictalurus_punctatus ENSIPUG00000004934
paramormyrops_kingsleyae ENSPKIG00000011689
scleropages_formosus ENSSFOG00015016737
labrus_bergylta ENSLBEG00000017357
mola_mola ENSMMOG00000016605
seriola_dumerili ENSSDUG00000005860
seriola_lalandi_dorsalis ENSSLDG00000012849
amphiprion_ocellaris ENSAOCG00000015931
amphiprion_percula ENSAPEG00000021949
acanthochromis_polyacanthus ENSAPOG00000020696
acanthochromis_polyacanthus ENSAPOG00000008105
acanthochromis_polyacanthus ENSAPOG00000004683
stegastes_partitus ENSSPAG00000015472
poecilia_mexicana ENSPMEG00000006506
poecilia_reticulata ENSPREG00000002863
poecilia_formosa ENSPFOG00000003124
poecilia_latipinna ENSPLAG00000013903
gambusia_affinis ENSGAFG00000014449
xiphophorus_maculatus ENSXMAG00000023937
xiphophorus_couchianus ENSXCOG00000020666
cyprinodon_variegatus ENSCVAG00000000617
fundulus_heteroclitus ENSFHEG00000011741
oryzias_latipes_asm223471v1 ENSORLG00020014674
oryzias_latipes_asm223469v1 ENSORLG00015021444
oryzias_latipes_asm223467v1 ENSORLG00000023678
oryzias_melastigma ENSOMEG00000019038
maylandia_zebra ENSMZEG00005027760
pundamilia_nyererei ENSPNYG00000019125
astatotilapia_calliptera ENSACLG00000011133
neolamprologus_brichardi ENSNBRG00000005798
amphilophus_citrinellus ENSACIG00000021957
periophthalmus_magnuspinnatus ENSPMGG00000012673
esox_lucius ENSELUG00000015807
pygocentrus_nattereri ENSPNAG00000017869
astyanax_mexicanus ENSAMXG00000037833
ictalurus_punctatus ENSIPUG00000016042
danio_rerio ENSDARG00000097804
scleropages_formosus ENSSFOG00015019766
paramormyrops_kingsleyae ENSPKIG00000012846
notechis_scutatus ENSNSUG00000017486
pogona_vitticeps ENSPVIG00000014654
sphenodon_punctatus ENSSPUG00000009901
