salvator_merianae ENSSMRG00000008599
anolis_carolinensis ENSACAG00000012703
sphenodon_punctatus ENSSPUG00000006517
gopherus_agassizii ENSGAGG00000020875
chelonoidis_abingdonii ENSCABG00000007395
chrysemys_picta_bellii ENSCPBG00000018153
pelodiscus_sinensis ENSPSIG00000008459
dasypus_novemcinctus ENSDNOG00000033730
choloepus_hoffmanni ENSCHOG00000012742
ursus_maritimus ENSUMAG00000008515
ursus_americanus ENSUAMG00000013043
ailuropoda_melanoleuca ENSAMEG00000002261
mustela_putorius_furo ENSMPUG00000005339
neovison_vison ENSNVIG00000005269
canis_lupus_dingo ENSCAFG00020014787
vulpes_vulpes ENSVVUG00000025929
panthera_tigris_altaica ENSPTIG00000008216
panthera_pardus ENSPPRG00000012636
equus_asinus_asinus ENSEASG00005005945
equus_caballus ENSECAG00000013371
ovis_aries ENSOARG00000017482
capra_hircus ENSCHIG00000026601
bos_taurus ENSBTAG00000047358
bos_mutus ENSBMUG00000015010
bison_bison_bison ENSBBBG00000022141
propithecus_coquereli ENSPCOG00000025367
microcebus_murinus ENSMICG00000044696
prolemur_simus ENSPSMG00000007868
pan_paniscus ENSPPAG00000035023
pan_troglodytes ENSPTRG00000043137
homo_sapiens ENSG00000214511
gorilla_gorilla ENSGGOG00000012313
nomascus_leucogenys ENSNLEG00000017789
rhinopithecus_roxellana ENSRROG00000029420
rhinopithecus_bieti ENSRBIG00000043800
colobus_angolensis_palliatus ENSCANG00000015612
piliocolobus_tephrosceles ENSPTEG00000003210
macaca_nemestrina ENSMNEG00000013167
macaca_mulatta ENSMMUG00000037566
macaca_fascicularis ENSMFAG00000004051
papio_anubis ENSPANG00000019745
theropithecus_gelada ENSTGEG00000003728
chlorocebus_sabaeus ENSCSAG00000005946
mandrillus_leucophaeus ENSMLEG00000028703
cercocebus_atys ENSCATG00000036630
cebus_capucinus_imitator ENSCCAG00000030818
saimiri_boliviensis_boliviensis ENSSBOG00000026501
aotus_nancymaae ENSANAG00000030406
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000093550
rattus_norvegicus ENSRNOG00000046069
cricetulus_griseus_crigri-picr ENSCGRG00015028580
cricetulus_griseus_crigri_1.0 ENSCGRG00000000780
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015030
mesocricetus_auratus ENSMAUG00000015723
peromyscus_maniculatus_bairdii ENSPEMG00000018206
microtus_ochrogaster ENSMOCG00000000643
microtus_ochrogaster ENSMOCG00000008797
nannospalax_galili ENSNGAG00000012061
spermophilus_dauricus ENSSDAG00000022761
marmota_marmota_marmota ENSMMMG00000023308
urocitellus_parryii ENSUPAG00010003220
ictidomys_tridecemlineatus ENSSTOG00000022352
cavia_aperea ENSCAPG00000011880
cavia_porcellus ENSCPOG00000020309
octodon_degus ENSODEG00000011715
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010374
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018673
castor_canadensis ENSCCNG00000029209
dipodomys_ordii ENSDORG00000015929
carlito_syrichta ENSTSYG00000037475
tursiops_truncatus ENSTTRG00000003789
vicugna_pacos ENSVPAG00000007620
sus_scrofa ENSSSCG00000035326
pongo_abelii ENSPPYG00000004518
loxodonta_africana ENSLAFG00000020550
ornithorhynchus_anatinus ENSOANG00000002557
petromyzon_marinus ENSPMAG00000008868
