gallus_gallus ENSGALG00000011297
coturnix_japonica ENSCJPG00005004955
meleagris_gallopavo ENSMGAG00000011351
numida_meleagris ENSNMEG00000006226
anser_brachyrhynchus ENSABRG00000010757
anas_platyrhynchos_platyrhynchos ENSAPLG00000015058
lepidothrix_coronata ENSLCOG00000008084
manacus_vitellinus ENSMVIG00005012973
taeniopygia_guttata ENSTGUG00000008284
lonchura_striata_domestica ENSLSDG00000016641
serinus_canaria ENSSCAG00000007382
junco_hyemalis ENSJHYG00000011428
zonotrichia_albicollis ENSZALG00000010338
cyanistes_caeruleus ENSCCEG00000010894
parus_major ENSPMJG00000012860
ficedula_albicollis ENSFALG00000010722
melopsittacus_undulatus ENSMUNG00000004312
calidris_pygmaea ENSCPGG00000002493
calidris_pugnax ENSCPUG00000002742
apteryx_owenii ENSAOWG00000009509
apteryx_haastii ENSAHAG00000016632
nothoprocta_perdicaria ENSNPEG00000013880
dromaius_novaehollandiae ENSDNVG00000011810
crocodylus_porosus ENSCPRG00005002371
gopherus_agassizii ENSGAGG00000024692
chelonoidis_abingdonii ENSCABG00000000149
chrysemys_picta_bellii ENSCPBG00000001607
pelodiscus_sinensis ENSPSIG00000010996
sphenodon_punctatus ENSSPUG00000014992
sphenodon_punctatus ENSSPUG00000007707
pogona_vitticeps ENSPVIG00000023836
anolis_carolinensis ENSACAG00000012629
notechis_scutatus ENSNSUG00000016821
salvator_merianae ENSSMRG00000011072
ovis_aries ENSOARG00000015871
capra_hircus ENSCHIG00000023376
bos_taurus ENSBTAG00000051267
tursiops_truncatus ENSTTRG00000003315
sus_scrofa ENSSSCG00000000910
vicugna_pacos ENSVPAG00000007660
equus_caballus ENSECAG00000006833
vulpes_vulpes ENSVVUG00000011866
canis_lupus_familiaris ENSCAFG00000031691
neovison_vison ENSNVIG00000006955
mustela_putorius_furo ENSMPUG00000007433
ailuropoda_melanoleuca ENSAMEG00000009818
ursus_maritimus ENSUMAG00000003126
panthera_pardus ENSPPRG00000009591
panthera_tigris_altaica ENSPTIG00000000280
felis_catus ENSFCAG00000045645
pteropus_vampyrus ENSPVAG00000008265
bos_mutus ENSBMUG00000006091
spermophilus_dauricus ENSSDAG00000019367
chlorocebus_sabaeus ENSCSAG00000003695
nannospalax_galili ENSNGAG00000024338
rattus_norvegicus ENSRNOG00000008507
spermophilus_dauricus ENSSDAG00000006057
castor_canadensis ENSCCNG00000027396
prolemur_simus ENSPSMG00000012824
chlorocebus_sabaeus ENSCSAG00000003700
pan_paniscus ENSPPAG00000030048
oryctolagus_cuniculus ENSOCUG00000001251
canis_lupus_dingo ENSCAFG00020022976
ursus_americanus ENSUAMG00000025403
bison_bison_bison ENSBBBG00000019943
dasypus_novemcinctus ENSDNOG00000034272
cricetulus_griseus_crigri_1.0 ENSCGRG00000003143
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005469
mesocricetus_auratus ENSMAUG00000022216
microtus_ochrogaster ENSMOCG00000000329
peromyscus_maniculatus_bairdii ENSPEMG00000013349
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045867
mus_spicilegus ENSMSIG00000016116
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016566
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015747
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031338
meriones_unguiculatus ENSMUGG00000011783
jaculus_jaculus ENSJJAG00000019223
chinchilla_lanigera ENSCLAG00000015937
octodon_degus ENSODEG00000010922
cavia_porcellus ENSCPOG00000039871
cavia_aperea ENSCAPG00000007211
fukomys_damarensis ENSFDAG00000010791
fukomys_damarensis ENSFDAG00000009581
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018157
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005247
urocitellus_parryii ENSUPAG00010007012
ictidomys_tridecemlineatus ENSSTOG00000012496
marmota_marmota_marmota ENSMMMG00000020454
ochotona_princeps ENSOPRG00000011019
gorilla_gorilla ENSGGOG00000025856
pan_troglodytes ENSPTRG00000005300
homo_sapiens ENSG00000169372
pongo_abelii ENSPPYG00000004835
nomascus_leucogenys ENSNLEG00000005714
cercocebus_atys ENSCATG00000002769
mandrillus_leucophaeus ENSMLEG00000037915
cercocebus_atys ENSCATG00000030921
papio_anubis ENSPANG00000000483
theropithecus_gelada ENSTGEG00000001915
macaca_nemestrina ENSMNEG00000030892
macaca_fascicularis ENSMFAG00000043923
macaca_mulatta ENSMMUG00000012670
rhinopithecus_bieti ENSRBIG00000008849
rhinopithecus_roxellana ENSRROG00000042918
colobus_angolensis_palliatus ENSCANG00000040379
piliocolobus_tephrosceles ENSPTEG00000038586
callithrix_jacchus ENSCJAG00000002958
saimiri_boliviensis_boliviensis ENSSBOG00000035932
cebus_capucinus_imitator ENSCCAG00000022667
aotus_nancymaae ENSANAG00000036187
carlito_syrichta ENSTSYG00000007699
propithecus_coquereli ENSPCOG00000024617
microcebus_murinus ENSMICG00000010191
otolemur_garnettii ENSOGAG00000025620
dipodomys_ordii ENSDORG00000011678
sorex_araneus ENSSARG00000012549
choloepus_hoffmanni ENSCHOG00000007663
loxodonta_africana ENSLAFG00000017380
echinops_telfairi ENSETEG00000008686
erinaceus_europaeus ENSEEUG00000003280
notamacropus_eugenii ENSMEUG00000004287
phascolarctos_cinereus ENSPCIG00000035562
sarcophilus_harrisii ENSSHAG00000006278
phascolarctos_cinereus ENSPCIG00000001373
monodelphis_domestica ENSMODG00000009439
ornithorhynchus_anatinus ENSOANG00000006624
xenopus_tropicalis ENSXETG00000025801
xenopus_tropicalis ENSXETG00000027075
latimeria_chalumnae ENSLACG00000022403
fundulus_heteroclitus ENSFHEG00000011703
cyprinodon_variegatus ENSCVAG00000008224
xiphophorus_couchianus ENSXCOG00000011826
xiphophorus_maculatus ENSXMAG00000009329
gambusia_affinis ENSGAFG00000015366
poecilia_latipinna ENSPLAG00000003523
poecilia_formosa ENSPFOG00000014260
poecilia_mexicana ENSPMEG00000016757
poecilia_reticulata ENSPREG00000019284
kryptolebias_marmoratus ENSKMAG00000000617
oryzias_latipes_asm223469v1 ENSORLG00015002703
oryzias_latipes_asm223471v1 ENSORLG00020003531
oryzias_latipes_asm223467v1 ENSORLG00000019259
oryzias_melastigma ENSOMEG00000021102
tetraodon_nigroviridis ENSTNIG00000006109
takifugu_rubripes ENSTRUG00000024874
mola_mola ENSMMOG00000005954
cynoglossus_semilaevis ENSCSEG00000003750
cynoglossus_semilaevis ENSCSEG00000003747
