eptatretus_burgeri ENSEBUG00000007842
petromyzon_marinus ENSPMAG00000006348
scleropages_formosus ENSSFOG00015000974
paramormyrops_kingsleyae ENSPKIG00000018808
poecilia_formosa ENSPFOG00000012224
poecilia_latipinna ENSPLAG00000017706
poecilia_mexicana ENSPMEG00000023404
poecilia_reticulata ENSPREG00000004414
xiphophorus_maculatus ENSXMAG00000005096
gambusia_affinis ENSGAFG00000003429
cyprinodon_variegatus ENSCVAG00000015919
fundulus_heteroclitus ENSFHEG00000014651
kryptolebias_marmoratus ENSKMAG00000016025
oryzias_latipes_asm223467v1 ENSORLG00000017359
oryzias_latipes_asm223471v1 ENSORLG00020021627
oryzias_latipes_asm223469v1 ENSORLG00015015723
oryzias_melastigma ENSOMEG00000004035
tetraodon_nigroviridis ENSTNIG00000016937
takifugu_rubripes ENSTRUG00000017744
gasterosteus_aculeatus ENSGACG00000004939
cynoglossus_semilaevis ENSCSEG00000008369
hippocampus_comes ENSHCOG00000000854
amphiprion_ocellaris ENSAOCG00000018377
amphiprion_percula ENSAPEG00000021589
acanthochromis_polyacanthus ENSAPOG00000014308
stegastes_partitus ENSSPAG00000006490
astatotilapia_calliptera ENSACLG00000009804
maylandia_zebra ENSMZEG00005005375
pundamilia_nyererei ENSPNYG00000007197
haplochromis_burtoni ENSHBUG00000018820
neolamprologus_brichardi ENSNBRG00000012067
oreochromis_niloticus ENSONIG00000008726
amphilophus_citrinellus ENSACIG00000001133
labrus_bergylta ENSLBEG00000018393
mola_mola ENSMMOG00000001981
seriola_dumerili ENSSDUG00000020854
seriola_lalandi_dorsalis ENSSLDG00000013111
scophthalmus_maximus ENSSMAG00000014371
monopterus_albus ENSMALG00000008743
mastacembelus_armatus ENSMAMG00000005481
anabas_testudineus ENSATEG00000016131
periophthalmus_magnuspinnatus ENSPMGG00000011442
gadus_morhua ENSGMOG00000002262
esox_lucius ENSELUG00000021731
pygocentrus_nattereri ENSPNAG00000020205
astyanax_mexicanus ENSAMXG00000011428
ictalurus_punctatus ENSIPUG00000020597
danio_rerio ENSDARG00000034916
lepisosteus_oculatus ENSLOCG00000007651
lonchura_striata_domestica ENSLSDG00000010829
taeniopygia_guttata ENSTGUG00000008338
serinus_canaria ENSSCAG00000015901
junco_hyemalis ENSJHYG00000014145
zonotrichia_albicollis ENSZALG00000017663
parus_major ENSPMJG00000018588
cyanistes_caeruleus ENSCCEG00000023611
ficedula_albicollis ENSFALG00000002007
manacus_vitellinus ENSMVIG00005002886
lepidothrix_coronata ENSLCOG00000016348
melopsittacus_undulatus ENSMUNG00000008140
calidris_pygmaea ENSCPGG00000017829
calidris_pugnax ENSCPUG00000004470
anser_brachyrhynchus ENSABRG00000023193
anas_platyrhynchos_platyrhynchos ENSAPLG00000002701
gallus_gallus ENSGALG00000009525
coturnix_japonica ENSCJPG00005017819
meleagris_gallopavo ENSMGAG00000010025
numida_meleagris ENSNMEG00000022274
apteryx_haastii ENSAHAG00000006670
apteryx_owenii ENSAOWG00000000232
