pan_troglodytes ENSPTRG00000013814
pan_paniscus ENSPPAG00000037965
homo_sapiens ENSG00000154736
gorilla_gorilla ENSGGOG00000006998
pongo_abelii ENSPPYG00000011311
nomascus_leucogenys ENSNLEG00000002814
piliocolobus_tephrosceles ENSPTEG00000025754
colobus_angolensis_palliatus ENSCANG00000040572
rhinopithecus_roxellana ENSRROG00000045575
rhinopithecus_bieti ENSRBIG00000033153
macaca_mulatta ENSMMUG00000013405
macaca_fascicularis ENSMFAG00000000566
macaca_nemestrina ENSMNEG00000033327
theropithecus_gelada ENSTGEG00000028386
papio_anubis ENSPANG00000015990
cercocebus_atys ENSCATG00000033259
mandrillus_leucophaeus ENSMLEG00000038312
chlorocebus_sabaeus ENSCSAG00000009092
saimiri_boliviensis_boliviensis ENSSBOG00000023426
cebus_capucinus_imitator ENSCCAG00000029727
callithrix_jacchus ENSCJAG00000013997
aotus_nancymaae ENSANAG00000024234
carlito_syrichta ENSTSYG00000027213
propithecus_coquereli ENSPCOG00000016255
prolemur_simus ENSPSMG00000007499
microcebus_murinus ENSMICG00000012538
otolemur_garnettii ENSOGAG00000013024
tupaia_belangeri ENSTBEG00000010282
chinchilla_lanigera ENSCLAG00000012653
octodon_degus ENSODEG00000016244
cavia_aperea ENSCAPG00000014348
cavia_porcellus ENSCPOG00000009911
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015489
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000325
fukomys_damarensis ENSFDAG00000008945
ictidomys_tridecemlineatus ENSSTOG00000008876
urocitellus_parryii ENSUPAG00010003407
spermophilus_dauricus ENSSDAG00000020045
marmota_marmota_marmota ENSMMMG00000017454
castor_canadensis ENSCCNG00000020346
dipodomys_ordii ENSDORG00000015009
mus_spicilegus ENSMSIG00000026620
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022894
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021801
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020895
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016599
rattus_norvegicus ENSRNOG00000057794
meriones_unguiculatus ENSMUGG00000012522
cricetulus_griseus_crigri_1.0 ENSCGRG00000007058
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000759
cricetulus_griseus_crigri-picr ENSCGRG00015000680
mesocricetus_auratus ENSMAUG00000009542
peromyscus_maniculatus_bairdii ENSPEMG00000022498
microtus_ochrogaster ENSMOCG00000003795
nannospalax_galili ENSNGAG00000020447
jaculus_jaculus ENSJJAG00000018535
capra_hircus ENSCHIG00000018986
ovis_aries ENSOARG00000014877
bison_bison_bison ENSBBBG00000002551
bos_taurus ENSBTAG00000000648
tursiops_truncatus ENSTTRG00000004346
sus_scrofa ENSSSCG00000012027
vicugna_pacos ENSVPAG00000004590
ailuropoda_melanoleuca ENSAMEG00000017292
ursus_maritimus ENSUMAG00000014840
mustela_putorius_furo ENSMPUG00000001019
neovison_vison ENSNVIG00000003697
canis_lupus_dingo ENSCAFG00020026303
canis_lupus_familiaris ENSCAFG00000024758
vulpes_vulpes ENSVVUG00000024252
panthera_pardus ENSPPRG00000023472
panthera_tigris_altaica ENSPTIG00000020084
felis_catus ENSFCAG00000002300
pteropus_vampyrus ENSPVAG00000014340
myotis_lucifugus ENSMLUG00000011123
equus_asinus_asinus ENSEASG00005008153
equus_caballus ENSECAG00000006500
choloepus_hoffmanni ENSCHOG00000002348
dasypus_novemcinctus ENSDNOG00000001708
oryctolagus_cuniculus ENSOCUG00000002859
ochotona_princeps ENSOPRG00000015094
sorex_araneus ENSSARG00000012194
erinaceus_europaeus ENSEEUG00000009961
loxodonta_africana ENSLAFG00000015664
procavia_capensis ENSPCAG00000003726
echinops_telfairi ENSETEG00000000310
phascolarctos_cinereus ENSPCIG00000014186
sarcophilus_harrisii ENSSHAG00000012893
notamacropus_eugenii ENSMEUG00000011762
monodelphis_domestica ENSMODG00000020998
ornithorhynchus_anatinus ENSOANG00000001674
chelonoidis_abingdonii ENSCABG00000020444
gopherus_agassizii ENSGAGG00000018633
chrysemys_picta_bellii ENSCPBG00000026820
pelodiscus_sinensis ENSPSIG00000008951
pogona_vitticeps ENSPVIG00000025301
notechis_scutatus ENSNSUG00000016931
anolis_carolinensis ENSACAG00000014354
salvator_merianae ENSSMRG00000023088
chrysemys_picta_bellii ENSCPBG00000026814
gopherus_agassizii ENSGAGG00000001989
crocodylus_porosus ENSCPRG00005013460
gallus_gallus ENSGALG00000015795
meleagris_gallopavo ENSMGAG00000014499
coturnix_japonica ENSCJPG00005004720
numida_meleagris ENSNMEG00000010706
anser_brachyrhynchus ENSABRG00000006218
lepidothrix_coronata ENSLCOG00000011045
manacus_vitellinus ENSMVIG00005001726
melopsittacus_undulatus ENSMUNG00000005539
calidris_pygmaea ENSCPGG00000016259
calidris_pugnax ENSCPUG00000012737
apteryx_haastii ENSAHAG00000004318
apteryx_rowi ENSARWG00000010072
apteryx_owenii ENSAOWG00000009268
dromaius_novaehollandiae ENSDNVG00000010199
nothoprocta_perdicaria ENSNPEG00000014922
lonchura_striata_domestica ENSLSDG00000009796
taeniopygia_guttata ENSTGUG00000013485
junco_hyemalis ENSJHYG00000016111
zonotrichia_albicollis ENSZALG00000014211
serinus_canaria ENSSCAG00000013295
parus_major ENSPMJG00000000576
cyanistes_caeruleus ENSCCEG00000003239
ficedula_albicollis ENSFALG00000006681
xenopus_tropicalis ENSXETG00000013638
latimeria_chalumnae ENSLACG00000013025
paramormyrops_kingsleyae ENSPKIG00000010769
scleropages_formosus ENSSFOG00015009025
oryzias_latipes_asm223471v1 ENSORLG00020017409
oryzias_latipes_asm223467v1 ENSORLG00000004966
oryzias_latipes_asm223469v1 ENSORLG00015015641
oryzias_melastigma ENSOMEG00000006372
kryptolebias_marmoratus ENSKMAG00000011199
cynoglossus_semilaevis ENSCSEG00000011567
tetraodon_nigroviridis ENSTNIG00000014539
takifugu_rubripes ENSTRUG00000010983
labrus_bergylta ENSLBEG00000024924
mola_mola ENSMMOG00000006945
gasterosteus_aculeatus ENSGACG00000015075
seriola_lalandi_dorsalis ENSSLDG00000017245
seriola_dumerili ENSSDUG00000012628
scophthalmus_maximus ENSSMAG00000005793
amphiprion_percula ENSAPEG00000003387
amphiprion_ocellaris ENSAOCG00000006236
acanthochromis_polyacanthus ENSAPOG00000008121
stegastes_partitus ENSSPAG00000012506
anabas_testudineus ENSATEG00000002612
astatotilapia_calliptera ENSACLG00000027795
maylandia_zebra ENSMZEG00005005473
pundamilia_nyererei ENSPNYG00000017044
haplochromis_burtoni ENSHBUG00000007837
neolamprologus_brichardi ENSNBRG00000008970
oreochromis_niloticus ENSONIG00000012151
amphilophus_citrinellus ENSACIG00000020085
fundulus_heteroclitus ENSFHEG00000020158
cyprinodon_variegatus ENSCVAG00000019836
xiphophorus_maculatus ENSXMAG00000020886
xiphophorus_couchianus ENSXCOG00000020234
gambusia_affinis ENSGAFG00000006263
poecilia_mexicana ENSPMEG00000010322
poecilia_formosa ENSPFOG00000001970
poecilia_latipinna ENSPLAG00000004809
poecilia_reticulata ENSPREG00000009792
monopterus_albus ENSMALG00000016901
mastacembelus_armatus ENSMAMG00000022070
hippocampus_comes ENSHCOG00000011429
periophthalmus_magnuspinnatus ENSPMGG00000001718
gadus_morhua ENSGMOG00000003076
esox_lucius ENSELUG00000001677
pygocentrus_nattereri ENSPNAG00000010236
astyanax_mexicanus ENSAMXG00000015190
ictalurus_punctatus ENSIPUG00000009603
danio_rerio ENSDARG00000100307
lepisosteus_oculatus ENSLOCG00000010800
